query_id,group_id,hotel_id,aspect,sentence_id,reason_text,citation_exists,in_current_evidence_pack,support_score,notes
q012,G4,79c2d98fa1cb,service,a9b31551cfbd228d_s000,入住服务友好。,1,1,2,
q017,G4,85a18ed72b1c,room_facilities,9a164e5741f44370_s000,房间装饰精美且床铺舒适。,1,1,2,
q017,G4,85a18ed72b1c,quiet_sleep,74253f6620c5c202_s005,房间安静，适合睡眠。,1,1,2,
q017,G4,d30be52b2a2a,room_facilities,923ad2587b7f310c_s000,房间空间大且布局舒适。,1,1,2,
q017,G4,d30be52b2a2a,quiet_sleep,e2c6fdca4d0b4650_s003,整体住宿令人愉快。,1,1,2,
q022,G4,9e8bc983cff4,value,63e33c9ade80d177_s000,价格合理，符合威基基标准。,1,1,2,
q022,G4,9e8bc983cff4,quiet_sleep,,无直接证据支持安静睡眠。,0,0,0,
q027,G4,75334fbbe64c,location_transport,e0eb47498dba499b_s006,位置极佳，步行即可到达景点。,1,1,2,
q027,G4,75334fbbe64c,value,bfadf45508eb134c_s000,价格实惠，物超所值。,1,1,2,
q027,G4,445d9279fa58,location_transport,667beb34e7d7221a_s000,位置便利，步行可达市中心。,1,1,2,
q027,G4,445d9279fa58,value,74fb427c464da0e5_s005,性价比极高，是最佳选择。,1,1,2,
q032,G4,98bd44439ff5,cleanliness,46202b133789e043_s000,房间非常干净卫生。,1,1,2,
q032,G4,98bd44439ff5,location_transport,0389b211be86be67_s000,位置极佳，靠近机场且交通便利。,1,1,2,
q032,G4,e0eeae8afde3,cleanliness,4518e9b0cfe37353_s001,房间宽敞且干净舒适。,1,1,2,
q032,G4,e0eeae8afde3,location_transport,260ed33340e4cf63_s005,位置优越，步行可达餐厅且交通方便。,1,1,2,
q037,G4,4ba7bdc9b246,cleanliness,be90326d3c9cf0f5_s004,房间干净舒适，设施更新。,1,1,2,
q037,G4,4ba7bdc9b246,service,7689e874d3a835fd_s000,员工友好且乐于助人。,1,1,2,
q037,G4,7213d9173df3,cleanliness,e8ac16238c6cb44a_s000,房间整洁，入住体验好。,1,1,2,
q037,G4,7213d9173df3,service,627cc84e2e9930bd_s024,员工友好且乐于助人。,1,1,2,
q042,G4,f6c6d40a783b,service,c1f6b51094ab59be_s001,员工友好且乐于助人。,1,1,2,
q042,G4,f6c6d40a783b,room_facilities,9a95226c17686e1d_s001,房间舒适且装修时尚。,1,1,2,
q042,G4,ad12fec3ad85,service,a3510910ff868c47_s002,员工像朋友一样亲切。,1,1,2,
q042,G4,ad12fec3ad85,room_facilities,881d7c3b47d0ceaf_s001,房间舒适宽敞。,1,1,2,
q047,G4,75fef46b9663,quiet_sleep,ec1e4396484d5f98_s017,空调安静且无街道噪音。,1,1,2,
q047,G4,75fef46b9663,room_facilities,c9e7e8769ff06792_s002,房间宽敞舒适，床铺优良。,1,1,2,
q047,G4,5ac72eb101c1,room_facilities,773410cb8381abf1_s029,房间宽敞舒适，床铺极佳。,1,1,2,
q047,G4,5ac72eb101c1,quiet_sleep,6b20403891a74789_s004,虽提供耳塞但实际睡眠受影响。,1,1,2,
q003,G4,bfb10d66f821,quiet_sleep,a50fcbdf6353e969_s010,要求换房后休息非常安静。,1,1,2,
q003,G4,bfb10d66f821,service,2243716f0809f255_s002,员工友好且乐于助人。,1,1,2,
q008,G4,e73773333429,quiet_sleep,9eb6d3fc17f2c35f_s004,房间安静舒适，睡眠体验好。,1,1,2,
q008,G4,e73773333429,room_facilities,9eb6d3fc17f2c35f_s003,房间宽敞现代，设施完善。,1,1,2,
q013,G4,79c2d98fa1cb,quiet_sleep,64a198c9f6ff9412_s029,用户强调睡眠是商务旅行基本需求。,1,1,2,
q018,G4,d30be52b2a2a,quiet_sleep,e2c6fdca4d0b4650_s003,街道噪音可控，整体休息体验良好。,1,1,2,
q018,G4,d30be52b2a2a,value,f5b07d7fd5826db0_s008,价格合理，适合过夜。,1,1,2,
q018,G4,85a18ed72b1c,quiet_sleep,74253f6620c5c202_s005,房间安静，即使靠近高速公路。,1,1,2,
q018,G4,85a18ed72b1c,value,,未提供明确性价比证据，跳过。,0,0,0,
q023,G4,9e8bc983cff4,location_transport,06ebb7d7792a3c37_s006,位置便利，靠近购物与租车点。,1,1,2,
q023,G4,9e8bc983cff4,quiet_sleep,51715f1f263e4378_s000,远离喧嚣，适合安静休息。,1,1,1,
q028,G4,445d9279fa58,quiet_sleep,32028f96838e6cc4_s013,远离闹区，睡眠安静。,1,1,2,
q028,G4,445d9279fa58,cleanliness,4acc930bd656557d_s002,房间干净舒适。,1,1,2,
q028,G4,75334fbbe64c,quiet_sleep,f398f50221cad6cd_s000,房间安静舒适。,1,1,2,
q028,G4,75334fbbe64c,cleanliness,12a3c2274eafafa4_s001,卫生整洁。,1,1,2,
q033,G4,e0eeae8afde3,quiet_sleep,15d7d933dfb39322_s004,即使靠近马路，游客仍表示能睡得很好。,1,1,2,
q033,G4,e0eeae8afde3,service,260ed33340e4cf63_s016,员工友好亲切，适合休息。,1,1,2,
q033,G4,cabad4abd2ba,service,df6918937fa1eee4_s001,员工礼貌且乐于助人。,1,1,2,
q033,G4,cabad4abd2ba,quiet_sleep,8962e6d5ecc44443_s001,部分客人反馈一楼有噪音。,1,1,2,
q038,G4,62fa571ddd54,quiet_sleep,a8bd10563da4a4ba_s006,房间安静，交通噪音无干扰。,1,1,1,
q038,G4,62fa571ddd54,room_facilities,a8bd10563da4a4ba_s004,房间整洁，设施满足需求。,1,1,2,
q038,G4,4ba7bdc9b246,quiet_sleep,1b1fece8ca00ba29_s009,房间非常安静舒适。,1,1,2,
q038,G4,4ba7bdc9b246,room_facilities,7689e874d3a835fd_s015,未发现房间漏水问题。,1,1,2,
q043,G4,f6c6d40a783b,quiet_sleep,d2ed7777de95ab72_s005,房间相对安静，适合休息。,1,1,2,
q043,G4,f6c6d40a783b,quiet_sleep,cecfcd9c3edef7e9_s009,虽窗外有噪音，但整体睡眠体验尚可。,1,1,2,
q048,G4,75fef46b9663,quiet_sleep,ec1e4396484d5f98_s017,空调安静且无街道噪音。,1,1,2,
q048,G4,75fef46b9663,value,b28ce0d152c11807_s006,用户认为性价比极佳。,1,1,2,
q048,G4,5ac72eb101c1,value,3d6107babb5d5335_s006,新装修且价格低廉。,1,1,2,
q048,G4,5ac72eb101c1,quiet_sleep,6b20403891a74789_s004,耳塞虽未助眠但说明房间隔音。,1,1,2,
q077,G4,bfb10d66f821,location_transport,68d99b391b76ab76_s000,位置极佳，靠近Honda Center和Anaheim Stadium。,1,1,2,
q077,G4,bfb10d66f821,service,35782c67018ebb5c_s006,员工友好且乐于助人。,1,1,2,
q078,G4,72a9d2fbc96c,cleanliness,e22a5ff4dbceef13_s002,房间非常干净舒适。,1,1,2,
q078,G4,72a9d2fbc96c,value,e22a5ff4dbceef13_s006,满足需求且价格实惠。,1,1,2,
q078,G4,bd1ba974bf11,cleanliness,a9b0347bca5861dc_s001,房间干净舒适。,1,1,2,
q078,G4,bd1ba974bf11,room_facilities,588d98086599b735_s005,房间宽敞配有厨房。,1,1,2,
q079,G4,79c2d98fa1cb,service,a9b31551cfbd228d_s000,员工友好且入住流程顺畅。,1,1,2,
q079,G4,79c2d98fa1cb,location_transport,223f4a0acd7fe692_s003,交通便捷，可充分利用市中心设施。,1,1,2,
q079,G4,7669c6fc99e7,service,70f5d5d92e74cd50_s002,前台员工友好且乐于助人。,1,1,2,
q079,G4,7669c6fc99e7,location_transport,26297e902507438d_s000,位置绝佳，步行即可到达主要景点。,1,1,2,
q080,G4,85a18ed72b1c,cleanliness,39e05ab75911b052_s001,房间干净舒适，床铺整洁。,1,1,2,
q080,G4,85a18ed72b1c,room_facilities,9a164e5741f44370_s000,房间装饰精美，设施齐全。,1,1,2,
q080,G4,d30be52b2a2a,cleanliness,e2c6fdca4d0b4650_s001,房间干净，维护良好。,1,1,2,
q080,G4,d30be52b2a2a,value,f5b07d7fd5826db0_s008,价格合理，适合过夜。,1,1,2,
q081,G4,9e8bc983cff4,location_transport,06ebb7d7792a3c37_s006,靠近购物中心和交通，步行 20-30 分钟即可到达。,1,1,2,
q081,G4,9e8bc983cff4,service,62e880c744314ebb_s000,员工友好且乐于助人。,1,1,2,
q082,G4,75334fbbe64c,cleanliness,5bf951bbb6073714_s006,房间干净舒适，床铺也舒适。,1,1,2,
q082,G4,75334fbbe64c,value,bfadf45508eb134c_s000,价格合适，性价比很好。,1,1,2,
q082,G4,445d9279fa58,cleanliness,4acc930bd656557d_s002,房间非常干净且舒适。,1,1,2,
q082,G4,445d9279fa58,value,71affa8502040f0d_s000,在法国区提供合理价格的好住宿。,1,1,2,
q083,G4,98bd44439ff5,location_transport,0389b211be86be67_s000,位置极佳，靠近机场且交通便利。,1,1,2,
q083,G4,98bd44439ff5,quiet_sleep,cf4ada240eb9f3eb_s000,房间安静，适合商务或休息。,1,1,2,
q083,G4,e0eeae8afde3,location_transport,c853e1650f949d22_s029,步行可达餐厅，可乘公交出行。,1,1,2,
q083,G4,e0eeae8afde3,quiet_sleep,15d7d933dfb39322_s004,虽在主干道旁，但实际睡眠很好。,1,1,2,
q084,G4,4ba7bdc9b246,cleanliness,be90326d3c9cf0f5_s004,房间干净舒适，设施更新。,1,1,2,
q084,G4,4ba7bdc9b246,value,03ec3e9e439a160b_s000,价格与体验相符，性价比高。,1,1,2,
q084,G4,7213d9173df3,cleanliness,e8ac16238c6cb44a_s000,房间整洁，入住体验好。,1,1,2,
q084,G4,7213d9173df3,value,29d2bdcea458aad1_s001,物超所值，性价比极高。,1,1,2,
q085,G4,f6c6d40a783b,location_transport,7ac0ebdb1468018c_s000,位置极佳，位于市中心。,1,1,2,
q085,G4,f6c6d40a783b,service,c1f6b51094ab59be_s001,员工友好且乐于助人。,1,1,2,
q085,G4,84953c35a9d0,location_transport,c3e79b1b9a74c77e_s014,位置便利，交通较少拥堵。,1,1,2,
q085,G4,84953c35a9d0,quiet_sleep,d2ed7777de95ab72_s005,房间安静，适合睡眠。,1,0,0,
q086,G4,75fef46b9663,cleanliness,e4ef84bc184f5625_s003,房间更新且干净，无陈旧霉味。,1,1,2,
q086,G4,75fef46b9663,value,b28ce0d152c11807_s006,价格实惠，值得再次入住。,1,1,2,
q086,G4,5ac72eb101c1,cleanliness,06e98a924068cb93_s003,房间宽敞干净，床铺舒适。,1,1,2,
q086,G4,5ac72eb101c1,value,3d6107babb5d5335_s006,位置优越且价格低廉。,1,1,2,
q004,G4,bfb10d66f821,location_transport,68d99b391b76ab76_s000,交通位置极佳，靠近Honda Center和Anaheim Stadium。,1,1,2,
q004,G4,bfb10d66f821,location_transport,58a03e970d581959_s000,步行即可到达Angel Stadium和Honda Center。,1,1,2,
q009,G4,72a9d2fbc96c,cleanliness,4f7e030a6132d7b7_s000,房间非常干净舒适。,1,1,2,
q009,G4,72a9d2fbc96c,cleanliness,e22a5ff4dbceef13_s002,房间干净且舒适。,1,1,2,
q009,G4,bd1ba974bf11,cleanliness,a9b0347bca5861dc_s001,房间非常干净舒适。,1,1,2,
q009,G4,bd1ba974bf11,cleanliness,789e445a28355d5c_s004,房间始终干净且设施齐全。,1,1,2,
q014,G4,79c2d98fa1cb,service,a9b31551cfbd228d_s000,员工友好且入住流程顺畅。,1,1,2,
q014,G4,79c2d98fa1cb,service,58dc0b366217a240_s014,整体服务与设施令人满意。,1,1,2,
q014,G4,7669c6fc99e7,service,26297e902507438d_s002,员工乐于助人并提供推荐。,1,1,2,
q014,G4,7669c6fc99e7,service,70f5d5d92e74cd50_s002,前台接待非常友好且高效。,1,1,2,
q019,G4,85a18ed72b1c,room_facilities,9a164e5741f44370_s000,房间装饰精美且舒适。,1,1,2,
q019,G4,85a18ed72b1c,room_facilities,75cd712953cb206b_s004,床铺非常舒适。,1,1,2,
q019,G4,d30be52b2a2a,room_facilities,e2c6fdca4d0b4650_s002,房间布局宽敞舒适。,1,1,2,
q019,G4,d30be52b2a2a,room_facilities,923ad2587b7f310c_s000,房间尺寸很棒。,1,1,2,
q029,G4,75334fbbe64c,value,bfadf45508eb134c_s000,住客认为酒店价格非常合适。,1,1,2,
q029,G4,75334fbbe64c,value,502c1425410f8f64_s001,性价比远超预期。,1,1,2,
q029,G4,445d9279fa58,value,71affa8502040f0d_s000,在昂贵城市提供合理价格。,1,1,2,
q029,G4,445d9279fa58,value,74fb427c464da0e5_s005,是法国区最佳交易。,1,1,2,
q034,G4,e0eeae8afde3,location_transport,260ed33340e4cf63_s005,步行可达多家餐厅，且可乘公交前往 Orlando 各地。,1,1,2,
q034,G4,e0eeae8afde3,location_transport,c853e1650f949d22_s029,位置极佳，步行至餐厅方便，公交覆盖全城。,1,1,2,
q039,G4,4ba7bdc9b246,cleanliness,be90326d3c9cf0f5_s004,房间干净舒适，设施更新。,1,1,2,
q039,G4,4ba7bdc9b246,cleanliness,daff2592f3c3b6f3_s003,整体酒店与房间都很整洁。,1,1,2,
q044,G4,f6c6d40a783b,service,c1f6b51094ab59be_s001,员工非常友好且乐于助人。,1,1,2,
q044,G4,f6c6d40a783b,service,70ada2e11e49e689_s003,礼宾部服务很有帮助。,1,1,2,
q044,G4,84953c35a9d0,service,bad29eb8b187257d_s002,员工非常友好且乐于助人。,1,1,2,
q044,G4,84953c35a9d0,service,5ff0bbaaea322822_s002,入住退房流程顺畅。,1,1,2,
q049,G4,75fef46b9663,room_facilities,70104a60ccc20263_s002,房间宽敞舒适，床铺体验良好。,1,1,2,
q049,G4,75fef46b9663,room_facilities,c9e7e8769ff06792_s002,空间大，双人床舒适。,1,1,2,
q005,G4,bfb10d66f821,cleanliness,748a79568a9e9fa0_s002,房间干净舒适，酒店安静。,1,1,2,
q005,G4,bfb10d66f821,cleanliness,65d98c7b2c643024_s002,酒店本身干净舒适，设施较新。,1,1,2,
q010,G4,72a9d2fbc96c,service,35cf9447cc61d45e_s002,员工热情且乐于助人。,1,1,2,
q010,G4,72a9d2fbc96c,service,4f7e030a6132d7b7_s005,前台友好欢迎。,1,1,2,
q010,G4,bd1ba974bf11,service,789e445a28355d5c_s009,服务完美，适合搬迁入住。,1,1,2,
q010,G4,bd1ba974bf11,service,877849bcb709f0bd_s002,员工友好且有帮助。,1,1,2,
q015,G4,7669c6fc99e7,room_facilities,60c4e5df8c859e75_s000,房间宽敞舒适，视野极佳。,1,1,2,
q015,G4,7669c6fc99e7,room_facilities,4d41af7e95defdf8_s001,房间设施令人满意，景观优美。,1,1,2,
q015,G4,79c2d98fa1cb,room_facilities,c406dcc729c5503f_s002,房间尺寸合适，设施良好。,1,1,2,
q015,G4,79c2d98fa1cb,room_facilities,64a198c9f6ff9412_s013,床垫舒适，配置专业。,1,1,2,
q020,G4,d30be52b2a2a,quiet_sleep,e2c6fdca4d0b4650_s003,街道噪音但整体住宿愉快。,1,1,2,
q025,G4,9e8bc983cff4,value,63e33c9ade80d177_s000,价格合理，适合大多数目的。,1,1,2,
q025,G4,9e8bc983cff4,value,d3d67f7d7ce5c6a6_s000,价格对 Waikiki 来说不错。,1,1,2,
q030,G4,75334fbbe64c,location_transport,e0eb47498dba499b_s006,位置极佳，步行即可到达主要景点。,1,1,2,
q030,G4,75334fbbe64c,location_transport,d7e5e87b423db055_s000,位于市中心，靠近法国区，交通十分便利。,1,1,2,
q030,G4,445d9279fa58,location_transport,d58c047dc7d8f929_s000,位置良好，步行即可到达景点核心。,1,1,2,
q030,G4,445d9279fa58,location_transport,667beb34e7d7221a_s000,虽在边缘但步行距离很近，交通方便。,1,1,2,
q035,G4,98bd44439ff5,cleanliness,46202b133789e043_s000,客人多次确认酒店非常干净。,1,1,2,
q035,G4,98bd44439ff5,cleanliness,0389b211be86be67_s001,房间整洁，设施看起来不错。,1,1,2,
q035,G4,e0eeae8afde3,cleanliness,4518e9b0cfe37353_s001,房间宽敞且干净，适合度假。,1,1,2,
q035,G4,e0eeae8afde3,cleanliness,ea2ad03fcef8dc40_s000,卫生状况令人满意，床铺舒适。,1,1,2,
q040,G4,4ba7bdc9b246,service,665a5dc6c3e75b46_s011,员工友好且乐于助人。,1,1,2,
q040,G4,4ba7bdc9b246,service,b6c24fcdd7cc698d_s005,工作人员提供很好的建议。,1,1,2,
q040,G4,7213d9173df3,service,627cc84e2e9930bd_s024,所有员工都很友好。,1,1,2,
q040,G4,7213d9173df3,service,0fb2665086639e10_s000,服务很好。,1,1,2,
q045,G4,f6c6d40a783b,room_facilities,9a95226c17686e1d_s001,房间舒适且装修时尚。,1,1,2,
q045,G4,f6c6d40a783b,room_facilities,83b87649ba744010_s008,床铺舒适，空间虽小但风格别致。,1,1,2,
q045,G4,84953c35a9d0,room_facilities,17290e1ebdeaaf6d_s000,房间宽敞现代，设施贴心。,1,1,2,
q045,G4,84953c35a9d0,room_facilities,3eb1d655f0c87913_s000,房间舒适，细节令人满意。,1,1,2,
q050,G4,75fef46b9663,quiet_sleep,ec1e4396484d5f98_s017,空调运行安静，街道噪音不影响睡眠。,1,1,2,
q050,G4,75fef46b9663,quiet_sleep,8c7ad2a04e00d08b_s016,住客反馈街道噪音不是问题。,1,1,2,
q067,G4,bfb10d66f821,room_facilities,0a531ca45f460e59_s003,房间舒适，床铺枕头也很舒服。,1,1,2,
q067,G4,bfb10d66f821,room_facilities,bd1a68f75f458305_s002,房间整体不错，睡眠体验舒适。,1,1,2,
q068,G4,e73773333429,quiet_sleep,9eb6d3fc17f2c35f_s004,房间非常安静舒适。,1,1,2,
q069,G4,79c2d98fa1cb,value,fe0de34f810dcc8e_s010,用户评价称其为芝加哥宝石，令人失望。,1,1,2,
q069,G4,79c2d98fa1cb,value,fe0de34f810dcc8e_s000,用户表示酒店完全没让人失望。,1,1,2,
q070,G4,85a18ed72b1c,location_transport,5fbcaa8bdef41d53_s002,位置市中心，交通到机场和高速都很方便。,1,1,2,
q070,G4,85a18ed72b1c,location_transport,75cd712953cb206b_s001,紧邻高速公路，出行非常便利。,1,1,2,
q070,G4,d30be52b2a2a,location_transport,e2c6fdca4d0b4650_s000,位于主要高速公路旁，去任何地方都很方便。,1,1,2,
q070,G4,d30be52b2a2a,location_transport,240066085a3d19d6_s000,位置优越，离主要景点和高速都很近。,1,1,2,
q071,G4,9e8bc983cff4,cleanliness,84cdefb91e307389_s001,客人明确称赞房间干净、整洁且清新。,1,1,2,
q071,G4,9e8bc983cff4,cleanliness,ccc31f28d0b5e54c_s005,部分客人也确认房间卫生状况良好。,1,1,2,
q072,G4,75334fbbe64c,service,79dbe0d6bb525f9c_s001,员工友好且乐于助人。,1,1,2,
q072,G4,75334fbbe64c,service,65fca6cb3c347694_s003,工作人员非常体贴，让再次入住成为享受。,1,1,2,
q072,G4,445d9279fa58,service,8cdd0fbd32ef289e_s002,员工友好、乐于助人且专业。,1,1,2,
q072,G4,445d9279fa58,service,1f16fe443f9cb1e0_s001,酒店员工乐于助人且友好。,1,1,2,
q073,G4,cabad4abd2ba,room_facilities,6b959bbba64f5dbf_s004,房间舒适且早餐实惠。,1,1,2,
q073,G4,cabad4abd2ba,room_facilities,33296cca18abafdd_s000,房间宽敞且设施便利。,1,0,0,
q074,G4,4ba7bdc9b246,quiet_sleep,1b1fece8ca00ba29_s009,房间安静舒适，适合好眠。,1,1,2,
q074,G4,4ba7bdc9b246,quiet_sleep,5d5c08b0a60f6481_s004,部分房间安静，但靠近海滩可能有噪音。,1,1,2,
q074,G4,62fa571ddd54,quiet_sleep,ee65b5c457d6a3a3_s002,商务后休息安静，交通便捷。,1,1,2,
q075,G4,f6c6d40a783b,value,77aa5c77bbfd37c4_s000,适合商务且价格合理。,1,1,2,
q075,G4,f6c6d40a783b,value,3c97aeaedf483921_s000,部分住客认为性价比一般。,1,1,2,
q075,G4,84953c35a9d0,value,5f624c8ed0ec23c6_s000,住客称赞其极佳的价值。,1,1,2,
q075,G4,84953c35a9d0,value,d12c210f2e93f926_s007,被认为是城市中极具性价比的选择。,1,1,2,
q076,G4,75fef46b9663,location_transport,ec1e4396484d5f98_s020,位置极佳，步行即可到达主要交通干道。,1,1,2,
q076,G4,75fef46b9663,location_transport,c9e7e8769ff06792_s000,市中心位置优越，适合探索城市。,1,1,2,
q076,G4,5ac72eb101c1,location_transport,ab10bfa8445749fa_s000,步行即可到达Seattle Center和市中心。,1,1,2,
q076,G4,5ac72eb101c1,location_transport,06e98a924068cb93_s000,位于Queen Anne区，交通出行便利。,1,1,2,
