query_id,group_id,hotel_id,sentence_id,reason_text,citation_exists,in_current_evidence_pack,support_score,notes
q016,B_peft_4b_grounded,d30be52b2a2a,923ad2587b7f310c_s000,房间空间很大，布局不错。,1,1,2,
q016,B_peft_4b_grounded,d30be52b2a2a,240066085a3d19d6_s005,房间整体状况良好，没有明显瑕疵。,1,1,2,
q017,B_peft_4b_grounded,85a18ed72b1c,9a164e5741f44370_s000,房间装饰漂亮、干净舒适，设施齐全。,1,1,2,
q017,B_peft_4b_grounded,85a18ed72b1c,74253f6620c5c202_s005,房间安静，即使靠近高速公路也能保证睡眠。,1,1,2,
q017,B_peft_4b_grounded,d30be52b2a2a,e2c6fdca4d0b4650_s002,房间空间大，布局舒适。,1,1,2,
q017,B_peft_4b_grounded,d30be52b2a2a,923ad2587b7f310c_s000,房间尺寸很棒。,1,1,2,
q018,B_peft_4b_grounded,d30be52b2a2a,e2c6fdca4d0b4650_s003,街道后方有些噪音，但整体是愉快的住宿。,1,1,2,
q018,B_peft_4b_grounded,d30be52b2a2a,f5b07d7fd5826db0_s008,价格合理。,1,1,2,
q018,B_peft_4b_grounded,85a18ed72b1c,74253f6620c5c202_s005,房间安静，即使酒店位于高速公路旁。,1,1,2,
q023,B_peft_4b_grounded,9e8bc983cff4,06ebb7d7792a3c37_s006,位置靠近购物中心和咖啡馆，步行 20-30 分钟即可到达。,1,1,2,
q023,B_peft_4b_grounded,9e8bc983cff4,51715f1f263e4378_s000,酒店位于 Waikiki 北端，远离中央 Waikiki 的喧嚣。,1,1,1,
q026,B_peft_4b_grounded,75334fbbe64c,bfadf45508eb134c_s000,酒店价格非常合理，性价比很高。,1,1,2,
q026,B_peft_4b_grounded,75334fbbe64c,502c1425410f8f64_s001,对于价格来说，这家酒店比预期好得多。,1,1,2,
q026,B_peft_4b_grounded,445d9279fa58,71affa8502040f0d_s000,在纽奥良住宿很贵，但这里以合理的价格提供了一切。,1,1,2,
q026,B_peft_4b_grounded,445d9279fa58,74fb427c464da0e5_s005,这是法国区纽奥良最好的交易。,1,1,2,
q027,B_peft_4b_grounded,75334fbbe64c,e0eb47498dba499b_s006,位置交通便利，步行即可到达新奥尔良主要景点。,1,1,2,
q027,B_peft_4b_grounded,75334fbbe64c,502c1425410f8f64_s001,性价比高，价格实惠且服务超出预期。,1,1,2,
q027,B_peft_4b_grounded,445d9279fa58,667beb34e7d7221a_s000,位置优越，步行即可到达法国区核心区域。,1,1,2,
q027,B_peft_4b_grounded,445d9279fa58,71affa8502040f0d_s000,在法国区提供合理价格且设施齐全。,1,1,2,
q028,B_peft_4b_grounded,445d9279fa58,32028f96838e6cc4_s013,房间安静，适合好睡眠。,1,1,2,
q028,B_peft_4b_grounded,445d9279fa58,4acc930bd656557d_s002,卫生干净。,1,1,2,
q028,B_peft_4b_grounded,75334fbbe64c,f398f50221cad6cd_s000,房间安静舒适。,1,1,2,
q028,B_peft_4b_grounded,75334fbbe64c,12a3c2274eafafa4_s001,卫生干净。,1,1,2,
q031,B_peft_4b_grounded,e0eeae8afde3,260ed33340e4cf63_s005,酒店位置极佳，步行可达多家餐厅并方便乘坐公交前往奥兰多各地。,1,1,2,
q031,B_peft_4b_grounded,e0eeae8afde3,c853e1650f949d22_s029,从该位置步行可达众多餐厅，且可乘坐公交前往奥兰多任何地方。,1,1,2,
q031,B_peft_4b_grounded,98bd44439ff5,0389b211be86be67_s000,酒店位置便利，靠近奥兰多桑福德国际机场，交通十分方便。,1,1,2,
q031,B_peft_4b_grounded,98bd44439ff5,d84997daa278ff03_s000,酒店位置优越，方便前往奥兰多各个区域。,1,1,2,
q032,B_peft_4b_grounded,98bd44439ff5,46202b133789e043_s000,房间干净卫生。,1,1,2,
q032,B_peft_4b_grounded,98bd44439ff5,d84997daa278ff03_s000,位置便利，交通方便。,1,1,2,
q032,B_peft_4b_grounded,e0eeae8afde3,ea2ad03fcef8dc40_s000,房间干净舒适。,1,1,2,
q032,B_peft_4b_grounded,e0eeae8afde3,260ed33340e4cf63_s005,位置极佳，交通便利。,1,1,2,
q036,B_peft_4b_grounded,4ba7bdc9b246,be90326d3c9cf0f5_s004,房间干净舒适。,1,1,2,
q036,B_peft_4b_grounded,4ba7bdc9b246,daff2592f3c3b6f3_s003,房间和酒店都很干净。,1,1,2,
q036,B_peft_4b_grounded,7213d9173df3,e8ac16238c6cb44a_s000,房间干净。,1,1,2,
q036,B_peft_4b_grounded,7213d9173df3,627cc84e2e9930bd_s010,房间和酒店都很干净。,1,1,2,
q037,B_peft_4b_grounded,4ba7bdc9b246,be90326d3c9cf0f5_s004,房间干净舒适。,1,1,2,
q037,B_peft_4b_grounded,4ba7bdc9b246,7689e874d3a835fd_s000,员工友好且乐于助人。,1,1,2,
q037,B_peft_4b_grounded,7213d9173df3,e8ac16238c6cb44a_s000,房间干净整洁。,1,1,2,
q037,B_peft_4b_grounded,7213d9173df3,627cc84e2e9930bd_s024,员工非常友好且乐于助人。,1,1,2,
q038,B_peft_4b_grounded,62fa571ddd54,a8bd10563da4a4ba_s004,房间安静，交通噪音不是问题。,1,1,1,
q038,B_peft_4b_grounded,62fa571ddd54,7ae65bffdd44f228_s017,房间空间虽小但足够，且每日清洁。,1,1,2,
q038,B_peft_4b_grounded,4ba7bdc9b246,1b1fece8ca00ba29_s009,房间非常安静舒适。,1,1,2,
q038,B_peft_4b_grounded,4ba7bdc9b246,5d5c08b0a60f6481_s004,房间设施方面暂无明确负面证据。,1,1,1,
q041,B_peft_4b_grounded,f6c6d40a783b,c1f6b51094ab59be_s001,员工非常友好且乐于助人。,1,1,2,
q041,B_peft_4b_grounded,f6c6d40a783b,70ada2e11e49e689_s003,礼宾部服务很周到。,1,1,2,
q041,B_peft_4b_grounded,ad12fec3ad85,a3510910ff868c47_s001,服务非常好。,1,1,2,
q041,B_peft_4b_grounded,ad12fec3ad85,a3510910ff868c47_s002,员工非常亲切友好。,1,1,2,
q042,B_peft_4b_grounded,f6c6d40a783b,9a95226c17686e1d_s001,房间舒适且装修时尚。,1,1,2,
q042,B_peft_4b_grounded,f6c6d40a783b,c1f6b51094ab59be_s001,员工友好且乐于助人。,1,1,2,
q042,B_peft_4b_grounded,84953c35a9d0,17290e1ebdeaaf6d_s000,房间宽敞、现代且设施贴心。,1,1,2,
q042,B_peft_4b_grounded,84953c35a9d0,bad29eb8b187257d_s002,员工友好且入住流程顺畅。,1,1,2,
q046,B_peft_4b_grounded,75fef46b9663,c9e7e8769ff06792_s002,房间宽敞舒适，床铺舒适。,1,1,2,
q046,B_peft_4b_grounded,75fef46b9663,70104a60ccc20263_s002,房间空间大，睡眠舒适。,1,1,2,
q046,B_peft_4b_grounded,5ac72eb101c1,773410cb8381abf1_s029,房间宽敞舒适，睡眠体验好。,1,1,2,
q046,B_peft_4b_grounded,5ac72eb101c1,c1fc69092404fcd5_s004,床铺舒适，包括可转换沙发床。,1,1,2,
q047,B_peft_4b_grounded,75fef46b9663,ec1e4396484d5f98_s017,空调运行安静，街道噪音也不成问题。,1,1,2,
q047,B_peft_4b_grounded,75fef46b9663,c9e7e8769ff06792_s002,房间舒适宽敞，床铺也很舒服。,1,1,2,
q048,B_peft_4b_grounded,75fef46b9663,ec1e4396484d5f98_s017,空调不吵且街道安静。,1,1,2,
q048,B_peft_4b_grounded,75fef46b9663,b28ce0d152c11807_s006,整体性价比不错。,1,1,2,
q048,B_peft_4b_grounded,5ac72eb101c1,3d6107babb5d5335_s006,位置便利且价格低廉。,1,1,2,
q077,B_peft_4b_grounded,bfb10d66f821,68d99b391b76ab76_s000,位置交通非常便利，靠近本田中心、天使球场及餐厅。,1,1,2,
q077,B_peft_4b_grounded,bfb10d66f821,a50fcbdf6353e969_s010,通过移动房间到安静区域，睡眠体验非常安静。,1,1,2,
q078,B_peft_4b_grounded,72a9d2fbc96c,e22a5ff4dbceef13_s002,房间非常干净舒适。,1,1,2,
q078,B_peft_4b_grounded,72a9d2fbc96c,4f7e030a6132d7b7_s003,床铺舒适，家具也舒适。,1,1,2,
q078,B_peft_4b_grounded,bd1ba974bf11,a9b0347bca5861dc_s001,房间非常干净舒适。,1,1,2,
q078,B_peft_4b_grounded,bd1ba974bf11,588d98086599b735_s005,房间宽敞，配有厨房设施。,1,1,2,
q079,B_peft_4b_grounded,79c2d98fa1cb,223f4a0acd7fe692_s003,位置交通便利，可充分利用市中心设施。,1,1,2,
q079,B_peft_4b_grounded,79c2d98fa1cb,58dc0b366217a240_s014,入住流程顺畅，服务友好。,1,1,2,
q079,B_peft_4b_grounded,7669c6fc99e7,26297e902507438d_s000,位置极佳，步行可达千禧公园。,1,1,2,
q079,B_peft_4b_grounded,7669c6fc99e7,70f5d5d92e74cd50_s002,前台员工友好且乐于助人。,1,1,2,
q080,B_peft_4b_grounded,85a18ed72b1c,9a164e5741f44370_s000,房间装饰漂亮且干净，设施齐全。,1,1,2,
q080,B_peft_4b_grounded,85a18ed72b1c,39e05ab75911b052_s001,房间干净舒适，服务友好。,1,1,2,
q080,B_peft_4b_grounded,d30be52b2a2a,923ad2587b7f310c_s000,房间空间大，布局舒适。,1,1,2,
q080,B_peft_4b_grounded,d30be52b2a2a,f5b07d7fd5826db0_s008,价格合理，整体是不错的过夜选择。,1,1,2,
q081,B_peft_4b_grounded,9e8bc983cff4,06ebb7d7792a3c37_s006,位置靠近购物中心和交通设施，步行可达。,1,1,2,
q081,B_peft_4b_grounded,9e8bc983cff4,62e880c744314ebb_s000,员工友好且乐于助人。,1,1,2,
q082,B_peft_4b_grounded,75334fbbe64c,bfadf45508eb134c_s000,性价比高，房间设施舒适。,1,1,2,
q082,B_peft_4b_grounded,75334fbbe64c,40aafea769bc74aa_s001,卫生干净，房间设施舒适。,1,1,2,
q082,B_peft_4b_grounded,445d9279fa58,71affa8502040f0d_s000,性价比高，房间设施舒适。,1,1,2,
q082,B_peft_4b_grounded,445d9279fa58,fa645e7f09435edd_s002,卫生干净，房间设施舒适。,1,1,2,
q083,B_peft_4b_grounded,98bd44439ff5,d84997daa278ff03_s000,位置交通便利，靠近机场且方便前往奥兰多各区域。,1,1,2,
q083,B_peft_4b_grounded,98bd44439ff5,89f59606eb0a8ad7_s004,员工友好且乐于助人。,1,1,2,
q083,B_peft_4b_grounded,e0eeae8afde3,260ed33340e4cf63_s005,位置极佳，步行可达多家餐厅并可乘坐巴士前往奥兰多各地。,1,1,2,
q083,B_peft_4b_grounded,e0eeae8afde3,ee8c97b808df0c8c_s000,员工非常友好且乐于助人。,1,1,2,
q084,B_peft_4b_grounded,4ba7bdc9b246,be90326d3c9cf0f5_s004,房间干净舒适。,1,1,2,
q084,B_peft_4b_grounded,4ba7bdc9b246,03ec3e9e439a160b_s000,价格反映了应有的品质。,1,1,2,
q084,B_peft_4b_grounded,7213d9173df3,e8ac16238c6cb44a_s000,房间干净。,1,1,2,
q084,B_peft_4b_grounded,7213d9173df3,29d2bdcea458aad1_s001,性价比极高。,1,1,2,
q085,B_peft_4b_grounded,f6c6d40a783b,c1f6b51094ab59be_s001,员工友好且乐于助人。,1,1,2,
q085,B_peft_4b_grounded,f6c6d40a783b,7ac0ebdb1468018c_s000,位于市中心，位置极佳。,1,1,2,
q085,B_peft_4b_grounded,84953c35a9d0,bad29eb8b187257d_s002,员工友好且乐于助人。,1,1,2,
q085,B_peft_4b_grounded,84953c35a9d0,9e3aa7bac47671b2_s001,位置便利，适合步行探索旧金山。,1,1,2,
q086,B_peft_4b_grounded,75fef46b9663,e4ef84bc184f5625_s003,房间干净舒适，无陈旧霉味。,1,1,2,
q086,B_peft_4b_grounded,75fef46b9663,b28ce0d152c11807_s006,性价比高，值得再次入住。,1,1,2,
q086,B_peft_4b_grounded,5ac72eb101c1,06e98a924068cb93_s003,房间干净，床铺舒适。,1,1,2,
q086,B_peft_4b_grounded,5ac72eb101c1,3d6107babb5d5335_s006,位置便利且价格低廉。,1,1,2,
