query_id,group_id,hotel_id,aspect,sentence_id,reason_text,citation_exists,in_current_evidence_pack,support_score,notes
q022,G3,9e8bc983cff4,quiet_sleep,ab99caf32a7c1e4b_s001,房间舒适安静，适合休息。,1,1,1,
q022,G3,9e8bc983cff4,value,fb2dd30b49aae0d0_s000,住宿性价比高。,1,1,2,
q027,G3,75334fbbe64c,location_transport,fe40f20851ce5cdf_s000,位置极佳，员工友好。,1,1,2,
q027,G3,75334fbbe64c,value,bfadf45508eb134c_s000,物超所值，设施漂亮。,1,1,2,
q027,G3,445d9279fa58,location_transport,d58c047dc7d8f929_s000,位置不错，融入当地。,1,1,2,
q027,G3,445d9279fa58,value,32bc8a80bde7a0cb_s000,整体舒适，值得入住。,1,1,1,
q032,G3,98bd44439ff5,cleanliness,9e2285b5c0fc45b5_s000,房间整洁干净，卫生状况良好。,1,1,2,
q032,G3,98bd44439ff5,location_transport,678cdefb30f1f0cc_s004,位置便利，交通出行方便。,1,1,2,
q032,G3,e0eeae8afde3,cleanliness,ca942f3ccecbf42a_s007,房间宽敞干净，卫生舒适。,1,1,2,
q032,G3,e0eeae8afde3,location_transport,a5c2f145aa7bec68_s006,位置极佳，景点交通方便。,1,1,2,
q037,G3,4ba7bdc9b246,cleanliness,be90326d3c9cf0f5_s004,房间干净舒适。,1,1,2,
q037,G3,4ba7bdc9b246,service,665a5dc6c3e75b46_s011,维护人员礼貌且响应迅速。,1,1,2,
q037,G3,7213d9173df3,cleanliness,fe9b19e62e42c0d8_s007,房间干净舒适。,1,1,2,
q037,G3,7213d9173df3,service,627cc84e2e9930bd_s024,员工非常友好且乐于助人。,1,1,2,
q042,G3,f6c6d40a783b,room_facilities,3a43662a5a226428_s000,房间舒适。,1,1,1,
q042,G3,f6c6d40a783b,service,6120714af161e9a5_s006,服务友好。,1,1,1,
q042,G3,ad12fec3ad85,room_facilities,881d7c3b47d0ceaf_s001,房间舒适。,1,1,2,
q042,G3,ad12fec3ad85,service,3abf841092d7fb3f_s002,服务周到。,1,1,2,
q047,G3,75fef46b9663,room_facilities,70104a60ccc20263_s002,房间舒适，床铺也很舒服。,1,1,2,
q047,G3,75fef46b9663,quiet_sleep,2b6adb981b20c299_s000,整体体验极佳，值得推荐。,1,1,1,
q047,G3,5ac72eb101c1,room_facilities,773410cb8381abf1_s029,房间宽敞舒适，床铺也很舒服。,1,1,2,
q047,G3,5ac72eb101c1,quiet_sleep,7cca396160465bfe_s000,设施齐全，适合休息。,1,1,1,
q003,G3,bfb10d66f821,quiet_sleep,748a79568a9e9fa0_s002,房间安静舒适，适合好睡眠。,1,1,1,
q003,G3,bfb10d66f821,service,77d425dd3d48b096_s000,整体评价很好，服务令人满意。,1,1,1,
q008,G3,e73773333429,quiet_sleep,9eb6d3fc17f2c35f_s004,房间安静舒适，睡眠质量好。,1,1,2,
q008,G3,e73773333429,room_facilities,aeecdc107fc6ff26_s001,房间虽旧但干净，无卫生问题。,1,1,1,
q018,G3,d30be52b2a2a,quiet_sleep,e2c6fdca4d0b4650_s001,房间舒适干净，适合安静睡眠。,1,1,1,
q018,G3,d30be52b2a2a,value,f5b07d7fd5826db0_s007,整体是过夜住宿的好选择。,1,1,2,
q018,G3,85a18ed72b1c,quiet_sleep,39e05ab75911b052_s001,房间舒适安静，服务友好。,1,1,1,
q018,G3,85a18ed72b1c,value,a27865b6160ea10b_s002,酒店本身设施不错。,1,1,1,
q023,G3,9e8bc983cff4,location_transport,c0bdd786edc92cec_s001,位置极佳，处于度假村边缘。,1,1,2,
q023,G3,9e8bc983cff4,quiet_sleep,ab99caf32a7c1e4b_s001,房间舒适，满足基本需求。,1,1,1,
q028,G3,445d9279fa58,quiet_sleep,d93bd32c4597bdce_s004,房间舒适安静，适合好睡眠。,1,1,1,
q028,G3,445d9279fa58,cleanliness,4acc930bd656557d_s002,酒店非常干净舒适。,1,1,2,
q028,G3,75334fbbe64c,quiet_sleep,37724c3ad7c6137e_s004,房间安静，床垫枕头舒适。,1,1,2,
q028,G3,75334fbbe64c,cleanliness,fe40f20851ce5cdf_s004,酒店干净且维护良好。,1,1,1,
q033,G3,cabad4abd2ba,quiet_sleep,6b959bbba64f5dbf_s004,床铺舒适，适合好眠。,1,1,1,
q033,G3,cabad4abd2ba,service,8962e6d5ecc44443_s000,员工知识丰富且乐于助人。,1,1,1,
q033,G3,98bd44439ff5,quiet_sleep,f538579c744b77d8_s002,枕头舒适，睡眠体验佳。,1,1,1,
q033,G3,98bd44439ff5,service,9e2285b5c0fc45b5_s000,酒店干净，值得推荐。,1,1,1,
q038,G3,62fa571ddd54,quiet_sleep,9f75b3bab41316aa_s003,房间安静舒适，适合好睡眠。,1,1,1,
q038,G3,62fa571ddd54,room_facilities,e931413d780c01dd_s013,房间干净宽敞，设施更新。,1,1,1,
q043,G3,ad12fec3ad85,quiet_sleep,881d7c3b47d0ceaf_s001,房间舒适安静，适合休息。,1,1,1,
q043,G3,ad12fec3ad85,quiet_sleep,a3510910ff868c47_s001,房间舒适，睡眠体验好。,1,1,1,
q048,G3,75fef46b9663,quiet_sleep,2b6adb981b20c299_s000,住客称赞酒店体验极佳。,1,1,1,
q048,G3,75fef46b9663,value,c9e7e8769ff06792_s000,酒店位置与价格都很优秀。,1,1,1,
q048,G3,5ac72eb101c1,quiet_sleep,7cca396160465bfe_s000,酒店满足住客核心需求。,1,1,1,
q048,G3,5ac72eb101c1,value,d3b2a0d117a5cdc5_s006,步行或交通方便，性价比高。,1,1,1,
q077,G3,bfb10d66f821,location_transport,68d99b391b76ab76_s000,交通位置极佳，靠近多个景点和设施。,1,1,2,
q077,G3,bfb10d66f821,quiet_sleep,748a79568a9e9fa0_s002,房间安静舒适，睡眠体验良好。,1,1,1,
q078,G3,72a9d2fbc96c,cleanliness,e22a5ff4dbceef13_s002,房间非常干净舒适。,1,1,2,
q078,G3,72a9d2fbc96c,value,0aa97a513f7994d5_s004,位置极佳，适合商务需求。,1,1,1,
q078,G3,bd1ba974bf11,cleanliness,588d98086599b735_s005,房间宽敞且设施不错。,1,1,1,
q078,G3,bd1ba974bf11,value,9d6d605e78b93362_s006,位置优越且价格实惠。,1,1,1,
q079,G3,79c2d98fa1cb,service,fe0de34f810dcc8e_s010,员工欢迎且酒店是芝加哥宝石。,1,1,1,
q079,G3,79c2d98fa1cb,location_transport,fb794268629cf31a_s000,可轻松通过出租车或公共交通到达。,1,1,2,
q079,G3,7669c6fc99e7,service,26297e902507438d_s002,员工乐于助人并提供推荐。,1,1,2,
q079,G3,7669c6fc99e7,location_transport,70f5d5d92e74cd50_s001,位置完美，适合探索。,1,1,2,
q080,G3,85a18ed72b1c,cleanliness,359df474d75da2a1_s008,房间干净且用户友好。,1,1,2,
q080,G3,85a18ed72b1c,room_facilities,359df474d75da2a1_s010,房间设施充足。,1,1,2,
q080,G3,d30be52b2a2a,cleanliness,e2c6fdca4d0b4650_s001,房间舒适且干净。,1,1,2,
q080,G3,d30be52b2a2a,value,f5b07d7fd5826db0_s008,价格合理。,1,1,2,
q081,G3,9e8bc983cff4,location_transport,a6a173d6f7ef1acd_s000,位置极佳，交通便利。,1,1,2,
q081,G3,9e8bc983cff4,service,62e880c744314ebb_s000,员工友好且乐于助人。,1,1,2,
q082,G3,75334fbbe64c,cleanliness,40aafea769bc74aa_s001,房间干净舒适。,1,1,2,
q082,G3,75334fbbe64c,value,bfadf45508eb134c_s000,物超所值。,1,1,2,
q082,G3,445d9279fa58,cleanliness,7b4f267a2557c0f2_s001,房间清洁安静。,1,1,2,
q082,G3,445d9279fa58,room_facilities,d5bb7f1508902e1e_s005,设施舒适。,1,1,1,
q083,G3,98bd44439ff5,location_transport,678cdefb30f1f0cc_s004,位置交通非常便利。,1,1,2,
q083,G3,98bd44439ff5,service,89f59606eb0a8ad7_s004,员工友好且乐于助人。,1,1,2,
q083,G3,e0eeae8afde3,location_transport,260ed33340e4cf63_s005,位置极佳，景点易达。,1,1,2,
q083,G3,e0eeae8afde3,service,ee8c97b808df0c8c_s000,员工非常友好热情。,1,1,2,
q084,G3,4ba7bdc9b246,cleanliness,be90326d3c9cf0f5_s004,房间干净舒适。,1,1,2,
q084,G3,4ba7bdc9b246,value,7689e874d3a835fd_s011,位置极佳。,1,1,1,
q084,G3,7213d9173df3,cleanliness,fe9b19e62e42c0d8_s007,房间干净舒适。,1,1,2,
q084,G3,7213d9173df3,value,29d2bdcea458aad1_s001,物超所值。,1,1,2,
q085,G3,f6c6d40a783b,location_transport,bfd43dfe5e3a9036_s002,位置极佳，适合往返旧金山。,1,1,2,
q085,G3,f6c6d40a783b,quiet_sleep,6db121699823d53e_s004,房间安静，睡眠舒适。,1,1,1,
q085,G3,84953c35a9d0,location_transport,aeca6e1018a8b969_s001,交通便利，靠近联合广场。,1,1,2,
q085,G3,84953c35a9d0,quiet_sleep,42137a86bbe6e437_s004,睡眠安静，几乎无噪音。,1,1,1,
q086,G3,75fef46b9663,cleanliness,70104a60ccc20263_s002,房间舒适且整体体验极佳。,1,1,1,
q086,G3,75fef46b9663,value,c9e7e8769ff06792_s000,位置优越且价格合理。,1,1,1,
q086,G3,5ac72eb101c1,cleanliness,06e98a924068cb93_s003,房间宽敞干净且床铺舒适。,1,1,2,
q086,G3,5ac72eb101c1,room_facilities,773410cb8381abf1_s029,房间空间大且设施舒适。,1,1,2,
q004,G3,bfb10d66f821,location_transport,68d99b391b76ab76_s000,交通位置极佳，靠近多个景点和设施。,1,1,2,
q009,G3,72a9d2fbc96c,cleanliness,e22a5ff4dbceef13_s002,房间非常干净舒适。,1,1,2,
q009,G3,72a9d2fbc96c,cleanliness,4f7e030a6132d7b7_s000,整体卫生状况很好。,1,1,2,
q014,G3,7669c6fc99e7,service,26297e902507438d_s002,员工乐于助人并提供推荐。,1,1,2,
q014,G3,7669c6fc99e7,service,26297e902507438d_s001,房间和早餐服务都很棒。,1,1,2,
q019,G3,85a18ed72b1c,room_facilities,a3078932f59ed732_s003,房间设施充足且舒适。,1,1,1,
q019,G3,85a18ed72b1c,room_facilities,e2c6fdca4d0b4650_s001,房间布局舒适干净。,1,0,0,
q024,G3,9e8bc983cff4,quiet_sleep,ab99caf32a7c1e4b_s001,房间舒适，适合休息。,1,1,1,
q024,G3,9e8bc983cff4,quiet_sleep,39a1f885561db72a_s001,住宿整体令人满意。,1,1,1,
q029,G3,75334fbbe64c,value,bfadf45508eb134c_s000,住客认为该酒店价格非常合适。,1,1,2,
q029,G3,75334fbbe64c,value,d0c00f44b595d9b9_s003,住客表示这是访问新奥尔良时首选的酒店。,1,1,1,
q029,G3,445d9279fa58,value,32bc8a80bde7a0cb_s000,住客评价这是一家不错的酒店。,1,1,1,
q029,G3,445d9279fa58,value,d58c047dc7d8f929_s000,住客认为酒店位置很好。,1,1,1,
q034,G3,e0eeae8afde3,location_transport,260ed33340e4cf63_s005,位置极佳，公园交通方便。,1,1,2,
q034,G3,e0eeae8afde3,location_transport,260ed33340e4cf63_s007,景点交通非常便利。,1,1,2,
q034,G3,98bd44439ff5,location_transport,678cdefb30f1f0cc_s004,位置交通十分便利。,1,1,2,
q034,G3,98bd44439ff5,location_transport,53933b6bd4c89715_s000,适合度假或商务，位置良好。,1,1,2,
q039,G3,4ba7bdc9b246,cleanliness,be90326d3c9cf0f5_s004,房间干净舒适。,1,1,2,
q039,G3,4ba7bdc9b246,cleanliness,89361c22dccb7e08_s001,房间宽敞且整洁。,1,1,2,
q039,G3,7213d9173df3,cleanliness,fe9b19e62e42c0d8_s007,房间干净舒适。,1,1,2,
q039,G3,7213d9173df3,cleanliness,627cc84e2e9930bd_s010,酒店与房间都很干净。,1,1,2,
q044,G3,f6c6d40a783b,service,bad29eb8b187257d_s002,员工友好且乐于助人。,1,0,0,
q044,G3,f6c6d40a783b,service,3a43662a5a226428_s000,房间舒适，体验极佳。,1,1,1,
q049,G3,75fef46b9663,room_facilities,70104a60ccc20263_s002,房间舒适，床铺也很舒服。,1,1,2,
q049,G3,75fef46b9663,room_facilities,2b6adb981b20c299_s000,整体是Seattle最好的住宿体验。,1,1,1,
q049,G3,5ac72eb101c1,room_facilities,773410cb8381abf1_s029,房间宽敞舒适，床铺舒适。,1,1,2,
q049,G3,5ac72eb101c1,room_facilities,06e98a924068cb93_s003,房间干净，床铺舒适。,1,1,1,
q005,G3,bfb10d66f821,cleanliness,863cfddad0477974_s007,房间宽敞且干净舒适。,1,1,2,
q005,G3,bfb10d66f821,cleanliness,981e7e67c0f0b02c_s002,酒店整体清洁舒适。,1,1,2,
q010,G3,72a9d2fbc96c,service,a41988dc4f9a96ef_s000,位置极佳，适合出行。,1,1,1,
q010,G3,72a9d2fbc96c,service,4f7e030a6132d7b7_s000,卫生干净，体验良好。,1,1,1,
q010,G3,bd1ba974bf11,service,877849bcb709f0bd_s002,员工友好且乐于助人。,1,1,2,
q010,G3,bd1ba974bf11,service,540633ecaaddf7cb_s003,位置优越，房间舒适。,1,1,1,
q015,G3,7669c6fc99e7,room_facilities,26297e902507438d_s001,房间服务与设施评价良好。,1,1,1,
q015,G3,7669c6fc99e7,room_facilities,60c4e5df8c859e75_s001,房间舒适但空间适中。,1,1,2,
q015,G3,79c2d98fa1cb,room_facilities,c406dcc729c5503f_s002,房间尺寸与卫生状况优秀。,1,1,2,
q015,G3,79c2d98fa1cb,room_facilities,57aabee8f813a19b_s000,整体干净且设施不错。,1,1,1,
q020,G3,85a18ed72b1c,quiet_sleep,39e05ab75911b052_s001,房间安静舒适，睡眠良好。,1,1,1,
q020,G3,85a18ed72b1c,quiet_sleep,a3078932f59ed732_s003,床铺舒适，环境安静。,1,1,1,
q025,G3,9e8bc983cff4,value,fb2dd30b49aae0d0_s000,住宿性价比高。,1,1,2,
q025,G3,9e8bc983cff4,location_transport,c0bdd786edc92cec_s001,位置极佳。,1,1,2,
q030,G3,75334fbbe64c,location_transport,fe40f20851ce5cdf_s000,位置极佳，适合出行。,1,1,2,
q030,G3,75334fbbe64c,location_transport,ddfe01ae6b76cea1_s000,地段优越，服务友好。,1,1,2,
q030,G3,445d9279fa58,location_transport,d58c047dc7d8f929_s000,位置良好，入住舒适。,1,1,2,
q035,G3,98bd44439ff5,cleanliness,9e2285b5c0fc45b5_s000,房间整洁干净。,1,1,2,
q035,G3,98bd44439ff5,cleanliness,0389b211be86be67_s001,整体环境非常干净。,1,1,2,
q035,G3,e0eeae8afde3,cleanliness,ca942f3ccecbf42a_s007,房间宽敞且干净。,1,1,2,
q040,G3,4ba7bdc9b246,service,665a5dc6c3e75b46_s011,员工礼貌且响应迅速。,1,1,2,
q040,G3,4ba7bdc9b246,location_transport,4b08c4d5664e4f9f_s000,位置极佳，适合步行前往景点。,1,1,2,
q040,G3,7213d9173df3,service,627cc84e2e9930bd_s024,员工非常友好且乐于助人。,1,1,2,
q040,G3,7213d9173df3,service,59cfe00eb1d98e13_s000,整体服务表现优秀。,1,1,1,
q045,G3,f6c6d40a783b,room_facilities,3a43662a5a226428_s000,房间舒适。,1,1,1,
q045,G3,f6c6d40a783b,room_facilities,17290e1ebdeaaf6d_s000,房间宽敞现代。,1,0,0,
q050,G3,75fef46b9663,quiet_sleep,2b6adb981b20c299_s000,客人称赞酒店体验极佳。,1,1,1,
q050,G3,75fef46b9663,quiet_sleep,8c7ad2a04e00d08b_s014,客人表示酒店非常可爱。,1,1,1,
q050,G3,5ac72eb101c1,quiet_sleep,7cca396160465bfe_s000,客人认为酒店满足需求。,1,1,1,
q050,G3,5ac72eb101c1,quiet_sleep,6b37d1f2b85f4422_s000,客人评价酒店非常适合休息。,1,1,1,
q067,G3,bfb10d66f821,room_facilities,0a531ca45f460e59_s003,房间舒适。,1,1,2,
q068,G3,e73773333429,quiet_sleep,0609af2346dfd6cc_s003,房间舒适且睡眠安静。,1,1,1,
q068,G3,e73773333429,quiet_sleep,9eb6d3fc17f2c35f_s004,环境非常安静舒适。,1,1,2,
q068,G3,72a9d2fbc96c,quiet_sleep,4f7e030a6132d7b7_s003,床铺舒适家具优良。,1,1,1,
q068,G3,72a9d2fbc96c,quiet_sleep,4f7e030a6132d7b7_s000,酒店整体干净舒适。,1,1,1,
q069,G3,79c2d98fa1cb,value,fe0de34f810dcc8e_s010,住客称其为芝加哥宝石，体验极佳。,1,1,2,
q069,G3,79c2d98fa1cb,value,58dc0b366217a240_s014,设施舒适且入住流程顺畅。,1,1,1,
q070,G3,85a18ed72b1c,location_transport,5fbcaa8bdef41d53_s002,位置市中心，交通方便。,1,1,2,
q070,G3,85a18ed72b1c,location_transport,1ba6f1bee9ad83ab_s007,靠近高速公路，出行便利。,1,1,2,
q070,G3,d30be52b2a2a,location_transport,e2c6fdca4d0b4650_s000,紧邻主要高速公路，去哪都方便。,1,1,2,
q070,G3,d30be52b2a2a,location_transport,240066085a3d19d6_s000,位置优越，距景点仅几分钟。,1,1,2,
q071,G3,9e8bc983cff4,cleanliness,84cdefb91e307389_s001,房间干净、整洁且新鲜。,1,1,2,
q071,G3,9e8bc983cff4,cleanliness,c0bdd786edc92cec_s001,房间干净，维护良好。,1,1,1,
q072,G3,75334fbbe64c,service,79dbe0d6bb525f9c_s001,员工友好且乐于助人。,1,1,2,
q072,G3,75334fbbe64c,service,ddfe01ae6b76cea1_s000,工作人员 helpful 且 friendly。,1,1,1,
q072,G3,445d9279fa58,service,1f16fe443f9cb1e0_s001,员工 helpful 且 friendly。,1,1,2,
q072,G3,445d9279fa58,service,8cdd0fbd32ef289e_s002,员工 friendly、helpful 且 professional。,1,1,2,
q073,G3,98bd44439ff5,room_facilities,33296cca18abafdd_s000,房间宽敞舒适。,1,1,2,
q073,G3,98bd44439ff5,room_facilities,53933b6bd4c89715_s001,房间非常舒适。,1,1,2,
q074,G3,4ba7bdc9b246,quiet_sleep,1b1fece8ca00ba29_s009,房间非常安静，适合好睡眠。,1,1,2,
q074,G3,4ba7bdc9b246,quiet_sleep,5d5c08b0a60f6481_s004,房间安静舒适，睡眠体验佳。,1,1,2,
q075,G3,84953c35a9d0,value,cacc2fc94a058fc2_s008,用户明确称赞其性价比极佳。,1,1,2,
q075,G3,84953c35a9d0,value,5f624c8ed0ec23c6_s000,住客反馈住宿价值与费用非常匹配。,1,1,2,
q076,G3,75fef46b9663,location_transport,c9e7e8769ff06792_s000,位置极佳，性价比高。,1,1,2,
q076,G3,75fef46b9663,location_transport,2b6adb981b20c299_s000,位于绝佳位置，体验完美。,1,1,1,
q076,G3,5ac72eb101c1,location_transport,d3b2a0d117a5cdc5_s006,步行或交通便捷，物超所值。,1,1,2,
q076,G3,5ac72eb101c1,location_transport,6b37d1f2b85f4422_s000,满足商务或度假所需。,1,1,1,
