query_id,group_id,hotel_id,aspect,sentence_id,reason_text,citation_exists,in_current_evidence_pack,support_score,notes
q027,B_peft_4b_grounded,75334fbbe64c,location_transport,e0eb47498dba499b_s006,位置交通便利，步行即可到达新奥尔良主要景点。,1,1,2,
q027,B_peft_4b_grounded,75334fbbe64c,value,502c1425410f8f64_s001,性价比高，设施和服务超出预期。,1,1,2,
q027,B_peft_4b_grounded,445d9279fa58,location_transport,667beb34e7d7221a_s000,位置优越，步行即可到达法国区核心区域。,1,1,2,
q027,B_peft_4b_grounded,445d9279fa58,value,71affa8502040f0d_s000,在法国区提供合理价格且设施完善。,1,1,2,
q028,B_peft_4b_grounded,445d9279fa58,quiet_sleep,32028f96838e6cc4_s013,房间安静，适合好眠。,1,1,2,
q028,B_peft_4b_grounded,445d9279fa58,cleanliness,4acc930bd656557d_s002,酒店干净舒适。,1,1,2,
q028,B_peft_4b_grounded,75334fbbe64c,quiet_sleep,f398f50221cad6cd_s000,房间安静舒适。,1,1,2,
q028,B_peft_4b_grounded,75334fbbe64c,cleanliness,40aafea769bc74aa_s001,房间干净温馨。,1,1,2,
q031,B_peft_4b_grounded,e0eeae8afde3,location_transport,260ed33340e4cf63_s005,酒店位置极佳，步行可达多家餐厅并方便乘坐公交前往奥兰多各地。,1,1,2,
q031,B_peft_4b_grounded,e0eeae8afde3,location_transport,c853e1650f949d22_s029,从该位置步行可达众多餐厅，且可乘坐公交前往奥兰多任何地方。,1,1,2,
q031,B_peft_4b_grounded,98bd44439ff5,location_transport,0389b211be86be67_s000,酒店位置便利，靠近奥兰多桑福德国际机场，交通十分方便。,1,1,2,
q031,B_peft_4b_grounded,98bd44439ff5,location_transport,53933b6bd4c89715_s000,酒店位置优越，方便前往奥兰多各个区域。,1,1,2,
q032,B_peft_4b_grounded,98bd44439ff5,cleanliness,46202b133789e043_s000,酒店非常干净。,1,1,2,
q032,B_peft_4b_grounded,98bd44439ff5,location_transport,0389b211be86be67_s000,位置便利，靠近机场且交通方便。,1,1,2,
q032,B_peft_4b_grounded,e0eeae8afde3,cleanliness,4518e9b0cfe37353_s001,房间宽敞且干净。,1,1,2,
q032,B_peft_4b_grounded,e0eeae8afde3,location_transport,260ed33340e4cf63_s005,位置极佳，步行可达多家餐厅且交通便利。,1,1,2,
q033,B_peft_4b_grounded,e0eeae8afde3,quiet_sleep,15d7d933dfb39322_s004,虽然位置在主干道旁，但住客反馈休息质量很好，能睡整觉。,1,1,2,
q033,B_peft_4b_grounded,e0eeae8afde3,service,260ed33340e4cf63_s016,员工友好亲切，服务态度不错。,1,1,2,
q033,B_peft_4b_grounded,98bd44439ff5,quiet_sleep,50445e282a418b99_s000,尽管靠近高速公路，但房间隔音和安静程度都符合预期。,1,1,2,
q033,B_peft_4b_grounded,98bd44439ff5,service,e019efb40e84112a_s003,酒店愿意为客人解决问题，态度诚恳。,1,1,2,
q036,B_peft_4b_grounded,4ba7bdc9b246,cleanliness,be90326d3c9cf0f5_s004,房间干净舒适。,1,1,2,
q036,B_peft_4b_grounded,4ba7bdc9b246,cleanliness,daff2592f3c3b6f3_s003,房间和酒店都很干净。,1,1,2,
q036,B_peft_4b_grounded,7213d9173df3,cleanliness,e8ac16238c6cb44a_s000,房间干净。,1,1,2,
q036,B_peft_4b_grounded,7213d9173df3,cleanliness,627cc84e2e9930bd_s010,房间和酒店都很干净。,1,1,2,
q037,B_peft_4b_grounded,4ba7bdc9b246,cleanliness,be90326d3c9cf0f5_s004,房间干净舒适。,1,1,2,
q037,B_peft_4b_grounded,4ba7bdc9b246,service,7689e874d3a835fd_s000,员工友好且乐于助人。,1,1,2,
q037,B_peft_4b_grounded,7213d9173df3,cleanliness,e8ac16238c6cb44a_s000,房间干净。,1,1,2,
q037,B_peft_4b_grounded,7213d9173df3,service,627cc84e2e9930bd_s024,员工友好且乐于助人。,1,1,2,
q038,B_peft_4b_grounded,62fa571ddd54,quiet_sleep,a8bd10563da4a4ba_s006,房间安静，交通噪音不是问题。,1,1,1,
q038,B_peft_4b_grounded,62fa571ddd54,room_facilities,a8bd10563da4a4ba_s004,房间每日清洁，物品无丢失。,1,1,2,
q038,B_peft_4b_grounded,4ba7bdc9b246,quiet_sleep,1b1fece8ca00ba29_s009,房间非常安静。,1,1,2,
q038,B_peft_4b_grounded,4ba7bdc9b246,room_facilities,5d5c08b0a60f6481_s004,房间舒适。,1,1,1,
q041,B_peft_4b_grounded,f6c6d40a783b,service,c1f6b51094ab59be_s001,员工非常友好且乐于助人。,1,1,2,
q041,B_peft_4b_grounded,f6c6d40a783b,service,70ada2e11e49e689_s003,礼宾部服务周到。,1,1,2,
q041,B_peft_4b_grounded,ad12fec3ad85,service,a3510910ff868c47_s001,服务非常好。,1,1,2,
q041,B_peft_4b_grounded,ad12fec3ad85,service,a3510910ff868c47_s002,员工非常亲切友好。,1,1,2,
q042,B_peft_4b_grounded,f6c6d40a783b,service,c1f6b51094ab59be_s001,员工非常友好且乐于助人。,1,1,2,
q042,B_peft_4b_grounded,f6c6d40a783b,room_facilities,9a95226c17686e1d_s001,房间舒适且装修时尚。,1,1,2,
q042,B_peft_4b_grounded,ad12fec3ad85,service,a3510910ff868c47_s002,员工非常亲切，像住朋友家一样。,1,1,2,
q042,B_peft_4b_grounded,ad12fec3ad85,room_facilities,881d7c3b47d0ceaf_s001,房间非常舒适。,1,1,2,
q043,B_peft_4b_grounded,f6c6d40a783b,quiet_sleep,d2ed7777de95ab72_s005,房间位置安静，睡眠体验舒适。,1,1,2,
q043,B_peft_4b_grounded,f6c6d40a783b,quiet_sleep,f06c47210d20df2f_s002,地面层房间安静，睡眠愉快。,1,1,2,
q046,B_peft_4b_grounded,75fef46b9663,room_facilities,c9e7e8769ff06792_s002,房间宽敞舒适，床铺舒适。,1,1,2,
q046,B_peft_4b_grounded,75fef46b9663,room_facilities,70104a60ccc20263_s002,房间空间大，床铺舒适。,1,1,2,
q046,B_peft_4b_grounded,5ac72eb101c1,room_facilities,773410cb8381abf1_s029,房间宽敞舒适。,1,1,2,
q046,B_peft_4b_grounded,5ac72eb101c1,room_facilities,c1fc69092404fcd5_s004,床铺舒适，包括可转换沙发床。,1,1,2,
q047,B_peft_4b_grounded,75fef46b9663,quiet_sleep,ec1e4396484d5f98_s017,空调运行安静，街道噪音也不成问题。,1,1,2,
q047,B_peft_4b_grounded,75fef46b9663,room_facilities,c9e7e8769ff06792_s002,房间舒适宽敞，床铺也很舒服。,1,1,2,
q048,B_peft_4b_grounded,75fef46b9663,quiet_sleep,ec1e4396484d5f98_s017,房间安静，空调不吵且无街道噪音。,1,1,2,
q048,B_peft_4b_grounded,75fef46b9663,value,b28ce0d152c11807_s006,整体性价比很高，值得推荐。,1,1,2,
q048,B_peft_4b_grounded,5ac72eb101c1,value,3d6107babb5d5335_s006,设施新且价格低廉，性价比极佳。,1,1,2,
q077,B_peft_4b_grounded,bfb10d66f821,location_transport,68d99b391b76ab76_s000,位置交通非常便利，靠近本田中心、天使球场及餐厅。,1,1,2,
q077,B_peft_4b_grounded,bfb10d66f821,quiet_sleep,a50fcbdf6353e969_s010,通过移动房间到安静区域，睡眠体验非常安静。,1,1,2,
q078,B_peft_4b_grounded,72a9d2fbc96c,cleanliness,e22a5ff4dbceef13_s002,房间非常干净舒适。,1,1,2,
q078,B_peft_4b_grounded,72a9d2fbc96c,room_facilities,4f7e030a6132d7b7_s003,床铺舒适，家具也舒适。,1,1,2,
q078,B_peft_4b_grounded,bd1ba974bf11,cleanliness,a9b0347bca5861dc_s001,房间非常干净舒适。,1,1,2,
q078,B_peft_4b_grounded,bd1ba974bf11,room_facilities,588d98086599b735_s005,房间宽敞，配有厨房小厨。,1,1,2,
q079,B_peft_4b_grounded,79c2d98fa1cb,location_transport,223f4a0acd7fe692_s003,位置交通便利，可充分利用市中心设施。,1,1,2,
q079,B_peft_4b_grounded,79c2d98fa1cb,service,58dc0b366217a240_s014,入住流程顺畅，服务友好。,1,1,2,
q079,B_peft_4b_grounded,7669c6fc99e7,location_transport,26297e902507438d_s000,位置极佳，步行可达千禧公园。,1,1,2,
q079,B_peft_4b_grounded,7669c6fc99e7,service,70f5d5d92e74cd50_s002,前台员工友好且乐于助人。,1,1,2,
q080,B_peft_4b_grounded,85a18ed72b1c,room_facilities,9a164e5741f44370_s000,房间装饰精美且干净，设施齐全。,1,1,2,
q080,B_peft_4b_grounded,85a18ed72b1c,value,7aa75482fc9d5628_s012,性价比高，是不错的选择。,1,1,2,
q080,B_peft_4b_grounded,d30be52b2a2a,cleanliness,e2c6fdca4d0b4650_s001,房间舒适且干净。,1,1,2,
q080,B_peft_4b_grounded,d30be52b2a2a,room_facilities,e2c6fdca4d0b4650_s002,套房布局舒适，房间空间大。,1,1,2,
q081,B_peft_4b_grounded,9e8bc983cff4,location_transport,06ebb7d7792a3c37_s006,位置便利，靠近购物中心和交通设施。,1,1,2,
q081,B_peft_4b_grounded,9e8bc983cff4,service,62e880c744314ebb_s000,员工友好且乐于助人。,1,1,2,
q082,B_peft_4b_grounded,75334fbbe64c,cleanliness,5bf951bbb6073714_s006,房间和浴室都很干净，床铺舒适。,1,1,2,
q082,B_peft_4b_grounded,75334fbbe64c,value,bfadf45508eb134c_s000,酒店价格非常合理，性价比高。,1,1,2,
q082,B_peft_4b_grounded,445d9279fa58,cleanliness,17ab5e2b5b80e494_s001,房间非常干净且舒适。,1,1,2,
q082,B_peft_4b_grounded,445d9279fa58,value,71affa8502040f0d_s000,在法国区提供合理价格且设施齐全。,1,1,2,
q083,B_peft_4b_grounded,98bd44439ff5,location_transport,d84997daa278ff03_s000,位置交通便利，靠近机场且方便前往奥兰多各区。,1,1,2,
q083,B_peft_4b_grounded,98bd44439ff5,quiet_sleep,cf4ada240eb9f3eb_s000,房间安静，适合需要安静睡眠的旅客。,1,1,2,
q083,B_peft_4b_grounded,e0eeae8afde3,location_transport,260ed33340e4cf63_s005,位置极佳，步行可达多家餐厅且可乘公交前往奥兰多各地。,1,1,2,
q083,B_peft_4b_grounded,e0eeae8afde3,quiet_sleep,15d7d933dfb39322_s004,虽然靠近主干道，但实际睡眠体验良好。,1,1,2,
q084,B_peft_4b_grounded,4ba7bdc9b246,cleanliness,be90326d3c9cf0f5_s004,房间干净舒适。,1,1,2,
q084,B_peft_4b_grounded,4ba7bdc9b246,value,03ec3e9e439a160b_s000,价格反映了应有的价值。,1,1,2,
q084,B_peft_4b_grounded,7213d9173df3,cleanliness,e8ac16238c6cb44a_s000,房间干净。,1,1,2,
q084,B_peft_4b_grounded,7213d9173df3,value,29d2bdcea458aad1_s001,性价比极高。,1,1,2,
q085,B_peft_4b_grounded,f6c6d40a783b,location_transport,7ac0ebdb1468018c_s000,位置极佳，位于市中心，交通便利。,1,1,2,
q085,B_peft_4b_grounded,f6c6d40a783b,service,c1f6b51094ab59be_s001,员工友好且乐于助人。,1,1,2,
q085,B_peft_4b_grounded,84953c35a9d0,location_transport,4a1809718bb6888a_s000,位置优越，适合步行探索景点。,1,1,2,
q085,B_peft_4b_grounded,84953c35a9d0,service,bad29eb8b187257d_s002,员工友好且服务高效。,1,1,2,
q086,B_peft_4b_grounded,75fef46b9663,cleanliness,69e432ef3aff803e_s003,房间干净且空间宽敞。,1,1,2,
q086,B_peft_4b_grounded,75fef46b9663,value,b28ce0d152c11807_s006,性价比不错。,1,1,2,
q086,B_peft_4b_grounded,5ac72eb101c1,cleanliness,06e98a924068cb93_s003,房间干净舒适。,1,1,2,
q086,B_peft_4b_grounded,5ac72eb101c1,value,3d6107babb5d5335_s006,价格实惠且位置便利。,1,1,2,
