query_id,city,query_type,target_aspect,target_role,query_text_zh,query_en_target,hotel_id,hotel_name,sentence_id,sentence_text,sentence_aspect,sentence_sentiment,review_id,relevance,aspect_match,polarity_match,notes,pooled_from
q011,Chicago,single_aspect,service,focus,我想在Chicago找一家服务比较好的酒店。,hotel in Chicago with helpful and reliable service,79c2d98fa1cb,Chicago Marriott at Medical District/UIC,e224d56c2c415107_s005,The staff were friendly and helpful.,service,positive,e224d56c2c415107,,,,,aspect_main_fallback_rerank;aspect_main_rerank
q011,Chicago,single_aspect,service,focus,我想在Chicago找一家服务比较好的酒店。,hotel in Chicago with helpful and reliable service,79c2d98fa1cb,Chicago Marriott at Medical District/UIC,a9b31551cfbd228d_s000,"Hotel staff was friendly upon checking in, Hotel provided short radius shuttle for shopping trips..",service,positive,a9b31551cfbd228d,,,,,aspect_main_fallback_rerank;aspect_main_no_rerank;aspect_main_rerank;plain_city_test_rerank
q011,Chicago,single_aspect,service,focus,我想在Chicago找一家服务比较好的酒店。,hotel in Chicago with helpful and reliable service,79c2d98fa1cb,Chicago Marriott at Medical District/UIC,fe0de34f810dcc8e_s010,"All in all, this hotel is a Chicago Gem.",value,positive,fe0de34f810dcc8e,,,,,plain_city_test_rerank
q011,Chicago,single_aspect,service,focus,我想在Chicago找一家服务比较好的酒店。,hotel in Chicago with helpful and reliable service,7669c6fc99e7,Hampton Inn Chicago Downtown/N Loop/Michigan Ave,26297e902507438d_s001,Room and breakfast service was great.,service,positive,26297e902507438d,,,,,aspect_main_fallback_rerank;aspect_main_no_rerank;aspect_main_rerank
q011,Chicago,single_aspect,service,focus,我想在Chicago找一家服务比较好的酒店。,hotel in Chicago with helpful and reliable service,79c2d98fa1cb,Chicago Marriott at Medical District/UIC,fe0de34f810dcc8e_s013,This hotel will be my place when in Chicago! PS:,general,positive,fe0de34f810dcc8e,,,,,plain_city_test_rerank
q011,Chicago,single_aspect,service,focus,我想在Chicago找一家服务比较好的酒店。,hotel in Chicago with helpful and reliable service,79c2d98fa1cb,Chicago Marriott at Medical District/UIC,58dc0b366217a240_s014,The hotel itself is nice and check in was good.,service,positive,58dc0b366217a240,,,,,aspect_main_fallback_rerank;aspect_main_no_rerank;aspect_main_rerank
q011,Chicago,single_aspect,service,focus,我想在Chicago找一家服务比较好的酒店。,hotel in Chicago with helpful and reliable service,7669c6fc99e7,Hampton Inn Chicago Downtown/N Loop/Michigan Ave,26297e902507438d_s002,The staff was very helpful including recommendations for river tour and great Chicago deep dish pizza at Bella Bistro just around the corner.,service,positive,26297e902507438d,,,,,aspect_main_no_rerank
q011,Chicago,single_aspect,service,focus,我想在Chicago找一家服务比较好的酒店。,hotel in Chicago with helpful and reliable service,79c2d98fa1cb,Chicago Marriott at Medical District/UIC,4ff61b79c261e7e4_s006,We are please that you had a good experience with our service.,service,positive,4ff61b79c261e7e4,,,,,aspect_main_fallback_rerank;aspect_main_rerank
q011,Chicago,single_aspect,service,focus,我想在Chicago找一家服务比较好的酒店。,hotel in Chicago with helpful and reliable service,79c2d98fa1cb,Chicago Marriott at Medical District/UIC,57aabee8f813a19b_s000,"Nice hotel, clean, great staff.",cleanliness,positive,57aabee8f813a19b,,,,,plain_city_test_rerank
q016,Dallas,single_aspect,room_facilities,focus,我想在Dallas找一家房间设施比较好的酒店。,hotel in Dallas with comfortable rooms and facilities,d30be52b2a2a,Residence Inn by Marriott Dallas Central Expressway,e2c6fdca4d0b4650_s001,"Room was comfortable, and clean.",cleanliness,positive,e2c6fdca4d0b4650,,,,,plain_city_test_rerank
q016,Dallas,single_aspect,room_facilities,focus,我想在Dallas找一家房间设施比较好的酒店。,hotel in Dallas with comfortable rooms and facilities,85a18ed72b1c,Residence Inn by Marriott Dallas Market Center,359df474d75da2a1_s010,There are lots of amenities.,room_facilities,positive,359df474d75da2a1,,,,,aspect_main_fallback_rerank;aspect_main_no_rerank;aspect_main_rerank
q016,Dallas,single_aspect,room_facilities,focus,我想在Dallas找一家房间设施比较好的酒店。,hotel in Dallas with comfortable rooms and facilities,85a18ed72b1c,Residence Inn by Marriott Dallas Market Center,9a164e5741f44370_s000,"The rooms are very nicely decorate and cleaned, really enjoyed staying here.",room_facilities,positive,9a164e5741f44370,,,,,aspect_main_fallback_rerank;aspect_main_no_rerank;aspect_main_rerank
q016,Dallas,single_aspect,room_facilities,focus,我想在Dallas找一家房间设施比较好的酒店。,hotel in Dallas with comfortable rooms and facilities,85a18ed72b1c,Residence Inn by Marriott Dallas Market Center,75cd712953cb206b_s004,The bed was very comfortable.,room_facilities,positive,75cd712953cb206b,,,,,aspect_main_fallback_rerank;aspect_main_no_rerank;aspect_main_rerank;plain_city_test_rerank
q016,Dallas,single_aspect,room_facilities,focus,我想在Dallas找一家房间设施比较好的酒店。,hotel in Dallas with comfortable rooms and facilities,85a18ed72b1c,Residence Inn by Marriott Dallas Market Center,a27865b6160ea10b_s002,The hotel itself was really nice as well.,general,positive,a27865b6160ea10b,,,,,plain_city_test_rerank
q016,Dallas,single_aspect,room_facilities,focus,我想在Dallas找一家房间设施比较好的酒店。,hotel in Dallas with comfortable rooms and facilities,d30be52b2a2a,Residence Inn by Marriott Dallas Central Expressway,e2c6fdca4d0b4650_s002,We liked the suite and a nice layout.,room_facilities,positive,e2c6fdca4d0b4650,,,,,aspect_main_fallback_rerank;aspect_main_no_rerank;aspect_main_rerank
q016,Dallas,single_aspect,room_facilities,focus,我想在Dallas找一家房间设施比较好的酒店。,hotel in Dallas with comfortable rooms and facilities,85a18ed72b1c,Residence Inn by Marriott Dallas Market Center,5fbcaa8bdef41d53_s002,Hotel location central to a lot of things.,location_transport,positive,5fbcaa8bdef41d53,,,,,plain_city_test_rerank
q016,Dallas,single_aspect,room_facilities,focus,我想在Dallas找一家房间设施比较好的酒店。,hotel in Dallas with comfortable rooms and facilities,d30be52b2a2a,Residence Inn by Marriott Dallas Central Expressway,923ad2587b7f310c_s000,"Honestly, the size of the room was great.",room_facilities,positive,923ad2587b7f310c,,,,,aspect_main_fallback_rerank;aspect_main_no_rerank;aspect_main_rerank
q016,Dallas,single_aspect,room_facilities,focus,我想在Dallas找一家房间设施比较好的酒店。,hotel in Dallas with comfortable rooms and facilities,85a18ed72b1c,Residence Inn by Marriott Dallas Market Center,359df474d75da2a1_s008,The room is clean and user friendly.,cleanliness,positive,359df474d75da2a1,,,,,plain_city_test_rerank
q021,Honolulu,single_aspect,quiet_sleep,focus,我想在Honolulu找一家安静睡眠比较好的酒店。,hotel in Honolulu with quiet rooms for good sleep,9e8bc983cff4,Ramada Plaza By Wyndham Waikiki,39a1f885561db72a_s001,The hotel was adequate for our needs for one night.,general,positive,39a1f885561db72a,,,,,aspect_main_fallback_rerank;plain_city_test_rerank
q021,Honolulu,single_aspect,quiet_sleep,focus,我想在Honolulu找一家安静睡眠比较好的酒店。,hotel in Honolulu with quiet rooms for good sleep,9e8bc983cff4,Ramada Plaza By Wyndham Waikiki,ab99caf32a7c1e4b_s001,The rooms are great.,general,positive,ab99caf32a7c1e4b,,,,,aspect_main_fallback_rerank;plain_city_test_rerank
q021,Honolulu,single_aspect,quiet_sleep,focus,我想在Honolulu找一家安静睡眠比较好的酒店。,hotel in Honolulu with quiet rooms for good sleep,9e8bc983cff4,Ramada Plaza By Wyndham Waikiki,fb2dd30b49aae0d0_s000,Good accomodation value.,value,positive,fb2dd30b49aae0d0,,,,,aspect_main_fallback_rerank;plain_city_test_rerank
q021,Honolulu,single_aspect,quiet_sleep,focus,我想在Honolulu找一家安静睡眠比较好的酒店。,hotel in Honolulu with quiet rooms for good sleep,9e8bc983cff4,Ramada Plaza By Wyndham Waikiki,62e880c744314ebb_s000,Nice hotel. Staff friendly.,service,positive,62e880c744314ebb,,,,,aspect_main_fallback_rerank;plain_city_test_rerank
q021,Honolulu,single_aspect,quiet_sleep,focus,我想在Honolulu找一家安静睡眠比较好的酒店。,hotel in Honolulu with quiet rooms for good sleep,9e8bc983cff4,Ramada Plaza By Wyndham Waikiki,c0bdd786edc92cec_s001,Hotel was clean and well kept and in a great location.,location_transport,positive,c0bdd786edc92cec,,,,,aspect_main_fallback_rerank;plain_city_test_rerank
q026,New Orleans,single_aspect,value,focus,我想在New Orleans找一家性价比比较好的酒店。,hotel in New Orleans with good value for money,445d9279fa58,Best Western Plus French Quarter Landmark Hotel,71affa8502040f0d_s000,"Lodging is expensive in New Orleans, but this place offers everything at a reasonable price.",value,positive,71affa8502040f0d,,,,,aspect_main_no_rerank
q026,New Orleans,single_aspect,value,focus,我想在New Orleans找一家性价比比较好的酒店。,hotel in New Orleans with good value for money,75334fbbe64c,"St. James Hotel, an Ascend Hotel Collection Member",bfadf45508eb134c_s000,The hotel was very nice for the price.,value,positive,bfadf45508eb134c,,,,,aspect_main_fallback_rerank;aspect_main_no_rerank;aspect_main_rerank;plain_city_test_rerank
q026,New Orleans,single_aspect,value,focus,我想在New Orleans找一家性价比比较好的酒店。,hotel in New Orleans with good value for money,445d9279fa58,Best Western Plus French Quarter Landmark Hotel,74fb427c464da0e5_s005,Really the best deal in the French Quarter of New Orleans,value,positive,74fb427c464da0e5,,,,,aspect_main_no_rerank
q026,New Orleans,single_aspect,value,focus,我想在New Orleans找一家性价比比较好的酒店。,hotel in New Orleans with good value for money,445d9279fa58,Best Western Plus French Quarter Landmark Hotel,d58c047dc7d8f929_s000,Nice hotel in a good location.,location_transport,positive,d58c047dc7d8f929,,,,,plain_city_test_rerank
q026,New Orleans,single_aspect,value,focus,我想在New Orleans找一家性价比比较好的酒店。,hotel in New Orleans with good value for money,75334fbbe64c,"St. James Hotel, an Ascend Hotel Collection Member",8a92e81b2a828ecf_s000,Very nice place for the dollar.,value,positive,8a92e81b2a828ecf,,,,,aspect_main_fallback_rerank;aspect_main_rerank
q026,New Orleans,single_aspect,value,focus,我想在New Orleans找一家性价比比较好的酒店。,hotel in New Orleans with good value for money,75334fbbe64c,"St. James Hotel, an Ascend Hotel Collection Member",502c1425410f8f64_s001,This hotel was much nicer than we expected for the price.,value,positive,502c1425410f8f64,,,,,aspect_main_fallback_rerank;aspect_main_rerank
q026,New Orleans,single_aspect,value,focus,我想在New Orleans找一家性价比比较好的酒店。,hotel in New Orleans with good value for money,75334fbbe64c,"St. James Hotel, an Ascend Hotel Collection Member",fe40f20851ce5cdf_s000,Excellent hotel in a great location.,location_transport,positive,fe40f20851ce5cdf,,,,,plain_city_test_rerank
q026,New Orleans,single_aspect,value,focus,我想在New Orleans找一家性价比比较好的酒店。,hotel in New Orleans with good value for money,445d9279fa58,Best Western Plus French Quarter Landmark Hotel,32bc8a80bde7a0cb_s000,This is a nice hotel.,general,positive,32bc8a80bde7a0cb,,,,,plain_city_test_rerank
q026,New Orleans,single_aspect,value,focus,我想在New Orleans找一家性价比比较好的酒店。,hotel in New Orleans with good value for money,445d9279fa58,Best Western Plus French Quarter Landmark Hotel,8e502fab33b4b04f_s001,This was our second visit to New Orleans and on this occasion the hotel prices were considerably more expenisive and as a result decided to stay here as this was the best deal available.,value,positive,8e502fab33b4b04f,,,,,aspect_main_no_rerank
q026,New Orleans,single_aspect,value,focus,我想在New Orleans找一家性价比比较好的酒店。,hotel in New Orleans with good value for money,75334fbbe64c,"St. James Hotel, an Ascend Hotel Collection Member",fc242f932b1b9e8c_s000,This is a decent budget hotel (thought not so budget in its price).,value,neutral,fc242f932b1b9e8c,,,,,aspect_main_fallback_rerank;aspect_main_rerank
q026,New Orleans,single_aspect,value,focus,我想在New Orleans找一家性价比比较好的酒店。,hotel in New Orleans with good value for money,445d9279fa58,Best Western Plus French Quarter Landmark Hotel,a2b8214f471192b1_s009,Thank you for choosing our hotel for your stay here in New Orleans.,general,positive,a2b8214f471192b1,,,,,plain_city_test_rerank
q026,New Orleans,single_aspect,value,focus,我想在New Orleans找一家性价比比较好的酒店。,hotel in New Orleans with good value for money,445d9279fa58,Best Western Plus French Quarter Landmark Hotel,b4de79add004e8f3_s005,It is will worth the stay.,value,positive,b4de79add004e8f3,,,,,aspect_main_fallback_rerank;aspect_main_rerank
q026,New Orleans,single_aspect,value,focus,我想在New Orleans找一家性价比比较好的酒店。,hotel in New Orleans with good value for money,75334fbbe64c,"St. James Hotel, an Ascend Hotel Collection Member",30d4c81010a302e8_s018,Hotel Value : Pro - Fantastic.,value,positive,30d4c81010a302e8,,,,,aspect_main_no_rerank
q031,Orlando,single_aspect,location_transport,focus,我想在Orlando找一家位置交通比较好的酒店。,hotel in Orlando with convenient location and transportation,98bd44439ff5,Best Western Orlando East Inn & Suites,d84997daa278ff03_s000,Great hotel very clean on a busy street nice pool area very clean rooms and convinient to all areas of Orlando.,location_transport,positive,d84997daa278ff03,,,,,aspect_main_no_rerank
q031,Orlando,single_aspect,location_transport,focus,我想在Orlando找一家位置交通比较好的酒店。,hotel in Orlando with convenient location and transportation,e0eeae8afde3,Orlando Continental Plaza Hotel,260ed33340e4cf63_s005,The hotel's location is excellent.,location_transport,positive,260ed33340e4cf63,,,,,aspect_main_fallback_rerank;aspect_main_no_rerank;aspect_main_rerank;plain_city_test_rerank
q031,Orlando,single_aspect,location_transport,focus,我想在Orlando找一家位置交通比较好的酒店。,hotel in Orlando with convenient location and transportation,98bd44439ff5,Best Western Orlando East Inn & Suites,25010534c54f98eb_s003,Can highly recommend this hotel.,general,positive,25010534c54f98eb,,,,,plain_city_test_rerank
q031,Orlando,single_aspect,location_transport,focus,我想在Orlando找一家位置交通比较好的酒店。,hotel in Orlando with convenient location and transportation,98bd44439ff5,Best Western Orlando East Inn & Suites,53933b6bd4c89715_s000,Exelent hotel with a good location for vacations or business withh a good price and service.,location_transport,positive,53933b6bd4c89715,,,,,aspect_main_fallback_rerank;aspect_main_no_rerank;aspect_main_rerank;plain_city_test_rerank
q031,Orlando,single_aspect,location_transport,focus,我想在Orlando找一家位置交通比较好的酒店。,hotel in Orlando with convenient location and transportation,98bd44439ff5,Best Western Orlando East Inn & Suites,678cdefb30f1f0cc_s004,Location was really convenient.,location_transport,positive,678cdefb30f1f0cc,,,,,aspect_main_fallback_rerank;aspect_main_rerank
q031,Orlando,single_aspect,location_transport,focus,我想在Orlando找一家位置交通比较好的酒店。,hotel in Orlando with convenient location and transportation,98bd44439ff5,Best Western Orlando East Inn & Suites,0389b211be86be67_s000,This hotel was an excellent choice as the location was near Orlando Sanford International Airport just a hop and skip away.,location_transport,positive,0389b211be86be67,,,,,aspect_main_no_rerank;plain_city_test_rerank
q031,Orlando,single_aspect,location_transport,focus,我想在Orlando找一家位置交通比较好的酒店。,hotel in Orlando with convenient location and transportation,98bd44439ff5,Best Western Orlando East Inn & Suites,50445e282a418b99_s008,Location very central for out,location_transport,neutral,50445e282a418b99,,,,,aspect_main_fallback_rerank;aspect_main_rerank
q031,Orlando,single_aspect,location_transport,focus,我想在Orlando找一家位置交通比较好的酒店。,hotel in Orlando with convenient location and transportation,cabad4abd2ba,Best Western Plus Universal Inn,df6918937fa1eee4_s000,"This Hotel at 5618 Vineline Road in Orlando, FL is an excellent property to stay.",value,positive,df6918937fa1eee4,,,,,plain_city_test_rerank
q031,Orlando,single_aspect,location_transport,focus,我想在Orlando找一家位置交通比较好的酒店。,hotel in Orlando with convenient location and transportation,98bd44439ff5,Best Western Orlando East Inn & Suites,08058d4910e840d4_s006,This is a great location and very convenient to UCF.,location_transport,positive,08058d4910e840d4,,,,,aspect_main_no_rerank
q031,Orlando,single_aspect,location_transport,focus,我想在Orlando找一家位置交通比较好的酒店。,hotel in Orlando with convenient location and transportation,98bd44439ff5,Best Western Orlando East Inn & Suites,95880b0c4aa89308_s002,This hotel has been perfect for my commute and the accommodations are exactly what I need.,location_transport,positive,95880b0c4aa89308,,,,,aspect_main_fallback_rerank;aspect_main_rerank
q036,San Diego,single_aspect,cleanliness,focus,我想在San Diego找一家卫生干净比较好的酒店。,hotel in San Diego with clean and hygienic rooms,7213d9173df3,Hampton Inn San Diego/Mission Valley,fe9b19e62e42c0d8_s007,Rooms were clean and comfortable.,cleanliness,positive,fe9b19e62e42c0d8,,,,,aspect_main_fallback_rerank;aspect_main_rerank;plain_city_test_rerank
q036,San Diego,single_aspect,cleanliness,focus,我想在San Diego找一家卫生干净比较好的酒店。,hotel in San Diego with clean and hygienic rooms,4ba7bdc9b246,Ocean Park Inn,be90326d3c9cf0f5_s004,Rooms are clean and comfortable.,cleanliness,positive,be90326d3c9cf0f5,,,,,aspect_main_fallback_rerank;aspect_main_no_rerank;aspect_main_rerank;plain_city_test_rerank
q036,San Diego,single_aspect,cleanliness,focus,我想在San Diego找一家卫生干净比较好的酒店。,hotel in San Diego with clean and hygienic rooms,7213d9173df3,Hampton Inn San Diego/Mission Valley,e8ac16238c6cb44a_s000,Nice hotel. Easy check in and clean room.,cleanliness,positive,e8ac16238c6cb44a,,,,,aspect_main_no_rerank
q036,San Diego,single_aspect,cleanliness,focus,我想在San Diego找一家卫生干净比较好的酒店。,hotel in San Diego with clean and hygienic rooms,7213d9173df3,Hampton Inn San Diego/Mission Valley,627cc84e2e9930bd_s010,The hotel and our room quite clean.,cleanliness,positive,627cc84e2e9930bd,,,,,aspect_main_fallback_rerank;aspect_main_no_rerank;aspect_main_rerank;plain_city_test_rerank
q036,San Diego,single_aspect,cleanliness,focus,我想在San Diego找一家卫生干净比较好的酒店。,hotel in San Diego with clean and hygienic rooms,4ba7bdc9b246,Ocean Park Inn,daff2592f3c3b6f3_s003,The hotel and room were clean and up-to-date.,cleanliness,positive,daff2592f3c3b6f3,,,,,aspect_main_fallback_rerank;aspect_main_no_rerank;aspect_main_rerank;plain_city_test_rerank
q036,San Diego,single_aspect,cleanliness,focus,我想在San Diego找一家卫生干净比较好的酒店。,hotel in San Diego with clean and hygienic rooms,7213d9173df3,Hampton Inn San Diego/Mission Valley,18989789a04eb065_s000,"The most important thing to us is the cleanliness of the hotel, and especially the room.",cleanliness,positive,18989789a04eb065,,,,,aspect_main_no_rerank
q036,San Diego,single_aspect,cleanliness,focus,我想在San Diego找一家卫生干净比较好的酒店。,hotel in San Diego with clean and hygienic rooms,4ba7bdc9b246,Ocean Park Inn,e67a2cff56c33470_s002,Rooms are very clean and well maintained.,cleanliness,positive,e67a2cff56c33470,,,,,aspect_main_fallback_rerank;aspect_main_rerank;plain_city_test_rerank
q041,San Francisco,single_aspect,service,focus,我想在San Francisco找一家服务比较好的酒店。,hotel in San Francisco with helpful and reliable service,f6c6d40a783b,Hotel Diva,c1f6b51094ab59be_s001,The hotel staff are super friendly-nice people so willing to help with whatever is needed!,service,positive,c1f6b51094ab59be,,,,,aspect_main_no_rerank
q041,San Francisco,single_aspect,service,focus,我想在San Francisco找一家服务比较好的酒店。,hotel in San Francisco with helpful and reliable service,84953c35a9d0,Hotel Vertigo,bad29eb8b187257d_s002,Hotel staff were very friendly and helpful.,service,positive,bad29eb8b187257d,,,,,aspect_main_fallback_rerank;aspect_main_no_rerank;aspect_main_rerank;plain_city_test_rerank
q041,San Francisco,single_aspect,service,focus,我想在San Francisco找一家服务比较好的酒店。,hotel in San Francisco with helpful and reliable service,f6c6d40a783b,Hotel Diva,bfd43dfe5e3a9036_s002,The hotel is very well located.,location_transport,positive,bfd43dfe5e3a9036,,,,,plain_city_test_rerank
q041,San Francisco,single_aspect,service,focus,我想在San Francisco找一家服务比较好的酒店。,hotel in San Francisco with helpful and reliable service,f6c6d40a783b,Hotel Diva,f06c47210d20df2f_s008,The service were always very friendly.,service,positive,f06c47210d20df2f,,,,,aspect_main_fallback_rerank;aspect_main_rerank
