query_id,group_id,hotel_id,sentence_id,reason_text,citation_exists,in_current_evidence_pack,support_score,notes
q032,B_peft_4b_grounded,e0eeae8afde3,4518e9b0cfe37353_s001,房间干净舒适。,1,1,2,
q032,B_peft_4b_grounded,e0eeae8afde3,260ed33340e4cf63_s005,位置极佳，可步行至餐厅。,1,1,2,
q033,B_peft_4b_grounded,cabad4abd2ba,76a8765f4e44d95a_s001,Staff were lovely and held bags.,1,1,2,
q036,B_peft_4b_grounded,4ba7bdc9b246,be90326d3c9cf0f5_s004,客人多次确认房间和酒店整体都很干净。,1,1,2,
q036,B_peft_4b_grounded,4ba7bdc9b246,daff2592f3c3b6f3_s003,房间整洁且设施更新，整体卫生令人满意。,1,1,2,
q036,B_peft_4b_grounded,b115571efdc5,590b538e701e0032_s003,客人反馈房间非常干净，住宿体验舒适。,1,1,2,
q036,B_peft_4b_grounded,b115571efdc5,2502b022816b77e0_s001,房间干净且整洁，符合客人对卫生的要求。,1,1,2,
q037,B_peft_4b_grounded,4ba7bdc9b246,be90326d3c9cf0f5_s004,房间和酒店整体都非常干净。,1,1,2,
q037,B_peft_4b_grounded,4ba7bdc9b246,7689e874d3a835fd_s000,员工友好且乐于助人。,1,1,2,
q037,B_peft_4b_grounded,7213d9173df3,e8ac16238c6cb44a_s000,房间干净，入住体验良好。,1,1,2,
q037,B_peft_4b_grounded,7213d9173df3,627cc84e2e9930bd_s024,所有员工都很友好且乐于助人。,1,1,2,
q038,B_peft_4b_grounded,62fa571ddd54,a8bd10563da4a4ba_s004,房间安静，交通噪音不是问题。,1,1,1,
q038,B_peft_4b_grounded,62fa571ddd54,7ae65bffdd44f228_s017,衣柜空间虽小但足够。,1,1,2,
q038,B_peft_4b_grounded,4ba7bdc9b246,1b1fece8ca00ba29_s009,房间非常安静舒适。,1,1,2,
q038,B_peft_4b_grounded,4ba7bdc9b246,7689e874d3a835fd_s015,未发现房间漏水问题。,1,1,2,
q041,B_peft_4b_grounded,f6c6d40a783b,c1f6b51094ab59be_s001,员工非常友好且乐于助人。,1,1,2,
q041,B_peft_4b_grounded,f6c6d40a783b,70ada2e11e49e689_s003,礼宾服务很周到。,1,1,2,
q041,B_peft_4b_grounded,84953c35a9d0,bad29eb8b187257d_s002,员工友好且乐于助人。,1,1,2,
q041,B_peft_4b_grounded,84953c35a9d0,5ff0bbaaea322822_s002,入住退房流程顺畅。,1,1,2,
q042,B_peft_4b_grounded,f6c6d40a783b,c1f6b51094ab59be_s001,员工非常友好且乐于助人。,1,1,2,
q042,B_peft_4b_grounded,f6c6d40a783b,9a95226c17686e1d_s001,房间舒适且装修时尚。,1,1,2,
q042,B_peft_4b_grounded,ad12fec3ad85,a3510910ff868c47_s002,员工非常友好亲切。,1,1,2,
q042,B_peft_4b_grounded,ad12fec3ad85,881d7c3b47d0ceaf_s001,房间非常舒适且温馨。,1,1,2,
q043,B_peft_4b_grounded,f6c6d40a783b,d2ed7777de95ab72_s005,房间相对安静，且地面层房间位置隐蔽，睡眠体验愉快。,1,1,2,
q043,B_peft_4b_grounded,f6c6d40a783b,cecfcd9c3edef7e9_s009,虽然存在街道噪音，但整体睡眠环境仍优于其他选项。,1,1,2,
q046,B_peft_4b_grounded,75fef46b9663,70104a60ccc20263_s002,房间舒适且空间宽敞。,1,1,2,
q046,B_peft_4b_grounded,75fef46b9663,c9e7e8769ff06792_s002,床铺舒适，房间适合多人入住。,1,1,2,
q046,B_peft_4b_grounded,5ac72eb101c1,773410cb8381abf1_s029,房间宽敞舒适，套房体验更佳。,1,1,2,
q046,B_peft_4b_grounded,5ac72eb101c1,c1fc69092404fcd5_s004,床铺舒适，包括客厅的沙发床。,1,1,2,
q047,B_peft_4b_grounded,75fef46b9663,ec1e4396484d5f98_s017,空调运行安静且街道噪音可控。,1,1,2,
q047,B_peft_4b_grounded,75fef46b9663,c9e7e8769ff06792_s002,房间宽敞舒适，床品体验良好。,1,1,2,
q048,B_peft_4b_grounded,75fef46b9663,ec1e4396484d5f98_s017,HVAC quiet and street noise not a problem.,1,1,2,
q048,B_peft_4b_grounded,75fef46b9663,b28ce0d152c11807_s006,Guests found it excellent value for money.,1,1,2,
q048,B_peft_4b_grounded,5ac72eb101c1,3d6107babb5d5335_s006,Newly renovated property at low price.,1,1,2,
q077,B_peft_4b_grounded,bfb10d66f821,68d99b391b76ab76_s000,位置交通非常便利，靠近本田中心和天使体育场。,1,1,2,
q077,B_peft_4b_grounded,bfb10d66f821,35782c67018ebb5c_s006,服务优秀，员工友好且乐于助人。,1,1,2,
q078,B_peft_4b_grounded,72a9d2fbc96c,e22a5ff4dbceef13_s002,房间非常干净舒适。,1,1,2,
q078,B_peft_4b_grounded,72a9d2fbc96c,50cd75dba3bd3f7e_s000,性价比高，满足所有需求。,1,1,2,
q079,B_peft_4b_grounded,79c2d98fa1cb,a3d7d7d17030976e_s012,Close to downtown with great public transportation access.,1,1,2,
q079,B_peft_4b_grounded,79c2d98fa1cb,a9b31551cfbd228d_s000,Friendly staff and good check-in experience.,1,1,2,
q079,B_peft_4b_grounded,7669c6fc99e7,70f5d5d92e74cd50_s001,Perfect location within walking distance to major attractions.,1,1,2,
q079,B_peft_4b_grounded,7669c6fc99e7,26297e902507438d_s002,Helpful staff provided great recommendations.,1,1,2,
q080,B_peft_4b_grounded,85a18ed72b1c,39e05ab75911b052_s001,房间干净且安静。,1,1,2,
q080,B_peft_4b_grounded,85a18ed72b1c,9a164e5741f44370_s000,房间装饰精美且设施齐全。,1,1,2,
q080,B_peft_4b_grounded,d30be52b2a2a,e2c6fdca4d0b4650_s001,房间舒适且干净。,1,1,2,
q080,B_peft_4b_grounded,d30be52b2a2a,f5b07d7fd5826db0_s008,价格合理。,1,1,2,
q081,B_peft_4b_grounded,9e8bc983cff4,06ebb7d7792a3c37_s000,Close to Waikiki and Ala Moana Shopping Center.,1,1,2,
q081,B_peft_4b_grounded,9e8bc983cff4,62e880c744314ebb_s000,Staff are friendly and helpful.,1,1,2,
q082,B_peft_4b_grounded,75334fbbe64c,bfadf45508eb134c_s000,性价比高，客人认为价格合适且物超所值。,1,1,2,
q082,B_peft_4b_grounded,75334fbbe64c,40aafea769bc74aa_s001,房间干净舒适，卫生状况良好。,1,1,2,
q082,B_peft_4b_grounded,445d9279fa58,71affa8502040f0d_s000,价格合理，是当地最好的性价比选择。,1,1,2,
q082,B_peft_4b_grounded,445d9279fa58,4acc930bd656557d_s002,房间非常干净且安静。,1,1,2,
q083,B_peft_4b_grounded,98bd44439ff5,0389b211be86be67_s000,位置极佳，靠近机场且交通便利。,1,1,2,
q083,B_peft_4b_grounded,98bd44439ff5,b9f6fb40bf0b1aaf_s007,员工友好且乐于助人。,1,1,2,
q083,B_peft_4b_grounded,e0eeae8afde3,c853e1650f949d22_s029,位置优越，步行可达餐厅且可乘公交出行。,1,1,2,
q083,B_peft_4b_grounded,e0eeae8afde3,ee8c97b808df0c8c_s000,员工非常友好且乐于提供帮助。,1,1,2,
q084,B_peft_4b_grounded,4ba7bdc9b246,be90326d3c9cf0f5_s004,房间干净舒适，整体卫生状况良好。,1,1,2,
q084,B_peft_4b_grounded,4ba7bdc9b246,03ec3e9e439a160b_s000,价格反映价值，符合预算且设施齐全。,1,1,2,
q084,B_peft_4b_grounded,b115571efdc5,590b538e701e0032_s003,房间干净整洁，住宿体验舒适。,1,1,2,
q084,B_peft_4b_grounded,b115571efdc5,4dce240713906fb2_s000,性价比高，价格实惠且设施不错。,1,1,2,
q085,B_peft_4b_grounded,f6c6d40a783b,7ac0ebdb1468018c_s000,位于市中心，交通位置极佳。,1,1,2,
q085,B_peft_4b_grounded,f6c6d40a783b,d2ed7777de95ab72_s005,房间安静，睡眠体验舒适。,1,1,2,
q085,B_peft_4b_grounded,84953c35a9d0,4a1809718bb6888a_s000,位置便利，适合探索景点。,1,1,2,
q085,B_peft_4b_grounded,84953c35a9d0,bad29eb8b187257d_s002,员工友好且服务高效。,1,1,2,
q086,B_peft_4b_grounded,75fef46b9663,69e432ef3aff803e_s003,房间干净且空间宽敞，无陈旧霉味。,1,1,2,
q086,B_peft_4b_grounded,75fef46b9663,b28ce0d152c11807_s006,整体性价比很高，值得再次入住。,1,1,2,
q086,B_peft_4b_grounded,5ac72eb101c1,06e98a924068cb93_s003,房间整洁舒适，床品质量良好。,1,1,2,
q086,B_peft_4b_grounded,5ac72eb101c1,3d6107babb5d5335_s006,位置优越且价格低廉，性价比极佳。,1,1,2,
