query_id,group_id,hotel_id,sentence_id,reason_text,citation_exists,in_current_evidence_pack,support_score,notes
q033,A_base_4b_grounded,e0eeae8afde3,260ed33340e4cf63_s016,员工友好友善,1,1,2,
q033,A_base_4b_grounded,e0eeae8afde3,6d6f23f0f75a0bdd_s003,工作人员表现良好,1,1,2,
q036,A_base_4b_grounded,4ba7bdc9b246,be90326d3c9cf0f5_s004,房间干净舒适，酒店设施更新。,1,1,2,
q036,A_base_4b_grounded,4ba7bdc9b246,daff2592f3c3b6f3_s003,房间和酒店都非常整洁。,1,1,2,
q036,A_base_4b_grounded,b115571efdc5,84c91d5b7c0b5139_s014,提供干净舒适的住宿。,1,1,2,
q036,A_base_4b_grounded,b115571efdc5,590b538e701e0032_s003,房间非常干净。,1,1,2,
q037,A_base_4b_grounded,4ba7bdc9b246,daff2592f3c3b6f3_s003,客房及酒店整体非常干净且更新及时。,1,1,2,
q037,A_base_4b_grounded,4ba7bdc9b246,7689e874d3a835fd_s000,员工非常友好、乐于助人且响应迅速。,1,1,2,
q037,A_base_4b_grounded,7213d9173df3,e8ac16238c6cb44a_s000,房间干净，入住体验良好。,1,1,2,
q037,A_base_4b_grounded,7213d9173df3,627cc84e2e9930bd_s024,酒店员工非常友好且乐于助人。,1,1,2,
q038,A_base_4b_grounded,62fa571ddd54,a8bd10563da4a4ba_s006,房间安静，交通噪音无碍。,1,1,1,
q038,A_base_4b_grounded,62fa571ddd54,ee65b5c457d6a3a3_s002,可安静休息，15 分钟可达交流中心。,1,1,2,
q038,A_base_4b_grounded,4ba7bdc9b246,1b1fece8ca00ba29_s009,房间非常安静舒适。,1,1,2,
q038,A_base_4b_grounded,4ba7bdc9b246,5d5c08b0a60f6481_s004,房间安静且舒适。,1,1,2,
q041,A_base_4b_grounded,f6c6d40a783b,c1f6b51094ab59be_s001,员工非常友好且乐于助人。,1,1,2,
q041,A_base_4b_grounded,f6c6d40a783b,70ada2e11e49e689_s003,礼宾部服务周到。,1,1,2,
q041,A_base_4b_grounded,84953c35a9d0,bad29eb8b187257d_s002,员工友好且乐于助人。,1,1,2,
q041,A_base_4b_grounded,84953c35a9d0,5ff0bbaaea322822_s002,入住退房流程顺畅。,1,1,2,
q042,A_base_4b_grounded,f6c6d40a783b,c1f6b51094ab59be_s001,员工超级友好且乐于助人。,1,1,2,
q042,A_base_4b_grounded,f6c6d40a783b,9a95226c17686e1d_s001,房间舒适且装修精美。,1,1,2,
q042,A_base_4b_grounded,ad12fec3ad85,a3510910ff868c47_s002,员工非常友好，像住朋友家一样。,1,1,2,
q042,A_base_4b_grounded,ad12fec3ad85,881d7c3b47d0ceaf_s001,房间非常舒适且温馨。,1,1,2,
q043,A_base_4b_grounded,f6c6d40a783b,d2ed7777de95ab72_s005,酒店相对安静，地面层房间位置隐蔽，睡眠体验愉快。,1,1,2,
q043,A_base_4b_grounded,f6c6d40a783b,f06c47210d20df2f_s002,部分房间因位置隐蔽而带来舒适的睡眠环境。,1,1,2,
q046,A_base_4b_grounded,75fef46b9663,70104a60ccc20263_s002,房间舒适且宽敞,1,1,2,
q046,A_base_4b_grounded,75fef46b9663,c9e7e8769ff06792_s002,配备舒适的皇后床,1,1,2,
q046,A_base_4b_grounded,5ac72eb101c1,773410cb8381abf1_s029,房间宽敞舒适,1,1,2,
q046,A_base_4b_grounded,5ac72eb101c1,c1fc69092404fcd5_s004,床铺舒适包括沙发床,1,1,2,
q047,A_base_4b_grounded,75fef46b9663,ec1e4396484d5f98_s017,空调运行安静，街道噪音无干扰。,1,1,2,
q047,A_base_4b_grounded,75fef46b9663,c9e7e8769ff06792_s002,房间宽敞舒适，配备舒适的双人床。,1,1,2,
q047,A_base_4b_grounded,5ac72eb101c1,773410cb8381abf1_s029,房间宽敞舒适，床铺体验良好。,1,1,2,
q047,A_base_4b_grounded,5ac72eb101c1,6b20403891a74789_s004,提供耳塞，但部分住客反馈难以入睡。,1,1,2,
q048,A_base_4b_grounded,75fef46b9663,ec1e4396484d5f98_s017,空调运行安静且无街道噪音干扰。,1,1,2,
q048,A_base_4b_grounded,75fef46b9663,b28ce0d152c11807_s006,用户评价该酒店物超所值。,1,1,2,
q048,A_base_4b_grounded,5ac72eb101c1,3d6107babb5d5335_s006,用户称赞其价格低廉且设施新。,1,1,2,
q048,A_base_4b_grounded,5ac72eb101c1,6b20403891a74789_s004,提供耳塞，但用户反馈无法入睡。,1,1,2,
q077,A_base_4b_grounded,bfb10d66f821,68d99b391b76ab76_s000,位置便利，靠近Honda Center和Anaheim体育场。,1,1,2,
q077,A_base_4b_grounded,bfb10d66f821,35782c67018ebb5c_s006,服务优秀，员工友好且乐于助人。,1,1,2,
q078,A_base_4b_grounded,72a9d2fbc96c,e22a5ff4dbceef13_s002,房间非常干净舒适。,1,1,2,
q078,A_base_4b_grounded,72a9d2fbc96c,e22a5ff4dbceef13_s006,满足所有需求且价格实惠。,1,1,2,
q078,A_base_4b_grounded,bd1ba974bf11,a9b0347bca5861dc_s001,房间非常干净舒适。,1,1,2,
q078,A_base_4b_grounded,bd1ba974bf11,588d98086599b735_s005,房间宽敞并配有厨房。,1,1,2,
q079,A_base_4b_grounded,79c2d98fa1cb,223f4a0acd7fe692_s003,位于市中心附近，交通便利，可充分利用市区设施。,1,1,2,
q079,A_base_4b_grounded,79c2d98fa1cb,58dc0b366217a20_s014,入住体验良好，员工友好且服务周到。,0,0,0,
q079,A_base_4b_grounded,7669c6fc99e7,26297e902507438d_s000,位置极佳，步行可达千禧公园和河滨步道。,1,1,2,
q079,A_base_4b_grounded,7669c6fc99e7,70f5d5d92e74cd50_s002,前台员工非常友好且乐于助人。,1,1,2,
q080,A_base_4b_grounded,85a18ed72b1c,359df474d75da2a1_s008,房间干净且用户友好。,1,1,2,
q080,A_base_4b_grounded,85a18ed72b1c,9a164e5741f44370_s000,房间装饰精美且设施齐全。,1,1,2,
q080,A_base_4b_grounded,d30be52b2a2a,e2c6fdca4d0b4650_s001,房间舒适且保持清洁。,1,1,2,
q080,A_base_4b_grounded,d30be52b2a2a,f5b07d7fd5826db0_s008,价格合理，是不错的过夜选择。,1,1,2,
q081,A_base_4b_grounded,9e8bc983cff4,06ebb7d7792a3c37_s000,靠近 Waikiki 和 Ala Moana 购物中心，交通便利。,1,1,2,
q081,A_base_4b_grounded,9e8bc983cff4,62e880c744314ebb_s000,员工友好且乐于助人。,1,1,2,
q082,A_base_4b_grounded,75334fbbe64c,bfadf45508eb134c_s000,价格非常合理，性价比极高。,1,1,2,
q082,A_base_4b_grounded,75334fbbe64c,5bf951bbb6073714_s006,房间干净舒适，浴室整洁。,1,1,2,
q082,A_base_4b_grounded,445d9279fa58,74fb427c464da0e5_s005,在法国区提供合理价格的最佳选择。,1,1,2,
q082,A_base_4b_grounded,445d9279fa58,4acc930bd656557d_s002,房间非常干净且舒适。,1,1,2,
q083,A_base_4b_grounded,98bd44439ff5,d84997daa278ff03_s000,位置便利，靠近机场且方便前往奥兰多各处。,1,1,2,
q083,A_base_4b_grounded,98bd44439ff5,89f59606eb0a8ad7_s004,员工友好且乐于助人。,1,1,2,
q083,A_base_4b_grounded,e0eeae8afde3,260ed33340e4cf63_s005,位置极佳，步行可达多家餐厅并方便乘公交。,1,1,2,
q083,A_base_4b_grounded,e0eeae8afde3,ee8c97b808df0c8c_s000,员工非常友好且乐于助人。,1,1,2,
q084,A_base_4b_grounded,4ba7bdc9b246,be90326d3c9cf0f5_s004,房间干净舒适，酒店设施更新。,1,1,2,
q084,A_base_4b_grounded,4ba7bdc9b246,03ec3e9e439a160b_s000,价格符合预期，性价比高。,1,1,2,
q084,A_base_4b_grounded,7213d9173df3,e8ac16238c6cb44a_s000,房间整洁，入住体验良好。,1,1,2,
q084,A_base_4b_grounded,7213d9173df3,29d2bdcea458aad1_s001,物超所值，性价比极高。,1,1,2,
q085,A_base_4b_grounded,f6c6d40a783b,7ac0ebdb1468018c_s000,位于市中心，位置极佳。,1,1,2,
q085,A_base_4b_grounded,f6c6d40a783b,c1f6b51094ab59be_s001,员工友好且乐于助人。,1,1,2,
q085,A_base_4b_grounded,84953c35a9d0,4a1809718bb6888a_s000,位置便利，适合探索景点。,1,1,2,
q085,A_base_4b_grounded,84953c35a9d0,bad29eb8b187257d_s002,前台服务友好且高效。,1,1,2,
q086,A_base_4b_grounded,75fef46b9663,e4ef84bc184f5625_s003,房间干净、宽敞且无霉味。,1,1,2,
q086,A_base_4b_grounded,75fef46b9663,b28ce0d152c11807_s006,价格实惠，值得再次入住。,1,1,2,
q086,A_base_4b_grounded,5ac72eb101c1,06e98a924068cb93_s003,房间整洁舒适，尺寸适宜。,1,1,2,
q086,A_base_4b_grounded,5ac72eb101c1,3d6107babb5d5335_s006,价格低廉，位置优越。,1,1,2,
