sentence_id,hotel_id,city,sentence_text,aspect_gold,sentiment_gold,is_multi_aspect,notes
8ad3e7801c4a0147_s021,445d9279fa58,New Orleans,"didnt appear she wanted to hear what we had to say......here's a tip if you dont want to know the answer dont ask the question!...my advice, you can probably do better....if not try a room away from the pool area.......our 10 year enjoyed the pool and breakfast was ok, internet was ok and overall just an average experience....but New Orleans.....well that a whole other story!",,,,
8e4493c4d5441217_s000,bfb10d66f821,Anaheim,This hotel was in a great location for Disneyland and is often a great price.,,,,
8f4193c6e005f979_s001,75334fbbe64c,New Orleans,The hotel is a couple blocks off canal on Magazine (which becomes Decateur) when you cross Canal to the Quarter.,,,,
94d1690b207dd3b2_s005,98bd44439ff5,Orlando,So travel time may take a bit longer to get to the attractions.,,,,
a74c89dd7fd77c48_s001,85a18ed72b1c,Dallas,Clean - well maintained - comfortable rooms - suprisingly quiet considering it is close to several main highways - easy access - nice lite dinners each evening,,,,
aeab2e19e9cb92b3_s011,75334fbbe64c,New Orleans,The worst thing about my trip was a Boil water alert was called (it happens once in a while in this area) but the hotel handed out bottled water to the guests until the area wide situation was resolved.,,,,
aeca6e1018a8b969_s001,84953c35a9d0,San Francisco,"The location is fine for exploring San Francisco, close to transportation and only about ten minutes away from Union Square.",,,,
b76c54e2be781bc9_s004,98bd44439ff5,Orlando,"A Walmart Neighborhood Market (grocery store for those of you who don't know) was about 10min down the road, too.",,,,
b80392474c7133a5_s000,bfb10d66f821,Anaheim,Hotel is in two buildings one of which parallels the road and there is a railroad track behind both properties.,,,,
b8c886c29543489a_s004,1bb0433b9fb8,San Diego,"Ongoing construction very near the hotel, but it did not bother at all our sleep or relaxing.",,,,
bab6b44ff4b3c518_s006,445d9279fa58,New Orleans,Good space at breakfast area. Good location. Good people.,,,,
bfe89232e86be197_s000,75fef46b9663,Seattle,Beautiful hotel in a great location.,,,,
c08420ae935ef963_s002,98bd44439ff5,Orlando,"Joel Baez the Chief engineer was very helpful with my luggage , he also recommended a few restaurants in the area .",,,,
c0cfa5d546e4df3a_s002,84953c35a9d0,San Francisco,"When we go to SF, we like to walk (a lot) and visit the places the locals go.",,,,
cf0806de18aafa30_s001,62fa571ddd54,San Diego,The location is perfect - within easy walking distance (a few blocks) of the amazing restaurants and shops in Old Town.,,,,
cf4ada240eb9f3eb_s002,98bd44439ff5,Orlando,Breakfast and to go snacks were also convenient.,,,,
cfabd6b0026c0d4e_s002,f6c6d40a783b,San Francisco,The location is great - whilst not ON Union Square,,,,
d42afd75409de0be_s003,bfb10d66f821,Anaheim,The staff works hard to keep it well supplied and the dining area clean.,,,,
d65bd3a60923d8b0_s003,445d9279fa58,New Orleans,I protested and they relented but our rooms were not side by side but quite a distance from each other.,,,,
e850e11d2a225644_s014,bfb10d66f821,Anaheim,The staff was nice and the area that the hotel was in was decent too.,,,,
eefa3b402d59a975_s004,75334fbbe64c,New Orleans,small but pretty pool area.,,,,
f5a81a218e76d5a6_s010,b115571efdc5,San Diego,Thank you for choosing our conveniently located accommodations for your stay and for taking the time to let us know how we are doing.,,,,
fb2dd30b49aae0d0_s002,9e8bc983cff4,Honolulu,Hotel is on the edge of the resort area.,,,,
17ab5e2b5b80e494_s004,445d9279fa58,New Orleans,Courtyard was nice and quiet.,,,,
19168c634522cfa1_s001,75334fbbe64c,New Orleans,"Walking distance to all downtown sites yet not in a crazy area that is loud and partying all night Dear Christie R., Thank you for taking the time to leave feedback on your stay here at the St. James Hotel.",,,,
21e51ded76553700_s000,f6c6d40a783b,San Francisco,"- Excellent location- Comfortable, supportive, king sized bed- storage space for luggage- free access to in-room safe- reasonable bathroom amenities - good sized writing desk for planning your day- helpful staff (didn't call on their help much though)- slightly noisy with ventilation ducting and noise from the corridors but acceptable still- refurbishment work not a problem (carpet laying still when we arrived)- near Union Square so some noise associated with proximity. Not too bad.",,,,
27359def32a98522_s002,445d9279fa58,New Orleans,"The location is far enough off of Bourbon Street so there is little to no noise, but close enough for all the fun.",,,,
28c5e7703cb5805e_s002,cabad4abd2ba,Orlando,"Had large, king-bed room on top floor with good size mini-fridge, small microwave, coffee maker and combo radio/alarm/sound machine, safe, plus ironing board iron in room.",,,,
2f9ba7de916cc18c_s011,4ba7bdc9b246,San Diego,"We did stay on the north-end of the hotel, so I can't speak for the south-end where there are some restaurants/bars right next door that get loud at night/on weekends.",,,,
36510363d77a706d_s002,445d9279fa58,New Orleans,It is a bit noisy but if you want to be in town you will have noise anyway.,,,,
50df464ad4cd0c88_s000,b115571efdc5,San Diego,This is old hotel located on a loud main road.,,,,
50df464ad4cd0c88_s001,b115571efdc5,San Diego,Don't look for a good nights sleep here because of the noise from cars racing up and down the street.,,,,
527721ef7c2c5397_s001,f6c6d40a783b,San Francisco,It was also very noisy on the back of the building with garbage pick up and bottles clanging til the wee hours!Thank you for sharing your stay with us.,,,,
5471c0307eb3c900_s000,f6c6d40a783b,San Francisco,"Don't. do. it. This place is pretty crummy, really loud, all the walls are dark gray, the hallways are built for midgets, the floors slope, the furniture is too crudy even for Ikea - no chairs except these metal things that are not comfortable, the lights are about 20watts, the bathroom walls are those sheets of plastic made to look like tile....there is a Starbucks downstairs - yay - but does not make up for Uncle Fester, Lurch and Morticia who obviously were consulted on the decor and layout.",,,,
5d5c08b0a60f6481_s004,4ba7bdc9b246,San Diego,The rooms were quiet and comfortable.,,,,
5e6a41972e2288d9_s000,75334fbbe64c,New Orleans,This hotel is very well located - close to action but far away enough to be quiet and relaxing.,,,,
627cc84e2e9930bd_s008,7213d9173df3,San Diego,I wasn't disturbed by it.,,,,
6d6f23f0f75a0bdd_s005,e0eeae8afde3,Orlando,if you just want somewhere to sleep then book this hotel if you want a nice 5 star hotel don't book here.....,,,,
6d94f32b1f0897dd_s000,f6c6d40a783b,San Francisco,Smallest room but that's SF! We got an interior room away from the street so it was quiet.,,,,
6de6181858aa8d78_s001,e0eeae8afde3,Orlando,"Every day when we came back to the room after visiting the theme parks the walls were wet, all our clothes were wet and the beds were wet!Our view from the room window was a blank wall and therefore the room was always dark.",,,,
7b4f267a2557c0f2_s001,445d9279fa58,New Orleans,"The hotel was clean,quiet, and comfortable.",,,,
7f48b8079a8962cc_s017,bfb10d66f821,Anaheim,"Having a scaredy-cat (yes, our cat), in the room with us the first night, the kids across the hall and the person walking above us seemed loud.",,,,
883c8e8c0e6f9edc_s003,445d9279fa58,New Orleans,"It certainly made for a very nice welcome at check-in (which was efficient and quick).After quickly settling in, I was off to explore the French Quarter and the hotel location on the edge of the historic district makes walking to everything quite easy, yet it's just far enough away from the nightlife to keep things quiet at night.",,,,
8c673c68bc173d2d_s005,84953c35a9d0,San Francisco,"The decor is very nice as well---- room walls are not sound proof in the least, so light sleepers take warning!",,,,
8c7ad2a04e00d08b_s016,75fef46b9663,Seattle,Street noise is not a problem.,,,,
8e26793b983615cf_s008,f6c6d40a783b,San Francisco,"Several times I attempted to stick them on the wall of the shower, but every time they would fall, startling me.",,,,
9f75b3bab41316aa_s003,62fa571ddd54,San Diego,"Great area to stay and a clean, quiet, comfortable hotel.",,,,
a85a7d10d0557a33_s002,98bd44439ff5,Orlando,Wonder what other rodent will come out of the wall.,,,,
a8fcc13db8ce02ac_s000,f6c6d40a783b,San Francisco,"How can you beat a champagne welcome before going to your quiet, comfy, updated room that is close to great shopping, great restaurants and the theater, not to mention an easy walk to business appointments in the financial district.",,,,
aa358c3cd75d930b_s003,445d9279fa58,New Orleans,"It was sort of at the beginning of the French Quarter, so it was not too loud, but it was easy to walk to Bourbon Street, Royal Street, etc.",,,,
aeca6e1018a8b969_s003,84953c35a9d0,San Francisco,Our early morning wake up call for the half marathon was as requested.,,,,
af3edf9a5dd999d9_s003,98bd44439ff5,Orlando,The beds were comfortable and I was able to get a good nights sleep and a hearty breakfast before my flight back.,,,,
b646d1b44374b892_s001,f6c6d40a783b,San Francisco,It was noisy outside but we expected that as I've been to San Fran many times.,,,,
baf2829d2a8301fa_s002,85a18ed72b1c,Dallas,"This property sits right on the Stemmons freeway, which is quite noisy, all the time.",,,,
c25e621e281b296f_s008,4ba7bdc9b246,San Diego,The TV was out dated - they were replacing them with wall mounted flat screens however.,,,,
c25e621e281b296f_s017,4ba7bdc9b246,San Diego,The hotel is on the Pacific Beach boardwalk - there is noise.,,,,
c397773b1496a345_s002,e0eeae8afde3,Orlando,Got 2 rooms for a good price and it was just a place to sleep and shower before getting on the road home.,,,,
c3e79b1b9a74c77e_s012,84953c35a9d0,San Francisco,There was noise in the night when sirens went by.,,,,
c7acc8513f9a1816_s005,75fef46b9663,Seattle,"Someone said it was a noisy intersection, we didn't notice, our window faced the front of the hotel.",,,,
c853e1650f949d22_s013,e0eeae8afde3,Orlando,"Shower was moldy, pipes were loud, and pressure/temperature would vary greatly during your shower.",,,,
d3496e63a140fd88_s000,445d9279fa58,New Orleans,"We got in late due to car trouble during our honeymoon road trip, and not only did Robert and the rest of the wonderful front desk staff save us a parking spot and greet us warmly, they upgraded us to a suite for our stay!",,,,
d723bef66c29cba4_s007,84953c35a9d0,San Francisco,I wish you would have booked directly to avoid 3rd party issues with these companies and hope you called me directly so that we could have accommodated your request due to this unfortunate incident.,,,,
d9b3f36c13a73a6b_s008,445d9279fa58,New Orleans,The location results in a quieter sleep but verify your surroundings before venturing.,,,,
ddf641a10686b0db_s006,7213d9173df3,San Diego,"Rooms are super clean, quiet, and comfy!",,,,
e2c6fdca4d0b4650_s003,d30be52b2a2a,Dallas,"The street behind the hotel was a bit noisy but overall, it was a pleasant stay.",,,,
eb502decea6868f3_s004,f6c6d40a783b,San Francisco,The room is clean but had a view of brick wall from the windows.,,,,
ec1e4396484d5f98_s018,75fef46b9663,Seattle,King Sized bed was comfy with lots of pillows. Noisy -,,,,
ee65b5c457d6a3a3_s002,62fa571ddd54,San Diego,I could stay here with calm condition after my business and go to conversation center within 15 minutes by Uber.,,,,
f094cae19c4a2484_s004,4ba7bdc9b246,San Diego,It did quiet down as the night went on.,,,,
f253f9a8b85c23d0_s005,d702791f5180,San Francisco,"The down sides were apparent straight away, our room was facing the corner of a busy junction, on the 6th floor....the constant traffic woke us up frequently as did the fire trucks which used their sirens freely and at least twice in the night, every night!!!!!",,,,
f5204938ef4c433e_s000,f6c6d40a783b,San Francisco,I can't sleep comfortably in a hotel if I don't feel my room is clean.,,,,
fa645e7f09435edd_s000,445d9279fa58,New Orleans,"This small, almost boutique hotel on the boundary of the French Quarter offers a quiet respite from the hullabaloo of Bourbon Street, and the French Market just three blocks away.",,,,
06880a3b0199e02b_s001,f6c6d40a783b,San Francisco,"Front desk staff are excellent, and knowledgeable about San Francisco.",,,,
0e633054a15fe971_s000,98bd44439ff5,Orlando,"It may look decent outside, but the rooms are not that great.",,,,
16bf95563c918e98_s027,4ba7bdc9b246,San Diego,"All in all, the room is very comfortable.",,,,
1b1fece8ca00ba29_s010,4ba7bdc9b246,San Diego,Beds were comfortable and the linens were good quality.,,,,
1f7711a453b6dc94_s009,e0eeae8afde3,Orlando,"i doubt it, so why moan about it on holidaythey have free wi-fi in the lobby and at certain areas by the pool.i would stay at this hotel again no bother, its good value for money, its a basic hotel and you have to keep this in mind when you go, if your looking for a good location, and a clean hotel its great!!! :)",,,,
26ed7fa129873153_s002,b115571efdc5,San Diego,No remote for TV. Leak in lobby.,,,,
30d4c81010a302e8_s052,75334fbbe64c,New Orleans,We went back down and asked a different desk lady if we could get a breakfast slip.,,,,
359df474d75da2a1_s015,85a18ed72b1c,Dallas,The property is well kept with a beautiful pool area with a hot whirlpool and barbecue.,,,,
37f16a287bf567ee_s004,75334fbbe64c,New Orleans,Second night returning to the room at 5 pm---room was not touched--had to call front desk and they said O No the maids were running behind.,,,,
3a654c85cdd69574_s001,b115571efdc5,San Diego,"there was no room for us, but the receptionist did say she would get a cleaner on to a room straight away.",,,,
4031a7045124ec2b_s003,75334fbbe64c,New Orleans,Valet parking was a bit expensive but it's like that in all of New Orleans.,,,,
459bc6b05cec2cb9_s005,bd1ba974bf11,Atlanta,So they gave us a room knowingly had problems.,,,,
4b756f32305f800a_s001,75fef46b9663,Seattle,The large suite was very comfortable and well appointed but the air conditioner was very noisy and the pipes were leaking from the unit.,,,,
4c9f3c3f7b8050e9_s012,75334fbbe64c,New Orleans,and I do hope you give us another to chance to show you what our rooms have to offer! Sincerely,,,,
627cc84e2e9930bd_s003,7213d9173df3,San Diego,All places we wanted to go were within 5 miles. Comfy bed.,,,,
627cc84e2e9930bd_s018,7213d9173df3,San Diego,"Examples: Scrabbles eggs, sausage links, sausage patties, ham, gravy, biscuits, omelets, home style brkfst potatoes/hash brown dish, oatmeal, hard boiled eggs, variety of fruit, muffins, bagels and breads (toast it yourself), make your own waffles, 4-5 different dry cereals, variety of yogurt cups, variety of coffee, tea, oj, apple juice, milk.",,,,
667c54a4b3af8e17_s006,f6c6d40a783b,San Francisco,The fitness rooms is crowded if there are more than two people in it.,,,,
6b37d1f2b85f4422_s004,5ac72eb101c1,Seattle,Underground parking is really nice during the cold and rainy months.,,,,
773410cb8381abf1_s031,5ac72eb101c1,Seattle,"It has 2 doors, one opens to the main living area and the other opens to a bedroom.",,,,
7e97a6e85a7bbcfc_s007,f6c6d40a783b,San Francisco,"There were plenty of hangers in the closet, the HVAC all worked lovely without any noise and the televisions worked great as well.",,,,
84c91d5b7c0b5139_s005,b115571efdc5,San Diego,Another plus was that I was able to get 2 queen beds at the same price as 1 King.,,,,
85929a07010c58c8_s003,4ba7bdc9b246,San Diego,Underground parking- at a daily charge- is very convenientThank you for the terrific review!,,,,
8ab2bf9e480477a2_s001,f6c6d40a783b,San Francisco,"When we were headed to our room in the elevator a guest made a comment that the rooms were small so we were expecting that when we opened the door, but were pleasantly suprised.",,,,
8ad3e7801c4a0147_s003,445d9279fa58,New Orleans,To call it a plus just because it has internet a pool and breakfast is a long shot.,,,,
8bc48f9820a05495_s003,7213d9173df3,San Diego,"For those traveling with small children, our room only had a shower. Our 2 yr.",,,,
8e8d31bc8b95b2c3_s012,4ba7bdc9b246,San Diego,"Later this spring we will continue the process with new bedding and window treatments, in addition to new lighting throughout the property.",,,,
972b79e4c492ea56_s000,5ac72eb101c1,Seattle,"I wanted to tell the manager wow that was a noisey toilet, wow that was a noisey heater!",,,,
98c8acc623a70323_s007,75334fbbe64c,New Orleans,Loved the wifi too!Thanks for choosing to stay with us at the St James Hotel in New Orleans.,,,,
9a7f4fd030eb2f77_s000,b115571efdc5,San Diego,I was very pleased with the room we stayed in.,,,,
a0bb9d5bb541453e_s016,84953c35a9d0,San Francisco,The website says parking is available but fails to mention it is either expensive valet or several blocks away.,,,,
b02d04e90bce4dc4_s013,75fef46b9663,Seattle,We're working to improve our Wi-Fi for the future.,,,,
b80392474c7133a5_s009,bfb10d66f821,Anaheim,The free parking is unusual for hotels in the area and appreciated.,,,,
baf2829d2a8301fa_s004,85a18ed72b1c,Dallas,The chair in my room (room 525) looked like a cat used it for a scratching post!!,,,,
c82f0d3622a3c7b2_s004,f6c6d40a783b,San Francisco,Annoying chain curtain on closet. Tiny bathroom.,,,,
c8b535cc071a1b2f_s003,1bb0433b9fb8,San Diego,"We had a corner room with bay view, which was nice.",,,,
c8dbee813894ba8f_s009,f6c6d40a783b,San Francisco,"The bathroom is slightly bigger than a closet, with no room or shelves to put your stuff.",,,,
cb9f94c59d15929f_s004,f6c6d40a783b,San Francisco,"Other hotels provide guests with a complementary mint on the pillow, Diva provide a temporary tattoo of the hotel logo.",,,,
d4a87fb3856ca577_s002,75334fbbe64c,New Orleans,"Got one room first, arrived to the room and there was a lot of luggage in the room.",,,,
db736cf01ab1627a_s003,445d9279fa58,New Orleans,"They have parking, for a charge, and we ere able to leave our car when we checked out until the afternoon. Very helpful.",,,,
ddabd8762e81b8f7_s003,445d9279fa58,New Orleans,There's hardly room for your toiletries and you have to remove them if you want to make coffee.,,,,
e0c23a7b7a812322_s011,1bb0433b9fb8,San Diego,The only issue or nuisance at the hotel was that the elevator doors open and close really fast.,,,,
e850e11d2a225644_s022,bfb10d66f821,Anaheim,You order what you want the night before and they pack it up for you the next morning so you can take it back to your room.,,,,
ec1e4396484d5f98_s004,75fef46b9663,Seattle,The only other option is street parking (move it by 8AM) or metered lot across the street.,,,,
ec4da99aa69944e8_s002,1bb0433b9fb8,San Diego,"It was comfortable and also very practical with a small sitting area, a couch, and a desk with views to the outside.",,,,
f1f6a9c7aa1c8d3c_s001,98bd44439ff5,Orlando,"Are very interested in clean, comfortable lodgings with a good start to the day with a great breakfast included in the room rate.",,,,
f4960e499c5acf38_s012,e0eeae8afde3,Orlando,Toilet ran- had to giggle the handle every time to stop water flow.,,,,
f86f504e58eb3990_s001,f6c6d40a783b,San Francisco,The amenities in the bathroom and the showers were top notch.,,,,
f96c1156a872de70_s005,d702791f5180,San Francisco,"The lobby is perfectly nice, did not smell, and I was very comfortable sitting there waiting for my ubers.",,,,
fcc5253f58ad2921_s002,98bd44439ff5,Orlando,The lady didn't even offer another room to shower in!,,,,
0e633054a15fe971_s007,98bd44439ff5,Orlando,And the jacuzzi was out of service.,,,,
0fb2665086639e10_s000,7213d9173df3,San Diego,Very Hilton-y. I know what to expect. Good service. Updated rooms.,,,,
118da29cf723849c_s001,f6c6d40a783b,San Francisco,Staff were friendly.,,,,
1b9ed32dbedd3249_s003,bd1ba974bf11,Atlanta,"The breakfast was very god with variety, and the valet was efficient and FAST!",,,,
22ddfcd6212d702b_s002,79c2d98fa1cb,Chicago,"The staff was very friendly, the rooms were clean comfortable.",,,,
260ed33340e4cf63_s016,e0eeae8afde3,Orlando,The staff at the hotel are lovely and friendly.,,,,
