query_id,group_id,hotel_id,aspect,sentence_id,reason_text,citation_exists,in_current_evidence_pack,support_score,notes
q007,G2,72a9d2fbc96c,service,4f7e030a6132d7b7_s005,前台友好欢迎，礼宾员乐于助人。,1,1,2,
q007,G2,bd1ba974bf11,cleanliness,a9b0347bca5861dc_s001,房间干净舒适，设施齐全。,1,1,2,
q007,G2,bd1ba974bf11,service,877849bcb709f0bd_s002,员工友好且乐于助人。,1,1,2,
q012,G2,79c2d98fa1cb,service,9bb9606134929856_s011,服务友好且价格合理。,1,1,2,
q012,G2,79c2d98fa1cb,room_facilities,c406dcc729c5503f_s002,房间大小适中。,1,1,2,
q012,G2,7669c6fc99e7,service,26297e902507438d_s002,员工非常乐于助人。,1,1,2,
q012,G2,7669c6fc99e7,room_facilities,4d41af7e95defdf8_s001,房间舒适且视野极佳。,1,1,2,
q017,G2,85a18ed72b1c,room_facilities,9a164e5741f44370_s000,房间装饰精美、床铺舒适且设施齐全。,1,1,2,
q017,G2,85a18ed72b1c,quiet_sleep,74253f6620c5c202_s005,尽管靠近高速公路，但房间依然很安静。,1,1,2,
q017,G2,d30be52b2a2a,room_facilities,e2c6fdca4d0b4650_s002,套房布局舒适，房间空间大。,1,1,2,
q017,G2,d30be52b2a2a,quiet_sleep,e2c6fdca4d0b4650_s003,整体住宿体验愉快，外部噪音可控。,1,1,2,
q022,G2,9e8bc983cff4,value,63e33c9ade80d177_s000,价格合理，符合威基基标准。,1,1,2,
q022,G2,9e8bc983cff4,value,d3d67f7d7ce5c6a6_s000,价格对威基基地区来说很好。,1,1,2,
q027,G2,75334fbbe64c,location_transport,e0eb47498dba499b_s006,位于新奥尔良景点附近，步行距离适中。,1,1,2,
q027,G2,75334fbbe64c,value,bfadf45508eb134c_s000,价格非常合理，性价比极高。,1,1,2,
q027,G2,445d9279fa58,location_transport,667beb34e7d7221a_s000,位于法国区边缘，步行即可到达市中心。,1,1,2,
q027,G2,445d9279fa58,value,74fb427c464da0e5_s005,提供合理价格，是法国区最好的交易。,1,1,2,
q032,G2,98bd44439ff5,cleanliness,46202b133789e043_s000,客人评价酒店非常干净。,1,1,2,
q032,G2,98bd44439ff5,location_transport,0389b211be86be67_s000,位置便利，靠近机场且方便前往奥兰多各处。,1,1,2,
q032,G2,e0eeae8afde3,cleanliness,4518e9b0cfe37353_s001,房间宽敞且干净。,1,1,2,
q032,G2,e0eeae8afde3,location_transport,260ed33340e4cf63_s005,位置极佳，可步行至餐厅并乘坐公交前往奥兰多各地。,1,1,2,
q037,G2,4ba7bdc9b246,cleanliness,daff2592f3c3b6f3_s003,客房及酒店整体非常干净且更新及时。,1,1,2,
q037,G2,4ba7bdc9b246,service,7689e874d3a835fd_s000,员工非常友好、乐于助人且响应迅速。,1,1,2,
q037,G2,7213d9173df3,cleanliness,e8ac16238c6cb44a_s000,房间干净，酒店设施整洁。,1,1,2,
q037,G2,7213d9173df3,service,627cc84e2e9930bd_s024,所有员工都非常友好且乐于助人。,1,1,2,
q042,G2,f6c6d40a783b,service,c1f6b51094ab59be_s001,员工超级友好且乐于助人。,1,1,2,
q042,G2,f6c6d40a783b,room_facilities,9a95226c17686e1d_s001,房间舒适且装修精美。,1,1,2,
q042,G2,ad12fec3ad85,service,a3510910ff868c47_s002,员工非常友好，像住朋友家一样。,1,1,2,
q042,G2,ad12fec3ad85,room_facilities,881d7c3b47d0ceaf_s001,房间非常舒适且温馨。,1,1,2,
q047,G2,75fef46b9663,quiet_sleep,ec1e4396484d5f98_s017,空调运行安静，街道噪音无干扰。,1,1,2,
q047,G2,75fef46b9663,room_facilities,c9e7e8769ff06792_s002,房间宽敞舒适，配备舒适的双人床。,1,1,2,
q047,G2,5ac72eb101c1,room_facilities,773410cb8381abf1_s029,房间宽敞舒适，床铺体验良好。,1,1,2,
q047,G2,5ac72eb101c1,quiet_sleep,6b20403891a74789_s004,提供耳塞，但部分住客反馈难以入睡。,1,1,2,
q003,G2,bfb10d66f821,quiet_sleep,a50fcbdf6353e969_s010,用户主动要求移至庭院侧后，其余住宿期间非常安静。,1,1,2,
q003,G2,bfb10d66f821,service,58a03e970d581959_s012,服务与其他万豪品牌一致，员工友好且乐于助人。,1,1,2,
q008,G2,e73773333429,quiet_sleep,9eb6d3fc17f2c35f_s004,环境非常安静舒适，适合睡眠。,1,1,2,
q008,G2,e73773333429,room_facilities,9eb6d3fc17f2c35f_s003,房间宽敞现代，配备齐全。,1,1,2,
q008,G2,72a9d2fbc96c,room_facilities,4f7e030a6132d7b7_s003,床铺舒适，家具设施良好。,1,1,2,
q008,G2,72a9d2fbc96c,quiet_sleep,2452c71c77d57902_s000,背景有圣诞音乐，氛围宁静。,1,1,2,
q013,G2,79c2d98fa1cb,quiet_sleep,64a198c9f6ff9412_s029,酒店强调良好睡眠是商务旅行的基本需求。,1,1,2,
q018,G2,d30be52b2a2a,quiet_sleep,e2c6fdca4d0b4650_s003,街道虽有噪音但整体住宿愉快。,1,1,2,
q018,G2,d30be52b2a2a,value,f5b07d7fd5826db0_s008,价格合理，是不错的过夜选择。,1,1,2,
q018,G2,85a18ed72b1c,quiet_sleep,74253f6620c5c202_s005,房间安静，尽管靠近高速公路。,1,1,2,
q023,G2,9e8bc983cff4,location_transport,06ebb7d7792a3c37_s006,靠近Waikiki，交通方便，步行可达购物中心和租车公司。,1,1,2,
q023,G2,9e8bc983cff4,quiet_sleep,51715f1f263e4378_s000,位于Waikiki北端，远离喧嚣，适合安静睡眠。,1,1,1,
q028,G2,445d9279fa58,quiet_sleep,32028f96838e6cc4_s013,酒店位置适中，睡觉时不受噪音干扰。,1,1,2,
q028,G2,445d9279fa58,cleanliness,4acc930bd656557d_s002,酒店非常干净舒适。,1,1,2,
q028,G2,75334fbbe64c,quiet_sleep,37724c3ad7c6137e_s004,房间安静舒适，床垫枕头很舒服。,1,1,2,
q028,G2,75334fbbe64c,cleanliness,40aafea769bc74aa_s001,房间干净且温馨。,1,1,2,
q033,G2,cabad4abd2ba,service,76a8765f4e44d95a_s001,员工友好且乐于助人,1,1,2,
q033,G2,cabad4abd2ba,service,df6918937fa1eee4_s001,员工礼貌且积极服务,1,1,2,
q033,G2,e0eeae8afde3,service,260ed33340e4cf63_s016,员工友好友善,1,1,2,
q033,G2,e0eeae8afde3,service,6d6f23f0f75a0bdd_s003,工作人员表现良好,1,1,2,
q038,G2,62fa571ddd54,quiet_sleep,a8bd10563da4a4ba_s006,房间安静，交通噪音无碍睡眠。,1,1,1,
q038,G2,62fa571ddd54,quiet_sleep,ee65b5c457d6a3a3_s002,可安静休息，15 分钟可达交流中心。,1,1,2,
q038,G2,4ba7bdc9b246,quiet_sleep,1b1fece8ca00ba29_s009,房间非常安静且舒适。,1,1,2,
q038,G2,4ba7bdc9b246,room_facilities,7689e874d3a835fd_s015,未发现房间水损问题。,1,1,2,
q043,G2,f6c6d40a783b,quiet_sleep,d2ed7777de95ab72_s005,整体相对安静，但存在街道噪音和楼下餐厅干扰。,1,1,2,
q048,G2,75fef46b9663,quiet_sleep,ec1e4396484d5f98_s017,空调不吵且无街道噪音。,1,1,2,
q048,G2,75fef46b9663,value,b28ce0d152c11807_s006,用户认为性价比极佳。,1,1,2,
q048,G2,5ac72eb101c1,value,3d6107babb5d5335_s006,新装修且价格低廉。,1,1,2,
q048,G2,5ac72eb101c1,quiet_sleep,6b20403891a74789_s004,提供耳塞（虽未完全解决）。,1,1,2,
q077,G2,bfb10d66f821,location_transport,68d99b391b76ab76_s000,位置便利，靠近Honda Center和Anaheim体育场。,1,1,2,
q077,G2,bfb10d66f821,service,35782c67018ebb5c_s006,服务优秀，员工友好且乐于助人。,1,1,2,
q078,G2,72a9d2fbc96c,cleanliness,e22a5ff4dbceef13_s002,房间非常干净舒适。,1,1,2,
q078,G2,72a9d2fbc96c,value,50cd75dba3bd3f7e_s000,性价比高，满足所有需求。,1,1,2,
q078,G2,bd1ba974bf11,cleanliness,a9b0347bca5861dc_s001,房间非常干净舒适。,1,1,2,
q078,G2,bd1ba974bf11,room_facilities,588d98086599b735_s005,房间宽敞并配有厨房。,1,1,2,
q079,G2,79c2d98fa1cb,location_transport,223f4a0acd7fe692_s003,位于市中心附近，交通便利，可充分利用市区设施。,1,1,2,
q079,G2,79c2d98fa1cb,service,58dc0b366217a20_s014,入住体验良好，员工友好且服务周到。,0,0,0,
q079,G2,7669c6fc99e7,location_transport,26297e902507438d_s000,位置极佳，步行可达千禧公园和河滨步道。,1,1,2,
q079,G2,7669c6fc99e7,service,70f5d5d92e74cd50_s002,前台员工非常友好且乐于助人。,1,1,2,
q080,G2,85a18ed72b1c,cleanliness,359df474d75da2a1_s008,房间干净且用户友好。,1,1,2,
q080,G2,85a18ed72b1c,room_facilities,9a164e5741f44370_s000,房间装饰精美且设施齐全。,1,1,2,
q080,G2,d30be52b2a2a,cleanliness,e2c6fdca4d0b4650_s001,房间舒适且保持清洁。,1,1,2,
q080,G2,d30be52b2a2a,value,f5b07d7fd5826db0_s008,价格合理，是不错的过夜选择。,1,1,2,
q081,G2,9e8bc983cff4,location_transport,06ebb7d7792a3c37_s000,靠近 Waikiki 和购物区，交通便利。,1,1,2,
q081,G2,9e8bc983cff4,service,62e880c744314ebb_s000,员工友好且乐于助人。,1,1,2,
q082,G2,75334fbbe64c,value,bfadf45508eb134c_s000,价格非常合理，性价比极高。,1,1,2,
q082,G2,75334fbbe64c,cleanliness,5bf951bbb6073714_s006,房间干净舒适，浴室整洁。,1,1,2,
q082,G2,445d9279fa58,value,74fb427c464da0e5_s005,在法国区提供合理价格的最佳选择。,1,1,2,
q082,G2,445d9279fa58,cleanliness,4acc930bd656557d_s002,房间非常干净且舒适。,1,1,2,
q083,G2,98bd44439ff5,location_transport,d84997daa278ff03_s000,位置便利，靠近机场且方便前往奥兰多各处。,1,1,2,
q083,G2,98bd44439ff5,service,89f59606eb0a8ad7_s004,员工友好且乐于助人。,1,1,2,
q083,G2,e0eeae8afde3,location_transport,260ed33340e4cf63_s005,位置极佳，步行可达多家餐厅并方便乘公交。,1,1,2,
q083,G2,e0eeae8afde3,service,ee8c97b808df0c8c_s000,员工非常友好且乐于助人。,1,1,2,
q084,G2,4ba7bdc9b246,cleanliness,be90326d3c9cf0f5_s004,房间干净舒适，酒店设施更新。,1,1,2,
q084,G2,4ba7bdc9b246,value,03ec3e9e439a160b_s000,价格符合预期，性价比高。,1,1,2,
q084,G2,7213d9173df3,cleanliness,e8ac16238c6cb44a_s000,房间整洁，入住体验良好。,1,1,2,
q084,G2,7213d9173df3,value,29d2bdcea458aad1_s001,物超所值，性价比极高。,1,1,2,
q085,G2,f6c6d40a783b,location_transport,7ac0ebdb1468018c_s000,位于市中心，位置极佳。,1,1,2,
q085,G2,f6c6d40a783b,quiet_sleep,d2ed7777de95ab72_s005,房间相对安静，睡眠体验舒适。,1,1,2,
q085,G2,84953c35a9d0,location_transport,4a1809718bb6888a_s000,位置便利，适合探索景点。,1,1,2,
q085,G2,84953c35a9d0,service,bad29eb8b187257d_s002,员工友好且乐于助人。,1,1,2,
q086,G2,75fef46b9663,cleanliness,e4ef84bc184f5625_s003,房间干净、宽敞且无霉味。,1,1,2,
q086,G2,75fef46b9663,value,b28ce0d152c11807_s006,价格实惠，值得再次入住。,1,1,2,
q086,G2,5ac72eb101c1,cleanliness,06e98a924068cb93_s003,房间整洁舒适，尺寸适宜。,1,1,2,
q086,G2,5ac72eb101c1,value,3d6107babb5d5335_s006,价格低廉，位置优越。,1,1,2,
q004,G2,bfb10d66f821,location_transport,68d99b391b76ab76_s000,位置非常便利，靠近Honda Center和Anaheim体育场。,1,1,2,
q009,G2,72a9d2fbc96c,cleanliness,4f7e030a6132d7b7_s000,用户评价房间非常干净且舒适。,1,1,2,
q009,G2,72a9d2fbc96c,cleanliness,e22a5ff4dbceef13_s002,住客反馈房间整洁舒适。,1,1,2,
q009,G2,bd1ba974bf11,cleanliness,a9b0347bca5861dc_s001,酒店大堂干净，房间整洁舒适。,1,1,2,
q009,G2,bd1ba974bf11,cleanliness,789e445a28355d5c_s004,住客表示酒店始终保持干净。,1,1,2,
q014,G2,79c2d98fa1cb,service,a9b31551cfbd228d_s000,员工友好且入住体验良好。,1,1,2,
q014,G2,79c2d98fa1cb,service,9bb9606134929856_s011,服务出色且价格合理。,1,1,2,
q014,G2,7669c6fc99e7,service,70f5d5d92e74cd50_s002,员工非常友好且乐于助人。,1,1,2,
q014,G2,7669c6fc99e7,service,26297e902507438d_s001,客房和早餐服务很棒。,1,1,2,
q019,G2,85a18ed72b1c,room_facilities,9a164e5741f44370_s000,房间装饰精美且舒适，设施丰富。,1,1,2,
q019,G2,85a18ed72b1c,room_facilities,75cd712953cb206b_s004,床铺非常舒适。,1,1,2,
q019,G2,d30be52b2a2a,room_facilities,e2c6fdca4d0b4650_s002,套房布局不错，房间空间大。,1,1,2,
q019,G2,d30be52b2a2a,room_facilities,240066085a3d19d6_s005,房间状况良好，无污渍异味。,1,1,2,
q029,G2,75334fbbe64c,value,bfadf45508eb134c_s000,价格非常合理，性价比极高。,1,1,2,
q029,G2,75334fbbe64c,value,30d4c81010a302e8_s018,酒店价值表现卓越。,1,1,2,
q029,G2,445d9279fa58,value,74fb427c464da0e5_s005,在法国区提供合理价格，性价比最高。,1,1,2,
q029,G2,445d9279fa58,value,8e502fab33b4b04f_s001,相比其他选择，这是最划算的住宿方案。,1,1,2,
q034,G2,e0eeae8afde3,location_transport,260ed33340e4cf63_s005,位置极佳，步行可达多家餐厅并方便乘坐公交。,1,1,2,
q034,G2,e0eeae8afde3,location_transport,c853e1650f949d22_s029,可步行至众多餐厅，且能乘坐公交前往奥兰多各地。,1,1,2,
q034,G2,98bd44439ff5,location_transport,0389b211be86be67_s000,位置便利，靠近奥兰多桑福德国际机场。,1,1,2,
q034,G2,98bd44439ff5,location_transport,d84997daa278ff03_s000,位于繁忙街道，方便前往奥兰多各个区域。,1,1,2,
q039,G2,4ba7bdc9b246,cleanliness,be90326d3c9cf0f5_s004,房间干净舒适，设施更新。,1,1,2,
q039,G2,4ba7bdc9b246,cleanliness,daff2592f3c3b6f3_s003,酒店和房间整洁且现代化。,1,1,2,
q039,G2,7213d9173df3,cleanliness,e8ac16238c6cb44a_s000,入住方便，房间干净。,1,1,2,
q039,G2,7213d9173df3,cleanliness,627cc84e2e9930bd_s010,酒店和房间非常干净。,1,1,2,
q044,G2,f6c6d40a783b,service,c1f6b51094ab59be_s001,员工非常友好且乐于助人。,1,1,2,
q044,G2,f6c6d40a783b,service,70ada2e11e49e689_s003,礼宾部服务周到。,1,1,2,
q044,G2,84953c35a9d0,service,bad29eb8b187257d_s002,员工友好且乐于助人。,1,1,2,
q044,G2,84953c35a9d0,service,5ff0bbaaea322822_s002,入住退房流程顺畅。,1,1,2,
q049,G2,75fef46b9663,room_facilities,70104a60ccc20263_s002,房间舒适且宽敞，配备舒适的双人床。,1,1,2,
q049,G2,75fef46b9663,room_facilities,c9e7e8769ff06792_s002,房间空间大，床铺舒适。,1,1,2,
q049,G2,5ac72eb101c1,room_facilities,773410cb8381abf1_s029,房间宽敞舒适，套房体验极佳。,1,1,2,
q049,G2,5ac72eb101c1,room_facilities,c1fc69092404fcd5_s004,床铺舒适，包括可转换沙发床。,1,1,2,
q005,G2,bfb10d66f821,cleanliness,748a79568a9e9fa0_s002,房间干净舒适，酒店安静。,1,1,2,
q005,G2,bfb10d66f821,cleanliness,981e7e67c0f0b02c_s002,酒店本身干净舒适。,1,1,2,
q010,G2,72a9d2fbc96c,service,35cf9447cc61d45e_s002,员工热情且乐于助人，前台友好欢迎。,1,1,2,
q010,G2,72a9d2fbc96c,service,8cb0461386a27538_s006,礼宾员总是微笑并提供帮助。,1,1,2,
q010,G2,bd1ba974bf11,service,789e445a28355d5c_s009,服务完美，非常适合搬迁入住。,1,1,2,
q010,G2,bd1ba974bf11,service,877849bcb709f0bd_s002,所有员工都友好且乐于助人。,1,1,2,
q015,G2,7669c6fc99e7,room_facilities,60c4e5df8c859e75_s000,房间舒适且视野极佳，住客对房间非常满意。,1,1,2,
q015,G2,7669c6fc99e7,room_facilities,4d41af7e95defdf8_s001,房间设施优秀，拥有绝佳的河流景观。,1,1,2,
q015,G2,79c2d98fa1cb,room_facilities,c406dcc729c5503f_s002,房间尺寸适中，浴室空间良好。,1,1,2,
q015,G2,79c2d98fa1cb,room_facilities,64a198c9f6ff9412_s013,床垫为定制款，品质优良。,1,1,2,
q020,G2,d30be52b2a2a,quiet_sleep,e2c6fdca4d0b4650_s003,整体住宿体验愉快，尽管街道有些噪音。,1,1,2,
q025,G2,9e8bc983cff4,value,63e33c9ade80d177_s000,价格合理，符合威基基标准。,1,1,2,
q025,G2,9e8bc983cff4,value,d3d67f7d7ce5c6a6_s000,价格对威基基地区来说不错。,1,1,2,
q030,G2,75334fbbe64c,location_transport,e0eb47498dba499b_s006,酒店位于新奥尔良景点的合理步行距离内。,1,1,2,
q030,G2,75334fbbe64c,location_transport,d7e5e87b423db055_s000,酒店位置极佳，非常靠近法国区。,1,1,2,
q030,G2,445d9279fa58,location_transport,667beb34e7d7221a_s000,酒店位于法国区边缘，但可轻松步行至市中心。,1,1,2,
q030,G2,445d9279fa58,location_transport,d58c047dc7d8f929_s000,酒店位置良好。,1,1,2,
q035,G2,98bd44439ff5,cleanliness,46202b133789e043_s000,客人评价酒店非常干净。,1,1,2,
q035,G2,98bd44439ff5,cleanliness,0389b211be86be67_s001,房间整洁，外观也不错。,1,1,2,
q035,G2,e0eeae8afde3,cleanliness,ea2ad03fcef8dc40_s000,酒店非常干净，床铺舒适。,1,1,2,
q035,G2,e0eeae8afde3,cleanliness,4518e9b0cfe37353_s001,房间宽敞且干净。,1,1,2,
q040,G2,4ba7bdc9b246,service,b6c24fcdd7cc698d_s005,员工非常友好且乐于助人，提供当地美食和景点推荐。,1,1,2,
q040,G2,4ba7bdc9b246,service,665a5dc6c3e75b46_s011,维护人员非常礼貌且响应迅速。,1,1,2,
q040,G2,7213d9173df3,service,627cc84e2e9930bd_s024,所有员工都非常友好且乐于助人。,1,1,2,
q040,G2,7213d9173df3,service,0fb2665086639e10_s000,服务良好，符合希尔顿标准。,1,1,2,
q045,G2,f6c6d40a783b,room_facilities,9a95226c17686e1d_s001,房间舒适且装修精美，提供优质的睡眠体验。,1,1,2,
q045,G2,f6c6d40a783b,room_facilities,83b87649ba744010_s008,床铺舒适，空间虽小但具有精品酒店风格。,1,1,2,
q045,G2,ad12fec3ad85,room_facilities,881d7c3b47d0ceaf_s001,房间非常舒适，适合多人入住。,1,1,2,
q045,G2,ad12fec3ad85,room_facilities,3abf841092d7fb3f_s004,床铺舒适，并配有浴缸。,1,1,2,
q050,G2,75fef46b9663,quiet_sleep,ec1e4396484d5f98_s017,空调运行正常且无噪音，街道噪音不是问题。,1,1,2,
q050,G2,75fef46b9663,quiet_sleep,8c7ad2a04e00d08b_s016,用户反馈街道噪音不影响休息。,1,1,2,
q067,G2,bfb10d66f821,room_facilities,0a531ca45f460e59_s003,房间舒适，床品舒适。,1,1,2,
q068,G2,e73773333429,quiet_sleep,9eb6d3fc17f2c35f_s004,环境非常安静舒适，适合睡眠。,1,1,2,
q069,G2,79c2d98fa1cb,value,fe0de34f810dcc8e_s010,用户评价称其为芝加哥瑰宝，令人失望。,1,1,2,
q069,G2,79c2d98fa1cb,value,a3d7d7d17030976e,早餐价格与其他万豪酒店相当。,0,0,0,
q070,G2,85a18ed72b1c,location_transport,5fbcaa8bdef41d53_s002,位置居中，方便前往机场和高速公路。,1,1,2,
q070,G2,85a18ed72b1c,location_transport,75cd712953cb206b_s001,紧邻主要高速公路，交通十分便利。,1,1,2,
q070,G2,d30be52b2a2a,location_transport,e2c6fdca4d0b4650_s000,位于达拉斯主要高速公路旁，出行便捷。,1,1,2,
q070,G2,d30be52b2a2a,location_transport,240066085a3d19d6_s000,距离市中心主要景点仅几分钟车程。,1,1,2,
q071,G2,9e8bc983cff4,cleanliness,84cdefb91e307389_s001,客人评价房间干净、整洁且清新,1,1,2,
q071,G2,9e8bc983cff4,cleanliness,ccc31f28d0b5e54c_s005,客人确认房间卫生状况良好,1,1,2,
q072,G2,75334fbbe64c,service,79dbe0d6bb525f9c_s001,员工友好且乐于助人。,1,1,2,
q072,G2,75334fbbe64c,service,65fca6cb3c347694_s003,员工非常随和且乐于助人。,1,1,2,
q072,G2,445d9279fa58,service,8cdd0fbd32ef289e_s002,员工友好、乐于助人且专业。,1,1,2,
q072,G2,445d9279fa58,service,1f16fe443f9cb1e0_s001,酒店员工友好且乐于助人。,1,1,2,
q073,G2,98bd44439ff5,room_facilities,53933b6bd4c89715_s001,房间舒适且宽敞，床品舒适。,1,1,2,
q073,G2,98bd44439ff5,room_facilities,33296cca18abafdd_s000,房间空间大，床舒适。,1,1,2,
q073,G2,cabad4abd2ba,room_facilities,6b959bbba64f5dbf_s004,床舒适，早餐优质。,1,1,2,
q073,G2,cabad4abd2ba,room_facilities,df6918937fa1eee4_s002,房间价格实惠，含每日早餐。,1,1,2,
q074,G2,4ba7bdc9b246,quiet_sleep,1b1fece8ca00ba29_s009,房间非常安静，适合睡眠。,1,1,2,
q074,G2,4ba7bdc9b246,quiet_sleep,5d5c08b0a60f6481_s004,房间安静且舒适。,1,1,2,
q074,G2,62fa571ddd54,quiet_sleep,ee65b5c457d6a3a3_s002,可在此享受平静环境。,1,1,2,
q075,G2,84953c35a9d0,value,cacc2fc94a058fc2_s008,用户多次称赞该酒店性价比高。,1,1,2,
q075,G2,84953c35a9d0,value,5f624c8ed0ec23c6_s000,住客评价住宿体验好且物超所值。,1,1,2,
q075,G2,f6c6d40a783b,value,77aa5c77bbfd37c4_s000,对于商务旅客来说价格合理。,1,1,2,
q076,G2,75fef46b9663,location_transport,c9e7e8769ff06792_s000,位于市中心，步行可达I-5高速，位置极佳。,1,1,2,
q076,G2,75fef46b9663,location_transport,bfe89232e86be197_s000,位于绝佳位置，适合探索。,1,1,2,
q076,G2,5ac72eb101c1,location_transport,ab10bfa8445749fa_s000,位于皇后区，步行可达西雅图中心或市中心。,1,1,2,
q076,G2,5ac72eb101c1,location_transport,06e98a924068cb93_s000,距离西雅图中心仅几步之遥。,1,1,2,
