query_id,group_id,hotel_id,aspect,sentence_id,reason_text,citation_exists,in_current_evidence_pack,support_score,notes
q008,B_peft_4b_grounded,e73773333429,quiet_sleep,9eb6d3fc17f2c35f_s004,房间安静舒适，睡眠体验好。,1,1,2,
q008,B_peft_4b_grounded,e73773333429,room_facilities,9eb6d3fc17f2c35f_s003,房间宽敞现代，设施完善。,1,1,2,
q011,B_peft_4b_grounded,79c2d98fa1cb,service,a9b31551cfbd228d_s000,员工友好且入住流程顺畅。,1,1,2,
q011,B_peft_4b_grounded,79c2d98fa1cb,service,9bb9606134929856_s011,服务与设施均获好评。,1,1,2,
q011,B_peft_4b_grounded,7669c6fc99e7,service,26297e902507438d_s002,员工乐于助人并提供推荐。,1,1,2,
q011,B_peft_4b_grounded,7669c6fc99e7,service,70f5d5d92e74cd50_s002,前台员工非常友好且有帮助。,1,1,2,
q012,B_peft_4b_grounded,79c2d98fa1cb,room_facilities,c406dcc729c5503f_s002,房间宽敞舒适。,1,1,2,
q012,B_peft_4b_grounded,79c2d98fa1cb,service,a9b31551cfbd228d_s000,入住服务友好。,1,1,2,
q013,B_peft_4b_grounded,79c2d98fa1cb,quiet_sleep,64a198c9f6ff9412_s029,客人强调睡眠是商务旅行基本需求。,1,1,2,
q013,B_peft_4b_grounded,79c2d98fa1cb,quiet_sleep,64a198c9f6ff9412_s005,客人反馈在晚睡时垫被子改善睡眠。,1,1,2,
q016,B_peft_4b_grounded,85a18ed72b1c,room_facilities,9a164e5741f44370_s000,房间装饰精美且舒适。,1,1,2,
q016,B_peft_4b_grounded,85a18ed72b1c,room_facilities,75cd712953cb206b_s004,床铺非常舒适。,1,1,2,
q016,B_peft_4b_grounded,d30be52b2a2a,room_facilities,e2c6fdca4d0b4650_s002,房间布局舒适且宽敞。,1,1,2,
q016,B_peft_4b_grounded,d30be52b2a2a,room_facilities,923ad2587b7f310c_s000,房间尺寸很棒。,1,1,2,
q017,B_peft_4b_grounded,85a18ed72b1c,room_facilities,9a164e5741f44370_s000,房间装饰精美且床铺舒适。,1,1,2,
q017,B_peft_4b_grounded,85a18ed72b1c,quiet_sleep,74253f6620c5c202_s005,房间安静，适合睡眠。,1,1,2,
q017,B_peft_4b_grounded,d30be52b2a2a,room_facilities,923ad2587b7f310c_s000,房间空间大且布局舒适。,1,1,2,
q017,B_peft_4b_grounded,d30be52b2a2a,quiet_sleep,e2c6fdca4d0b4650_s003,整体住宿令人愉快。,1,1,2,
q018,B_peft_4b_grounded,d30be52b2a2a,quiet_sleep,e2c6fdca4d0b4650_s003,街道噪音可控，整体休息体验良好。,1,1,2,
q018,B_peft_4b_grounded,d30be52b2a2a,value,f5b07d7fd5826db0_s008,价格合理，适合过夜。,1,1,2,
q018,B_peft_4b_grounded,85a18ed72b1c,quiet_sleep,74253f6620c5c202_s005,房间安静，即使靠近高速公路。,1,1,2,
q018,B_peft_4b_grounded,85a18ed72b1c,value,,未提供明确性价比证据，跳过。,0,0,0,
q022,B_peft_4b_grounded,9e8bc983cff4,value,63e33c9ade80d177_s000,价格合理，符合威基基标准。,1,1,2,
q022,B_peft_4b_grounded,9e8bc983cff4,quiet_sleep,,无直接证据支持安静睡眠。,0,0,0,
q023,B_peft_4b_grounded,9e8bc983cff4,location_transport,06ebb7d7792a3c37_s006,位置便利，靠近购物与租车点。,1,1,2,
q023,B_peft_4b_grounded,9e8bc983cff4,quiet_sleep,51715f1f263e4378_s000,远离喧嚣，适合安静休息。,1,1,1,
q026,B_peft_4b_grounded,75334fbbe64c,value,bfadf45508eb134c_s000,住客认为酒店价格非常合适，超出预期。,1,1,2,
q026,B_peft_4b_grounded,75334fbbe64c,value,30d4c81010a302e8_s018,酒店价值被评价为极佳。,1,1,2,
q026,B_peft_4b_grounded,445d9279fa58,value,71affa8502040f0d_s000,在价格昂贵的新奥尔良，此处提供合理价格。,1,1,2,
q026,B_peft_4b_grounded,445d9279fa58,value,74fb427c464da0e5_s005,被认为是法国区最好的交易。,1,1,2,
q027,B_peft_4b_grounded,75334fbbe64c,location_transport,e0eb47498dba499b_s006,位置极佳，步行即可到达景点。,1,1,2,
q027,B_peft_4b_grounded,75334fbbe64c,value,bfadf45508eb134c_s000,价格实惠，物超所值。,1,1,2,
q027,B_peft_4b_grounded,445d9279fa58,location_transport,667beb34e7d7221a_s000,位置便利，步行可达市中心。,1,1,2,
q027,B_peft_4b_grounded,445d9279fa58,value,74fb427c464da0e5_s005,性价比极高，是最佳选择。,1,1,2,
q028,B_peft_4b_grounded,445d9279fa58,quiet_sleep,32028f96838e6cc4_s013,远离闹区，睡眠安静。,1,1,2,
q028,B_peft_4b_grounded,445d9279fa58,cleanliness,4acc930bd656557d_s002,房间干净舒适。,1,1,2,
q028,B_peft_4b_grounded,75334fbbe64c,quiet_sleep,f398f50221cad6cd_s000,房间安静舒适。,1,1,2,
q028,B_peft_4b_grounded,75334fbbe64c,cleanliness,12a3c2274eafafa4_s001,卫生整洁。,1,1,2,
q031,B_peft_4b_grounded,e0eeae8afde3,location_transport,260ed33340e4cf63_s005,步行可达多家餐厅且可乘公交前往 Orlando 各地。,1,1,2,
q031,B_peft_4b_grounded,e0eeae8afde3,location_transport,c853e1650f949d22_s029,位置极佳，步行至餐厅并搭乘公交十分方便。,1,1,2,
q031,B_peft_4b_grounded,98bd44439ff5,location_transport,d84997daa278ff03_s000,位置优越，步行即可到达 Orlando 各区。,1,1,2,
q031,B_peft_4b_grounded,98bd44439ff5,location_transport,0389b211be86be67_s000,距离 Orlando Sanford 国际机场仅几步之遥。,1,1,2,
q032,B_peft_4b_grounded,98bd44439ff5,cleanliness,46202b133789e043_s000,房间非常干净卫生。,1,1,2,
q032,B_peft_4b_grounded,98bd44439ff5,location_transport,0389b211be86be67_s000,位置极佳，靠近机场且交通便利。,1,1,2,
q032,B_peft_4b_grounded,e0eeae8afde3,cleanliness,4518e9b0cfe37353_s001,房间宽敞且干净舒适。,1,1,2,
q032,B_peft_4b_grounded,e0eeae8afde3,location_transport,260ed33340e4cf63_s005,位置优越，步行可达餐厅且交通方便。,1,1,2,
q033,B_peft_4b_grounded,e0eeae8afde3,quiet_sleep,15d7d933dfb39322_s004,即使靠近马路，游客仍表示能睡得很好。,1,1,2,
q033,B_peft_4b_grounded,e0eeae8afde3,service,260ed33340e4cf63_s016,员工友好亲切，适合休息。,1,1,2,
q033,B_peft_4b_grounded,cabad4abd2ba,service,df6918937fa1eee4_s001,员工礼貌且乐于助人。,1,1,2,
q033,B_peft_4b_grounded,cabad4abd2ba,quiet_sleep,8962e6d5ecc44443_s001,部分客人反馈一楼有噪音。,1,1,2,
q036,B_peft_4b_grounded,4ba7bdc9b246,cleanliness,be90326d3c9cf0f5_s004,房间干净舒适，设施更新。,1,1,2,
q036,B_peft_4b_grounded,4ba7bdc9b246,cleanliness,4a1973331fd80181_s008,整体酒店与房间都非常整洁。,1,1,2,
q036,B_peft_4b_grounded,7213d9173df3,cleanliness,e8ac16238c6cb44a_s000,入住方便，房间干净。,1,1,2,
q036,B_peft_4b_grounded,7213d9173df3,cleanliness,627cc84e2e9930bd_s010,酒店与房间都非常干净。,1,1,2,
q037,B_peft_4b_grounded,4ba7bdc9b246,cleanliness,be90326d3c9cf0f5_s004,房间干净舒适，设施更新。,1,1,2,
q037,B_peft_4b_grounded,4ba7bdc9b246,service,7689e874d3a835fd_s000,员工友好且乐于助人。,1,1,2,
q037,B_peft_4b_grounded,7213d9173df3,cleanliness,e8ac16238c6cb44a_s000,房间整洁，入住体验好。,1,1,2,
q037,B_peft_4b_grounded,7213d9173df3,service,627cc84e2e9930bd_s024,员工友好且乐于助人。,1,1,2,
q038,B_peft_4b_grounded,62fa571ddd54,quiet_sleep,a8bd10563da4a4ba_s006,房间安静，交通噪音无干扰。,1,1,1,
q038,B_peft_4b_grounded,62fa571ddd54,room_facilities,a8bd10563da4a4ba_s004,房间整洁，设施满足需求。,1,1,2,
q038,B_peft_4b_grounded,4ba7bdc9b246,quiet_sleep,1b1fece8ca00ba29_s009,房间非常安静舒适。,1,1,2,
q038,B_peft_4b_grounded,4ba7bdc9b246,room_facilities,7689e874d3a835fd_s015,未发现房间漏水问题。,1,1,2,
q041,B_peft_4b_grounded,f6c6d40a783b,service,c1f6b51094ab59be_s001,员工非常友好且乐于助人。,1,1,2,
q041,B_peft_4b_grounded,f6c6d40a783b,service,70ada2e11e49e689_s003,礼宾部服务十分 helpful。,1,1,2,
q041,B_peft_4b_grounded,ad12fec3ad85,service,a3510910ff868c47_s002,员工态度极好，像住朋友家一样。,1,1,2,
q041,B_peft_4b_grounded,ad12fec3ad85,service,c2b24847a1c26ecb_s005,服务非常棒。,1,1,2,
q042,B_peft_4b_grounded,f6c6d40a783b,service,c1f6b51094ab59be_s001,员工友好且乐于助人。,1,1,2,
q042,B_peft_4b_grounded,f6c6d40a783b,room_facilities,9a95226c17686e1d_s001,房间舒适且装修时尚。,1,1,2,
q042,B_peft_4b_grounded,ad12fec3ad85,service,a3510910ff868c47_s002,员工像朋友一样亲切。,1,1,2,
q042,B_peft_4b_grounded,ad12fec3ad85,room_facilities,881d7c3b47d0ceaf_s001,房间舒适宽敞。,1,1,2,
q043,B_peft_4b_grounded,f6c6d40a783b,quiet_sleep,d2ed7777de95ab72_s005,房间位置安静，睡眠舒适。,1,1,2,
q043,B_peft_4b_grounded,f6c6d40a783b,quiet_sleep,f06c47210d20df2f_s002,地面层房间安静，睡眠愉快。,1,1,2,
q046,B_peft_4b_grounded,75fef46b9663,room_facilities,c9e7e8769ff06792_s002,房间宽敞舒适，适合多人入住。,1,1,2,
q046,B_peft_4b_grounded,75fef46b9663,room_facilities,70104a60ccc20263_s002,床铺舒适，睡眠体验良好。,1,1,2,
q046,B_peft_4b_grounded,5ac72eb101c1,room_facilities,773410cb8381abf1_s029,房间空间大且舒适。,1,1,2,
q046,B_peft_4b_grounded,5ac72eb101c1,room_facilities,c1fc69092404fcd5_s004,床铺舒适，包括可转换沙发床。,1,1,2,
q047,B_peft_4b_grounded,75fef46b9663,quiet_sleep,ec1e4396484d5f98_s017,空调安静且无街道噪音。,1,1,2,
q047,B_peft_4b_grounded,75fef46b9663,room_facilities,c9e7e8769ff06792_s002,房间宽敞舒适，床铺优良。,1,1,2,
q047,B_peft_4b_grounded,5ac72eb101c1,room_facilities,773410cb8381abf1_s029,房间宽敞舒适，床铺极佳。,1,1,2,
q047,B_peft_4b_grounded,5ac72eb101c1,quiet_sleep,6b20403891a74789_s004,虽提供耳塞但实际睡眠受影响。,1,1,2,
q048,B_peft_4b_grounded,75fef46b9663,quiet_sleep,ec1e4396484d5f98_s017,空调安静且无街道噪音。,1,1,2,
q048,B_peft_4b_grounded,75fef46b9663,value,b28ce0d152c11807_s006,用户认为性价比极佳。,1,1,2,
q048,B_peft_4b_grounded,5ac72eb101c1,value,3d6107babb5d5335_s006,新装修且价格低廉。,1,1,2,
q048,B_peft_4b_grounded,5ac72eb101c1,quiet_sleep,6b20403891a74789_s004,耳塞虽未助眠但说明房间隔音。,1,1,2,
q077,B_peft_4b_grounded,bfb10d66f821,location_transport,68d99b391b76ab76_s000,位置极佳，靠近Honda Center和Anaheim Stadium。,1,1,2,
q077,B_peft_4b_grounded,bfb10d66f821,service,35782c67018ebb5c_s006,员工友好且乐于助人。,1,1,2,
q078,B_peft_4b_grounded,72a9d2fbc96c,cleanliness,e22a5ff4dbceef13_s002,房间非常干净舒适。,1,1,2,
q078,B_peft_4b_grounded,72a9d2fbc96c,value,e22a5ff4dbceef13_s006,满足需求且价格实惠。,1,1,2,
q078,B_peft_4b_grounded,bd1ba974bf11,cleanliness,a9b0347bca5861dc_s001,房间干净舒适。,1,1,2,
q078,B_peft_4b_grounded,bd1ba974bf11,room_facilities,588d98086599b735_s005,房间宽敞配有厨房。,1,1,2,
q079,B_peft_4b_grounded,79c2d98fa1cb,service,a9b31551cfbd228d_s000,员工友好且入住流程顺畅。,1,1,2,
q079,B_peft_4b_grounded,79c2d98fa1cb,location_transport,223f4a0acd7fe692_s003,交通便捷，可充分利用市中心设施。,1,1,2,
q079,B_peft_4b_grounded,7669c6fc99e7,service,70f5d5d92e74cd50_s002,前台员工友好且乐于助人。,1,1,2,
q079,B_peft_4b_grounded,7669c6fc99e7,location_transport,26297e902507438d_s000,位置绝佳，步行即可到达主要景点。,1,1,2,
q080,B_peft_4b_grounded,85a18ed72b1c,cleanliness,39e05ab75911b052_s001,房间干净舒适，床铺整洁。,1,1,2,
q080,B_peft_4b_grounded,85a18ed72b1c,room_facilities,9a164e5741f44370_s000,房间装饰精美，设施齐全。,1,1,2,
q080,B_peft_4b_grounded,d30be52b2a2a,cleanliness,e2c6fdca4d0b4650_s001,房间干净，维护良好。,1,1,2,
q080,B_peft_4b_grounded,d30be52b2a2a,value,f5b07d7fd5826db0_s008,价格合理，适合过夜。,1,1,2,
q081,B_peft_4b_grounded,9e8bc983cff4,location_transport,06ebb7d7792a3c37_s006,靠近购物中心和交通，步行 20-30 分钟即可到达。,1,1,2,
q081,B_peft_4b_grounded,9e8bc983cff4,service,62e880c744314ebb_s000,员工友好且乐于助人。,1,1,2,
q082,B_peft_4b_grounded,75334fbbe64c,cleanliness,5bf951bbb6073714_s006,房间干净舒适，床铺也舒适。,1,1,2,
q082,B_peft_4b_grounded,75334fbbe64c,value,bfadf45508eb134c_s000,价格合适，性价比很好。,1,1,2,
q082,B_peft_4b_grounded,445d9279fa58,cleanliness,4acc930bd656557d_s002,房间非常干净且舒适。,1,1,2,
q082,B_peft_4b_grounded,445d9279fa58,value,71affa8502040f0d_s000,在法国区提供合理价格的好住宿。,1,1,2,
q083,B_peft_4b_grounded,98bd44439ff5,location_transport,0389b211be86be67_s000,位置极佳，靠近机场且交通便利。,1,1,2,
q083,B_peft_4b_grounded,98bd44439ff5,quiet_sleep,cf4ada240eb9f3eb_s000,房间安静，适合商务或休息。,1,1,2,
q083,B_peft_4b_grounded,e0eeae8afde3,location_transport,c853e1650f949d22_s029,步行可达餐厅，可乘公交出行。,1,1,2,
q083,B_peft_4b_grounded,e0eeae8afde3,quiet_sleep,15d7d933dfb39322_s004,虽在主干道旁，但实际睡眠很好。,1,1,2,
q084,B_peft_4b_grounded,4ba7bdc9b246,cleanliness,be90326d3c9cf0f5_s004,房间干净舒适，设施更新。,1,1,2,
q084,B_peft_4b_grounded,4ba7bdc9b246,value,03ec3e9e439a160b_s000,价格与体验相符，性价比高。,1,1,2,
q084,B_peft_4b_grounded,7213d9173df3,cleanliness,e8ac16238c6cb44a_s000,房间整洁，入住体验好。,1,1,2,
q084,B_peft_4b_grounded,7213d9173df3,value,29d2bdcea458aad1_s001,物超所值，性价比极高。,1,1,2,
q085,B_peft_4b_grounded,f6c6d40a783b,location_transport,7ac0ebdb1468018c_s000,位置极佳，位于市中心。,1,1,2,
q085,B_peft_4b_grounded,f6c6d40a783b,service,c1f6b51094ab59be_s001,员工友好且乐于助人。,1,1,2,
q085,B_peft_4b_grounded,84953c35a9d0,location_transport,c3e79b1b9a74c77e_s014,位置便利，交通较少拥堵。,1,1,2,
q085,B_peft_4b_grounded,84953c35a9d0,quiet_sleep,d2ed7777de95ab72_s005,房间安静，适合睡眠。,1,0,0,
q086,B_peft_4b_grounded,75fef46b9663,cleanliness,e4ef84bc184f5625_s003,房间更新且干净，无陈旧霉味。,1,1,2,
q086,B_peft_4b_grounded,75fef46b9663,value,b28ce0d152c11807_s006,价格实惠，值得再次入住。,1,1,2,
q086,B_peft_4b_grounded,5ac72eb101c1,cleanliness,06e98a924068cb93_s003,房间宽敞干净，床铺舒适。,1,1,2,
q086,B_peft_4b_grounded,5ac72eb101c1,value,3d6107babb5d5335_s006,位置优越且价格低廉。,1,1,2,
