query_id,group_id,hotel_id,aspect,sentence_id,reason_text,citation_exists,in_current_evidence_pack,support_score,notes
q007,G1,bd1ba974bf11,service,877849bcb709f0bd_s002,员工友好且乐于助人。,1,1,2,
q012,G1,79c2d98fa1cb,service,9506495343631d63_s008,员工友好且欢迎。,1,1,1,
q012,G1,79c2d98fa1cb,room_facilities,c406dcc729c5503f_s002,房间大小合适。,1,1,2,
q012,G1,7669c6fc99e7,service,26297e902507438d_s002,员工非常乐于助人。,1,1,2,
q012,G1,7669c6fc99e7,room_facilities,60c4e5df8c859e75_s001,房间不错。,1,1,2,
q017,G1,85a18ed72b1c,quiet_sleep,39e05ab75911b052_s001,房间舒适安静，床铺舒适。,1,1,1,
q017,G1,85a18ed72b1c,room_facilities,a27865b6160ea10b_s002,设施齐全，酒店本身很棒。,1,1,1,
q017,G1,d30be52b2a2a,room_facilities,e2c6fdca4d0b4650_s001,房间舒适整洁，套房布局不错。,1,1,1,
q017,G1,d30be52b2a2a,quiet_sleep,e2c6fdca4d0b4650_s001,房间舒适，适合过夜。,1,1,1,
q022,G1,9e8bc983cff4,quiet_sleep,ab99caf32a7c1e4b_s001,房间很棒，适合安静睡眠。,1,1,1,
q022,G1,9e8bc983cff4,value,fb2dd30b49aae0d0_s000,住宿价值良好。,1,1,2,
q027,G1,75334fbbe64c,location_transport,fe40f20851ce5cdf_s000,地理位置优越，是当地很棒的选择。,1,1,2,
q027,G1,75334fbbe64c,value,bfadf45508eb134c_s000,价格非常实惠，性价比高。,1,1,2,
q027,G1,445d9279fa58,location_transport,d58c047dc7d8f929_s000,位于不错的地段，位置良好。,1,1,2,
q032,G1,98bd44439ff5,cleanliness,9e2285b5c0fc45b5_s000,客房整洁干净，整体环境清爽。,1,1,2,
q032,G1,98bd44439ff5,location_transport,678cdefb30f1f0cc_s004,位置便利，适合度假或商务出行。,1,1,2,
q032,G1,e0eeae8afde3,cleanliness,ca942f3ccecbf42a_s007,房间宽敞且干净舒适。,1,1,2,
q032,G1,e0eeae8afde3,location_transport,260ed33340e4cf63_s005,位置极佳，公园易于到达。,1,1,2,
q037,G1,4ba7bdc9b246,cleanliness,be90326d3c9cf0f5_s004,房间干净舒适，设施更新。,1,1,2,
q037,G1,4ba7bdc9b246,service,665a5dc6c3e75b46_s011,维护人员礼貌且响应迅速。,1,1,2,
q037,G1,7213d9173df3,cleanliness,fe9b19e62e42c0d8_s007,房间整洁舒适。,1,1,2,
q037,G1,7213d9173df3,service,627cc84e2e9930bd_s024,员工非常友好且乐于助人。,1,1,2,
q042,G1,f6c6d40a783b,room_facilities,3a43662a5a226428_s000,房间非常舒适。,1,1,1,
q042,G1,f6c6d40a783b,service,6120714af161e9a5_s006,位置极佳，值得再次入住。,1,1,1,
q042,G1,ad12fec3ad85,room_facilities,881d7c3b47d0ceaf_s001,房间非常舒适。,1,1,2,
q042,G1,ad12fec3ad85,service,3abf841092d7fb3f_s002,员工超级随和友好。,1,1,2,
q047,G1,75fef46b9663,room_facilities,70104a60ccc20263_s002,房间舒适，床品非常舒适。,1,1,2,
q047,G1,75fef46b9663,quiet_sleep,2b6adb981b20c299_s000,客人评价酒店体验极佳。,1,1,1,
q047,G1,5ac72eb101c1,room_facilities,773410cb8381abf1_s029,房间宽敞舒适，床舒适。,1,1,2,
q047,G1,5ac72eb101c1,quiet_sleep,96cddb99ca7bb316_s000,客人评价酒店体验极佳。,1,1,1,
q003,G1,bfb10d66f821,quiet_sleep,748a79568a9e9fa0_s002,房间干净舒适，酒店安静。,1,1,1,
q008,G1,e73773333429,quiet_sleep,9eb6d3fc17f2c35f_s004,房间非常安静舒适，能带来优质睡眠。,1,1,2,
q008,G1,e73773333429,quiet_sleep,0609af2346dfd6cc_s003,床铺舒适，睡眠质量好。,1,1,1,
q008,G1,72a9d2fbc96c,quiet_sleep,e22a5ff4dbceef13_s002,房间非常干净且舒适。,1,1,1,
q008,G1,72a9d2fbc96c,quiet_sleep,4f7e030a6132d7b7_s003,床铺舒适，家具齐全。,1,1,1,
q018,G1,d30be52b2a2a,quiet_sleep,e2c6fdca4d0b4650_s001,房间舒适且干净，适合过夜。,1,1,1,
q018,G1,d30be52b2a2a,value,f5b07d7fd5826db0_s007,整体是过夜住宿的好选择。,1,1,2,
q018,G1,85a18ed72b1c,quiet_sleep,39e05ab75911b052_s001,房间安静，床铺舒适。,1,1,1,
q018,G1,85a18ed72b1c,value,a27865b6160ea10b_s002,酒店本身很 nice。,1,1,1,
q023,G1,9e8bc983cff4,location_transport,c0bdd786edc92cec_s001,酒店位于绝佳位置，处于度假区边缘，交通便利。,1,1,2,
q023,G1,9e8bc983cff4,quiet_sleep,ab99caf32a7c1e4b_s001,房间很棒，住宿体验良好，适合安静休息。,1,1,1,
q028,G1,445d9279fa58,cleanliness,4acc930bd656557d_s002,酒店非常干净。,1,1,2,
q028,G1,445d9279fa58,quiet_sleep,d93bd32c4597bdce_s004,房间安静舒适。,1,1,1,
q028,G1,75334fbbe64c,cleanliness,10b7838f2b657fcf_s005,酒店干净且维护良好。,1,1,2,
q028,G1,75334fbbe64c,quiet_sleep,37724c3ad7c6137e_s004,房间安静舒适。,1,1,2,
q033,G1,cabad4abd2ba,quiet_sleep,6b959bbba64f5dbf_s004,床铺舒适，适合安静睡眠。,1,1,1,
q033,G1,cabad4abd2ba,service,8962e6d5ecc44443_s000,员工知识丰富且乐于助人。,1,1,1,
q033,G1,98bd44439ff5,quiet_sleep,f538579c744b77d8_s002,枕头舒适，床铺舒服。,1,1,1,
q033,G1,98bd44439ff5,service,9e2285b5c0fc45b5_s000,酒店环境整洁。,1,1,1,
q038,G1,62fa571ddd54,quiet_sleep,9f75b3bab41316aa_s003,环境安静舒适，适合休息。,1,1,1,
q038,G1,62fa571ddd54,room_facilities,7ae65bffdd44f228_s016,房间干净且空间充足。,1,1,1,
q038,G1,7213d9173df3,quiet_sleep,d91544f9d6f2974e_s001,房间安静整洁。,1,1,1,
q038,G1,7213d9173df3,room_facilities,627cc84e2e9930bd_s010,酒店设施良好，房间干净。,1,1,1,
q043,G1,ad12fec3ad85,quiet_sleep,a3510910ff868c47_s001,房间舒适且服务优质，适合安静休息。,1,1,1,
q048,G1,75fef46b9663,quiet_sleep,8c7ad2a04e00d08b_s014,住客评价酒店体验极佳，环境令人喜爱。,1,1,1,
q048,G1,75fef46b9663,value,c9e7e8769ff06792_s000,酒店在位置和价格方面表现优秀。,1,1,1,
q048,G1,5ac72eb101c1,quiet_sleep,7cca396160465bfe_s000,酒店提供住客所需的一切设施。,1,1,1,
q048,G1,5ac72eb101c1,value,d3b2a0d117a5cdc5_s006,若接受步行或换乘，该酒店性价比高。,1,1,1,
q077,G1,bfb10d66f821,location_transport,68d99b391b76ab76_s000,位置非常便利，靠近Honda Center和Anaheim体育场。,1,1,2,
q077,G1,bfb10d66f821,quiet_sleep,748a79568a9e9fa0_s002,房间干净舒适，酒店环境安静。,1,1,1,
q078,G1,72a9d2fbc96c,cleanliness,4f7e030a6132d7b7_s000,酒店非常干净，房间也很整洁舒适。,1,1,2,
q078,G1,72a9d2fbc96c,value,a41988dc4f9a96ef_s000,地理位置优越，适合商务需求。,1,1,1,
q078,G1,bd1ba974bf11,cleanliness,588d98086599b735_s005,房间宽敞且设施不错。,1,1,1,
q078,G1,bd1ba974bf11,value,9d6d605e78b93362_s006,位置优越且价格实惠。,1,1,1,
q079,G1,79c2d98fa1cb,service,9506495343631d63_s008,酒店干净且欢迎，是芝加哥的宝石。,1,1,1,
q079,G1,79c2d98fa1cb,location_transport,fb794268629cf31a_s000,虽远离市中心，但可短途打车或乘公共交通到达。,1,1,2,
q079,G1,7669c6fc99e7,location_transport,70f5d5d92e74cd50_s001,位置完美，适合探索。,1,1,2,
q079,G1,7669c6fc99e7,service,26297e902507438d_s002,员工非常乐于助人，提供推荐。,1,1,2,
q080,G1,85a18ed72b1c,cleanliness,359df474d75da2a1_s008,房间干净且用户友好。,1,1,2,
q080,G1,85a18ed72b1c,value,1ba6f1bee9ad83ab_s031,酒店整体体验很好。,1,1,1,
q080,G1,d30be52b2a2a,cleanliness,e2c6fdca4d0b4650_s001,房间舒适且干净。,1,1,2,
q080,G1,d30be52b2a2a,value,f5b07d7fd5826db0_s008,价格合理。,1,1,2,
q081,G1,9e8bc983cff4,location_transport,a6a173d6f7ef1acd_s000,位置极佳，酒店整洁。,1,1,2,
q081,G1,9e8bc983cff4,service,62e880c744314ebb_s000,员工友好且乐于助人。,1,1,2,
q082,G1,75334fbbe64c,cleanliness,40aafea769bc74aa_s001,房间干净舒适,1,1,2,
q082,G1,75334fbbe64c,value,bfadf45508eb134c_s000,物超所值,1,1,2,
q082,G1,445d9279fa58,cleanliness,7b4f267a2557c0f2_s001,房间干净舒适,1,1,2,
q082,G1,445d9279fa58,value,d58c047dc7d8f929_s000,性价比高,1,1,1,
q083,G1,98bd44439ff5,location_transport,678cdefb30f1f0cc_s004,位置便利，适合度假或商务。,1,1,2,
q083,G1,98bd44439ff5,service,89f59606eb0a8ad7_s004,员工友好且乐于助人。,1,1,2,
q083,G1,e0eeae8afde3,location_transport,260ed33340e4cf63_s005,位置极佳，公园易于到达。,1,1,2,
q083,G1,e0eeae8afde3,service,ee8c97b808df0c8c_s000,员工非常友好且乐于助人。,1,1,2,
q084,G1,4ba7bdc9b246,cleanliness,be90326d3c9cf0f5_s004,房间干净舒适，设施更新。,1,1,2,
q084,G1,4ba7bdc9b246,value,7689e874d3a835fd_s011,位置极佳，整体体验很棒。,1,1,1,
q084,G1,7213d9173df3,cleanliness,fe9b19e62e42c0d8_s007,房间干净舒适，床铺舒适。,1,1,2,
q084,G1,7213d9173df3,value,29d2bdcea458aad1_s001,物超所值，性价比高。,1,1,2,
q085,G1,f6c6d40a783b,location_transport,bfd43dfe5e3a9036_s002,酒店位置极佳，适合往返旧金山。,1,1,2,
q085,G1,f6c6d40a783b,quiet_sleep,6db121699823d53e_s004,房间安静舒适，睡眠体验良好。,1,1,1,
q085,G1,84953c35a9d0,service,bad29eb8b187257d_s002,员工友好且乐于助人。,1,1,2,
q085,G1,84953c35a9d0,quiet_sleep,42137a86bbe6e437_s004,几乎无噪音，睡眠安静舒适。,1,1,1,
q086,G1,75fef46b9663,cleanliness,2b6adb981b20c299_s000,用户评价这是最佳西雅图酒店体验。,1,1,1,
q086,G1,75fef46b9663,value,c9e7e8769ff06792_s000,酒店位置极佳且价格优秀。,1,1,1,
q086,G1,5ac72eb101c1,cleanliness,78371cf68e74a5b6_s000,房间干净且浴室整洁。,1,1,2,
q086,G1,5ac72eb101c1,value,d3b2a0d117a5cdc5_s006,若接受步行或换乘，该酒店性价比高。,1,1,1,
q004,G1,bfb10d66f821,location_transport,68d99b391b76ab76_s000,位置非常便利，靠近Honda Center和Anaheim体育场,1,1,2,
q009,G1,72a9d2fbc96c,cleanliness,4f7e030a6132d7b7_s000,用户评价该酒店非常干净且房间舒适。,1,1,2,
q009,G1,72a9d2fbc96c,cleanliness,e22a5ff4dbceef13_s002,住客反馈房间非常干净且舒适。,1,1,2,
q009,G1,bd1ba974bf11,cleanliness,877849bcb709f0bd_s000,用户评价该酒店不错，房间很舒适。,1,1,1,
q009,G1,bd1ba974bf11,cleanliness,588d98086599b735_s005,住客提到房间宽敞且配有厨房。,1,1,1,
q014,G1,79c2d98fa1cb,service,9506495343631d63_s008,酒店干净且非常欢迎客人。,1,1,1,
q014,G1,79c2d98fa1cb,service,fe0de34f810dcc8e_s010,整体而言，这是一家芝加哥的瑰宝。,1,1,1,
q014,G1,7669c6fc99e7,service,26297e902507438d_s001,客房和早餐服务很棒。,1,1,2,
q014,G1,7669c6fc99e7,service,26297e902507438d_s002,员工非常乐于助人，包括推荐河景游览。,1,1,2,
q019,G1,85a18ed72b1c,room_facilities,a3078932f59ed732_s003,房间充足，酒店设施丰富。,1,1,1,
q019,G1,85a18ed72b1c,room_facilities,359df474d75da2a1_s010,提供多种便利设施。,1,1,2,
q019,G1,d30be52b2a2a,room_facilities,e2c6fdca4d0b4650_s001,房间舒适且干净。,1,1,1,
q019,G1,d30be52b2a2a,room_facilities,e2c6fdca4d0b4650_s002,套房布局舒适。,1,1,2,
q029,G1,75334fbbe64c,value,bfadf45508eb134c_s000,价格非常合适，性价比高。,1,1,2,
q034,G1,e0eeae8afde3,location_transport,260ed33340e4cf63_s005,位置极佳，公园易于到达。,1,1,2,
q034,G1,e0eeae8afde3,location_transport,a5c2f145aa7bec68_s006,位置非常棒。,1,1,2,
q034,G1,98bd44439ff5,location_transport,678cdefb30f1f0cc_s004,位置非常方便。,1,1,2,
q034,G1,98bd44439ff5,location_transport,53933b6bd4c89715_s000,适合度假或商务，位置良好。,1,1,2,
q039,G1,4ba7bdc9b246,cleanliness,be90326d3c9cf0f5_s004,房间干净舒适，设施更新。,1,1,2,
q039,G1,4ba7bdc9b246,cleanliness,89361c22dccb7e08_s001,房间宽敞且清洁。,1,1,2,
q039,G1,b115571efdc5,cleanliness,f5a81a218e76d5a6_s001,房间干净，适合家庭入住。,1,1,2,
q039,G1,b115571efdc5,cleanliness,c413e1a9f199709c_s003,房间近期翻新且干净。,1,1,2,
q044,G1,f6c6d40a783b,service,6120714af161e9a5_s006,酒店位置极佳，适合再次入住。,1,1,1,
q044,G1,f6c6d40a783b,service,3a43662a5a226428_s000,酒店非常舒适。,1,1,1,
q044,G1,84953c35a9d0,service,bad29eb8b187257d_s002,员工非常友好且乐于助人。,1,1,2,
q044,G1,84953c35a9d0,service,cacc2fc94a058fc2_s008,性价比高。,1,1,1,
q049,G1,75fef46b9663,room_facilities,70104a60ccc20263_s002,房间舒适，床品也很舒服。,1,1,2,
q049,G1,75fef46b9663,room_facilities,2b6adb981b20c299_s000,这是西雅图最好的酒店体验。,1,1,1,
q049,G1,5ac72eb101c1,room_facilities,773410cb8381abf1_s029,房间宽敞舒适，床品舒适。,1,1,2,
q049,G1,5ac72eb101c1,room_facilities,06e98a924068cb93_s003,房间大小良好，干净且床舒适。,1,1,1,
q005,G1,bfb10d66f821,cleanliness,863cfddad0477974_s007,房间宽敞且干净,1,1,2,
q005,G1,bfb10d66f821,cleanliness,981e7e67c0f0b02c_s002,酒店本身干净舒适,1,1,2,
q010,G1,72a9d2fbc96c,service,e22a5ff4dbceef13_s000,地理位置优越，是理想的住宿选择。,1,1,1,
q010,G1,72a9d2fbc96c,service,4f7e030a6132d7b7_s000,整体环境非常干净舒适。,1,1,1,
q010,G1,bd1ba974bf11,service,877849bcb709f0bd_s002,员工友好且乐于助人。,1,1,2,
q010,G1,bd1ba974bf11,service,540633ecaaddf7cb_s003,位于绝佳位置，房间也很漂亮。,1,1,1,
q015,G1,7669c6fc99e7,room_facilities,26297e902507438d_s001,房间服务与设施表现优秀。,1,1,1,
q015,G1,7669c6fc99e7,room_facilities,70f5d5d92e74cd50_s001,房间舒适且位置极佳。,1,1,1,
q015,G1,79c2d98fa1cb,room_facilities,c406dcc729c5503f_s002,房间尺寸适宜且设施整洁。,1,1,2,
q015,G1,79c2d98fa1cb,room_facilities,57aabee8f813a19b_s000,酒店环境干净，服务友好。,1,1,1,
q020,G1,85a18ed72b1c,quiet_sleep,39e05ab75911b052_s001,房间安静舒适，适合良好睡眠。,1,1,1,
q025,G1,9e8bc983cff4,value,fb2dd30b49aae0d0_s000,住宿性价比高。,1,1,2,
q025,G1,9e8bc983cff4,location_transport,c0bdd786edc92cec_s001,地理位置优越。,1,1,2,
q030,G1,75334fbbe64c,location_transport,fe40f20851ce5cdf_s000,酒店位于绝佳位置。,1,1,2,
q030,G1,445d9279fa58,location_transport,d58c047dc7d8f929_s000,酒店位于良好位置。,1,1,2,
q035,G1,98bd44439ff5,cleanliness,9e2285b5c0fc45b5_s000,客人评价房间整洁干净。,1,1,2,
q035,G1,98bd44439ff5,cleanliness,2598deeae3d33a19_s001,房间整齐且卫生状况良好。,1,1,2,
q035,G1,e0eeae8afde3,cleanliness,ca942f3ccecbf42a_s007,房间宽敞且干净。,1,1,2,
q040,G1,4ba7bdc9b246,service,665a5dc6c3e75b46_s011,维护人员非常礼貌且响应迅速。,1,1,2,
q040,G1,4ba7bdc9b246,service,7689e874d3a835fd_s011,酒店位置极佳。,1,1,1,
q040,G1,7213d9173df3,service,627cc84e2e9930bd_s024,所有员工都非常友好且乐于助人。,1,1,2,
q040,G1,7213d9173df3,service,6b820d4aaca4fba4_s000,酒店干净，员工表现优秀。,1,1,1,
q045,G1,f6c6d40a783b,room_facilities,3a43662a5a226428_s000,房间非常舒适。,1,1,1,
q045,G1,f6c6d40a783b,location_transport,d38931abb490415e_s002,位置极佳。,1,1,2,
q045,G1,84953c35a9d0,room_facilities,17290e1ebdeaaf6d_s000,房间宽敞现代。,1,1,2,
q045,G1,84953c35a9d0,room_facilities,04ff842621923d2e_s001,设施良好。,1,1,1,
q050,G1,75fef46b9663,quiet_sleep,2b6adb981b20c299_s000,住客评价酒店体验极佳，环境令人喜爱。,1,1,1,
q067,G1,bfb10d66f821,room_facilities,0a531ca45f460e59_s003,房间舒适,1,1,2,
q068,G1,e73773333429,quiet_sleep,9eb6d3fc17f2c35f_s004,房间安静舒适，睡眠质量好。,1,1,2,
q068,G1,e73773333429,quiet_sleep,0609af2346dfd6cc_s003,床舒适，睡眠质量佳。,1,1,1,
q068,G1,72a9d2fbc96c,quiet_sleep,e22a5ff4dbceef13_s000,酒店位置优越。,1,1,1,
q068,G1,72a9d2fbc96c,quiet_sleep,4f7e030a6132d7b7_s003,床和家具舒适。,1,1,1,
q069,G1,79c2d98fa1cb,value,fe0de34f810dcc8e_s010,用户评价其为芝加哥的瑰宝，整体体验良好。,1,1,2,
q069,G1,79c2d98fa1cb,value,58dc0b366217a240_s014,酒店本身不错，入住流程顺畅。,1,1,1,
q069,G1,7669c6fc99e7,value,26297e902507438d_s001,客房和早餐服务获得好评。,1,1,1,
q069,G1,7669c6fc99e7,value,26297e902507438d_s002,员工非常 helpful，提供当地美食推荐。,1,1,1,
q070,G1,85a18ed72b1c,location_transport,5fbcaa8bdef41d53_s002,酒店位置居中，靠近众多景点。,1,1,2,
q070,G1,d30be52b2a2a,location_transport,e2c6fdca4d0b4650_s000,酒店紧邻主要高速公路，出行方便。,1,1,2,
q071,G1,9e8bc983cff4,cleanliness,84cdefb91e307389_s001,房间干净、整洁且新鲜,1,1,2,
q071,G1,9e8bc983cff4,cleanliness,c0bdd786edc92cec_s001,酒店干净且维护良好,1,1,1,
q072,G1,75334fbbe64c,service,79dbe0d6bb525f9c_s001,员工友好且乐于助人。,1,1,2,
q072,G1,75334fbbe64c,service,ddfe01ae6b76cea1_s000,工作人员友好且乐于助人。,1,1,1,
q072,G1,445d9279fa58,service,1f16fe443f9cb1e0_s001,酒店员工乐于助人且友好。,1,1,2,
q072,G1,445d9279fa58,service,8cdd0fbd32ef289e_s002,酒店员工友好、乐于助人且专业。,1,1,2,
q073,G1,98bd44439ff5,room_facilities,33296cca18abafdd_s000,房间宽敞舒适，值得推荐。,1,1,2,
q073,G1,98bd44439ff5,room_facilities,53933b6bd4c89715_s001,房间非常舒适。,1,1,2,
q073,G1,cabad4abd2ba,room_facilities,6b959bbba64f5dbf_s004,床铺舒适。,1,1,2,
q073,G1,cabad4abd2ba,room_facilities,df6918937fa1eee4_s000,是Orlando地区优秀的住宿选择。,1,1,1,
q074,G1,4ba7bdc9b246,quiet_sleep,1b1fece8ca00ba29_s009,房间非常安静，适合良好睡眠,1,1,2,
q074,G1,4ba7bdc9b246,quiet_sleep,5d5c08b0a60f6481_s004,房间安静且舒适,1,1,2,
q074,G1,62fa571ddd54,quiet_sleep,9f75b3bab41316aa_s003,位于安静舒适的区域,1,1,1,
q074,G1,62fa571ddd54,quiet_sleep,7ae65bffdd44f228_s016,房间干净且安静,1,1,1,
q075,G1,f6c6d40a783b,value,9b55407aef808bf2_s000,位置好且价格实惠。,1,1,1,
q075,G1,84953c35a9d0,value,cacc2fc94a058fc2_s008,提供极佳的性价比。,1,1,2,
q076,G1,75fef46b9663,location_transport,2b6adb981b20c299_s000,位置极佳，是最佳西雅图酒店体验。,1,1,1,
q076,G1,75fef46b9663,location_transport,c9e7e8769ff06792_s000,地理位置优越，性价比高。,1,1,2,
q076,G1,5ac72eb101c1,location_transport,d3b2a0d117a5cdc5_s006,步行或搭乘交通即可，性价比高。,1,1,2,
q076,G1,5ac72eb101c1,location_transport,7cca396160465bfe_s000,适合商务或度假，设施齐全。,1,1,1,
