query_id,group_id,hotel_id,sentence_id,reason_text,citation_exists,in_current_evidence_pack,support_score,notes
q037,A_free_generation,4ba7bdc9b246,665a5dc6c3e75b46_s011,维护人员礼貌且响应迅速，员工乐于助人。,1,1,2,
q037,A_free_generation,7213d9173df3,e8ac16238c6cb44a_s000,房间干净，入住流程便捷。,1,1,2,
q037,A_free_generation,7213d9173df3,627cc84e2e9930bd_s024,员工友好且乐于助人。,1,1,2,
q038,A_free_generation,62fa571ddd54,a8bd10563da4a4ba_s006,房间安静，交通噪音无问题，且靠近商务中心。,1,1,1,
q038,A_free_generation,62fa571ddd54,7ae65bffdd44f228_s017,衣柜空间虽小但足以满足入住时长。,1,1,2,
q038,A_free_generation,4ba7bdc9b246,1b1fece8ca00ba29_s009,房间非常安静且舒适。,1,1,2,
q038,A_free_generation,4ba7bdc9b246,7689e874d3a835fd_s013,住客表示希望房间设施更好，暗示当前设施有待提升。,1,1,2,
q041,A_free_generation,f6c6d40a783b,c1f6b51094ab59be_s001,员工非常友好且乐于助人，礼宾部也很 helpful。,1,1,2,
q041,A_free_generation,f6c6d40a783b,70ada2e11e49e689_s003,礼宾服务周到。,1,1,2,
q041,A_free_generation,84953c35a9d0,bad29eb8b187257d_s002,员工非常友好且 helpful。,1,1,2,
q041,A_free_generation,84953c35a9d0,5ff0bbaaea322822_s002,入住和退房流程非常顺畅。,1,1,2,
q042,A_free_generation,f6c6d40a783b,c1f6b51094ab59be_s001,员工超级友好且乐于助人，礼宾部也很 helpful。,1,1,2,
q042,A_free_generation,f6c6d40a783b,83b87649ba744010_s008,床铺舒适，虽空间紧凑但具有精品酒店风格。,1,1,2,
q042,A_free_generation,84953c35a9d0,bad29eb8b187257d_s002,员工非常友好且 helpful，入住退房流程顺畅。,1,1,2,
q042,A_free_generation,84953c35a9d0,17290e1ebdeaaf6d_s000,房间宽敞现代，并配有贴心的房间设施。,1,1,2,
q043,A_free_generation,f6c6d40a783b,d2ed7777de95ab72_s005,整体环境相对安静，但存在明显的街道噪音。,1,1,2,
q046,A_free_generation,75fef46b9663,70104a60ccc20263_s002,房间舒适且宽敞，配备舒适的双人床。,1,1,2,
q046,A_free_generation,75fef46b9663,c9e7e8769ff06792_s002,房间空间大，床铺舒适。,1,1,2,
q046,A_free_generation,5ac72eb101c1,773410cb8381abf1_s029,房间宽敞舒适。,1,1,2,
q046,A_free_generation,5ac72eb101c1,96cddb99ca7bb316_s001,套房升级后非常舒适。,1,1,2,
q047,A_free_generation,75fef46b9663,ec1e4396484d5f98_s017,空调运行安静，无街道噪音干扰。,1,1,2,
q047,A_free_generation,75fef46b9663,c9e7e8769ff06792_s002,房间宽敞舒适，配备舒适的双人床。,1,1,2,
q047,A_free_generation,5ac72eb101c1,773410cb8381abf1_s029,房间宽敞舒适，套房体验更佳。,1,1,2,
q047,A_free_generation,5ac72eb101c1,6b20403891a74789_s004,提供耳塞，但用户反馈睡眠受影响。,1,1,2,
q048,A_free_generation,75fef46b9663,ec1e4396484d5f98_s017,空调运行安静，无街道噪音干扰。,1,1,2,
q048,A_free_generation,75fef46b9663,b28ce0d152c11807_s006,用户评价其性价比极佳。,1,1,2,
q048,A_free_generation,5ac72eb101c1,3d6107babb5d5335_s006,新装修且价格低廉，性价比高。,1,1,2,
q048,A_free_generation,5ac72eb101c1,6b20403891a74789_s004,虽提供耳塞但用户表示无法入睡，安静度存疑。,1,1,2,
q077,A_free_generation,bfb10d66f821,68d99b391b76ab76_s000,位于Honda Center和Anaheim体育场附近，交通餐饮便利。,1,1,2,
q077,A_free_generation,bfb10d66f821,58a03e970d581959_s012,服务优秀，员工友好且乐于助人。,1,1,2,
q078,A_free_generation,72a9d2fbc96c,4f7e030a6132d7b7_s000,客人评价酒店非常干净，房间整洁舒适。,1,1,2,
q078,A_free_generation,72a9d2fbc96c,50cd75dba3bd3f7e_s000,酒店满足所有需求且价格非常实惠。,1,1,2,
q078,A_free_generation,bd1ba974bf11,a9b0347bca5861dc_s001,房间非常干净且舒适，服务良好。,1,1,2,
q078,A_free_generation,bd1ba974bf11,8dae3278bf301d23_s005,提供基本的房间设施，早餐选择丰富。,1,1,2,
q079,A_free_generation,79c2d98fa1cb,a9b31551cfbd228d_s000,员工友好且提供短途班车服务，餐饮优质且价格合理。,1,1,2,
q079,A_free_generation,79c2d98fa1cb,c7eb825cee4c265e_s000,位于医院/UIC区，周边公共交通便利。,1,1,2,
q079,A_free_generation,7669c6fc99e7,70f5d5d92e74cd50_s001,位置极佳，步行可达千禧公园和河滨步道。,1,1,2,
q079,A_free_generation,7669c6fc99e7,26297e902507438d_s002,客房与早餐服务出色，员工乐于助人并提供当地推荐。,1,1,2,
q080,A_free_generation,85a18ed72b1c,359df474d75da2a1_s008,房间干净且用户友好。,1,1,2,
q080,A_free_generation,85a18ed72b1c,9a164e5741f44370_s000,房间装饰精美，床铺舒适。,1,1,2,
q080,A_free_generation,d30be52b2a2a,e2c6fdca4d0b4650_s001,房间舒适且干净，维护良好。,1,1,2,
q080,A_free_generation,d30be52b2a2a,f5b07d7fd5826db0_s008,价格合理，是不错的过夜选择。,1,1,2,
q081,A_free_generation,9e8bc983cff4,06ebb7d7792a3c37_s000,靠近 Waikiki 及 Ala Moana 购物中心，交通便利。,1,1,2,
q081,A_free_generation,9e8bc983cff4,62e880c744314ebb_s000,员工友好且乐于助人。,1,1,2,
q082,A_free_generation,75334fbbe64c,bfadf45508eb134c_s000,酒店价格非常合理，性价比极高。,1,1,2,
q082,A_free_generation,75334fbbe64c,40aafea769bc74aa_s001,房间干净舒适，整体卫生状况良好。,1,1,2,
q082,A_free_generation,445d9279fa58,74fb427c464da0e5_s005,在纽奥良提供合理价格，是法国区的最佳选择。,1,1,2,
q082,A_free_generation,445d9279fa58,4acc930bd656557d_s002,房间非常干净且安静，住宿体验舒适。,1,1,2,
q083,A_free_generation,98bd44439ff5,d84997daa278ff03_s000,位置便利，靠近奥兰多各处，交通方便。,1,1,2,
q083,A_free_generation,98bd44439ff5,89f59606eb0a8ad7_s004,员工友好且乐于助人。,1,1,2,
q083,A_free_generation,e0eeae8afde3,c853e1650f949d22_s029,位置极佳，步行可达多家餐厅，可乘公交前往各处。,1,1,2,
q083,A_free_generation,e0eeae8afde3,15d7d933dfb39322_s004,虽临近主干道，但实际睡眠体验良好。,1,1,2,
q084,A_free_generation,4ba7bdc9b246,be90326d3c9cf0f5_s004,房间干净舒适，设施更新。,1,1,2,
q084,A_free_generation,4ba7bdc9b246,03ec3e9e439a160b_s000,价格与体验相符，性价比高。,1,1,2,
q084,A_free_generation,b115571efdc5,59b538e701e0032_s003,房间非常干净，住宿舒适。,0,0,0,
q084,A_free_generation,b115571efdc5,4dce240713906fb2_s000,价格低廉，性价比高。,1,1,2,
q085,A_free_generation,f6c6d40a783b,7ac0ebdb1468018c_s000,位于市中心，位置极佳。,1,1,2,
q085,A_free_generation,f6c6d40a783b,d2ed7777de95ab72_s005,房间相对安静，睡眠体验舒适。,1,1,2,
q085,A_free_generation,84953c35a9d0,c3e79b1b9a74c77e_s014,位置便利，且远离交通拥堵区域。,1,1,2,
q085,A_free_generation,84953c35a9d0,bad29eb8b187257d_s002,员工友好且乐于助人。,1,1,2,
q086,A_free_generation,75fef46b9663,e4ef84bc184f5625_s003,房间干净、无霉味，环境舒适。,1,1,2,
q086,A_free_generation,75fef46b9663,b28ce0d152c11807_s006,价格实惠，性价比高。,1,1,2,
q086,A_free_generation,5ac72eb101c1,06e98a924068cb93_s003,房间整洁，床铺舒适。,1,1,2,
q086,A_free_generation,5ac72eb101c1,e55baee346d084de_s000,价格亲民，性价比高。,1,1,2,
q001,B_grounded_generation,bfb10d66f821,68d99b391b76ab76_s000,位置非常便利，靠近Honda Center和Anaheim体育场。,1,1,2,
q002,B_grounded_generation,bfb10d66f821,748a79568a9e9fa0_s002,房间干净舒适，酒店环境整洁。,1,1,2,
q002,B_grounded_generation,bfb10d66f821,68d99b391b76ab76_s000,位置便利，靠近本田中心及天使球场。,1,1,2,
q003,B_grounded_generation,bfb10d66f821,a50fcbdf6353e969_s010,用户主动要求移至庭院侧后，其余住宿期间非常安静。,1,1,2,
q003,B_grounded_generation,bfb10d66f821,58a03e970d581959_s012,服务与其他万豪品牌一致，员工友好且乐于助人。,1,1,2,
q006,B_grounded_generation,72a9d2fbc96c,4f7e030a6132d7b7_s000,用户多次评价房间非常干净且舒适。,1,1,2,
q006,B_grounded_generation,72a9d2fbc96c,e22a5ff4dbceef13_s002,房间被描述为非常干净且舒适。,1,1,2,
q006,B_grounded_generation,bd1ba974bf11,a9b0347bca5861dc_s001,房间非常干净且舒适，服务周到。,1,1,2,
q006,B_grounded_generation,bd1ba974bf11,789e445a28355d5c_s004,酒店始终保持干净，设施齐全。,1,1,2,
q007,B_grounded_generation,72a9d2fbc96c,e22a5ff4dbceef13_s002,房间非常干净舒适。,1,1,2,
q007,B_grounded_generation,72a9d2fbc96c,4f7e030a6132d7b7_s005,前台友好欢迎，礼宾员乐于助人。,1,1,2,
q007,B_grounded_generation,bd1ba974bf11,a9b0347bca5861dc_s001,房间干净舒适，设施齐全。,1,1,2,
q007,B_grounded_generation,bd1ba974bf11,877849bcb709f0bd_s002,员工友好且乐于助人。,1,1,2,
q008,B_grounded_generation,e73773333429,9eb6d3fc17f2c35f_s004,环境非常安静舒适，适合睡眠。,1,1,2,
q008,B_grounded_generation,e73773333429,9eb6d3fc17f2c35f_s003,房间宽敞现代，配备齐全。,1,1,2,
q008,B_grounded_generation,72a9d2fbc96c,4f7e030a6132d7b7_s003,床铺舒适，家具设施良好。,1,1,2,
q008,B_grounded_generation,72a9d2fbc96c,2452c71c77d57902_s000,环境安静，有背景音乐助眠。,1,1,2,
q011,B_grounded_generation,79c2d98fa1cb,a9b31551cfbd228d_s000,员工友好且入住体验良好。,1,1,2,
q011,B_grounded_generation,79c2d98fa1cb,9bb9606134929856_s011,服务与食物均获好评。,1,1,2,
q011,B_grounded_generation,7669c6fc99e7,70f5d5d92e74cd50_s002,员工非常友好且乐于助人。,1,1,2,
q011,B_grounded_generation,7669c6fc99e7,26297e902507438d_s001,客房与早餐服务出色。,1,1,2,
q012,B_grounded_generation,79c2d98fa1cb,a9b31551cfbd228d_s000,服务友好且价格合理，入住体验良好。,1,1,2,
q012,B_grounded_generation,79c2d98fa1cb,c406dcc729c5503f_s002,房间大小适中，浴室舒适。,1,1,2,
q012,B_grounded_generation,7669c6fc99e7,26297e902507438d_s002,员工非常乐于助人，提供旅游推荐。,1,1,2,
q012,B_grounded_generation,7669c6fc99e7,4d41af7e95defdf8_s001,房间舒适，拥有绝佳的河景。,1,1,2,
q013,B_grounded_generation,79c2d98fa1cb,64a198c9f6ff9412_s029,用户提及睡眠是基本需求，该酒店强调良好睡眠的重要性。,1,1,2,
q016,B_grounded_generation,85a18ed72b1c,9a164e5741f44370_s000,房间装饰精美且清洁舒适，床铺非常舒服。,1,1,2,
q016,B_grounded_generation,85a18ed72b1c,359df474d75da2a1_s010,提供丰富的设施。,1,1,2,
q016,B_grounded_generation,d30be52b2a2a,e2c6fdca4d0b4650_s002,套房布局不错，房间尺寸很大。,1,1,2,
q016,B_grounded_generation,d30be52b2a2a,240066085a3d19d6_s005,房间状况良好，无污渍异味。,1,1,2,
q017,B_grounded_generation,85a18ed72b1c,9a164e5741f44370_s000,房间装饰精美、床铺舒适且设施齐全。,1,1,2,
q017,B_grounded_generation,85a18ed72b1c,74253f6620c5c202_s005,尽管靠近高速公路，但房间依然很安静。,1,1,2,
q017,B_grounded_generation,d30be52b2a2a,e2c6fdca4d0b4650_s002,套房布局舒适，房间空间大。,1,1,2,
q017,B_grounded_generation,d30be52b2a2a,e2c6fdca4d0b4650_s003,整体住宿体验愉快，外部噪音可控。,1,1,2,
q018,B_grounded_generation,d30be52b2a2a,e2c6fdca4d0b4650_s003,街道虽有噪音但整体住宿愉快。,1,1,2,
q018,B_grounded_generation,d30be52b2a2a,f5b07d7fd5826db0_s008,价格合理，是不错的过夜选择。,1,1,2,
q018,B_grounded_generation,85a18ed72b1c,74253f6620c5c202_s005,房间安静，尽管靠近高速公路。,1,1,2,
q022,B_grounded_generation,9e8bc983cff4,63e33c9ade80d177_s000,价格合理，符合威基基标准。,1,1,2,
q026,B_grounded_generation,75334fbbe64c,bfadf45508eb134c_s000,价格非常合理，性价比极高,1,1,2,
q026,B_grounded_generation,75334fbbe64c,502c1425410f8f64_s001,超值体验，超出价格预期,1,1,2,
q026,B_grounded_generation,445d9279fa58,71affa8502040f0d_s000,在法国区提供合理价格的所有设施,1,1,2,
q026,B_grounded_generation,445d9279fa58,74fb427c464da0e5_s005,法国区最佳交易选择,1,1,2,
q027,B_grounded_generation,75334fbbe64c,fe40f20851ce5cdf_s000,酒店位于新奥尔良景点附近，位置极佳。,1,1,2,
q027,B_grounded_generation,75334fbbe64c,bfadf45508eb134c_s000,价格非常合理，性价比很高。,1,1,2,
q027,B_grounded_generation,445d9279fa58,667beb34e7d7221a_s000,位于法国区边缘，步行即可到达市中心。,1,1,2,
q027,B_grounded_generation,445d9279fa58,74fb427c464da0e5_s005,提供合理价格，是法国区最好的交易。,1,1,2,
q028,B_grounded_generation,445d9279fa58,32028f96838e6cc4_s013,酒店位置适中，睡觉时不受噪音干扰。,1,1,2,
q028,B_grounded_generation,445d9279fa58,4acc930bd656557d_s002,酒店非常干净舒适。,1,1,2,
q028,B_grounded_generation,75334fbbe64c,37724c3ad7c6137e_s004,房间安静舒适，床垫枕头很舒服。,1,1,2,
q028,B_grounded_generation,75334fbbe64c,40aafea769bc74aa_s001,房间干净且温馨。,1,1,2,
q031,B_grounded_generation,e0eeae8afde3,260ed33340e4cf63_s005,位置极佳，步行可达多家餐厅并方便乘坐公交。,1,1,2,
q031,B_grounded_generation,e0eeae8afde3,c853e1650f949d22_s029,可步行至众多餐厅，且能乘坐公交前往奥兰多各地。,1,1,2,
q031,B_grounded_generation,98bd44439ff5,d84997daa278ff03_s000,位于繁忙街道，方便前往奥兰多所有区域。,1,1,2,
q031,B_grounded_generation,98bd44439ff5,0389b211be86be67_s000,靠近奥兰多桑福德国际机场，交通十分便捷。,1,1,2,
q032,B_grounded_generation,98bd44439ff5,46202b133789e043_s000,客人评价酒店非常干净。,1,1,2,
q032,B_grounded_generation,98bd44439ff5,0389b211be86be67_s000,位置便利，靠近机场且方便前往奥兰多各处。,1,1,2,
q032,B_grounded_generation,e0eeae8afde3,4518e9b0cfe37353_s001,房间宽敞且干净。,1,1,2,
q032,B_grounded_generation,e0eeae8afde3,260ed33340e4cf63_s005,位置极佳，可步行至餐厅并乘坐公交前往奥兰多各地。,1,1,2,
q033,B_grounded_generation,cabad4abd2ba,76a8765f4e44d95a_s001,员工友好且乐于助人,1,1,2,
q033,B_grounded_generation,cabad4abd2ba,df6918937fa1eee4_s001,员工礼貌且积极服务,1,1,2,
q033,B_grounded_generation,e0eeae8afde3,260ed33340e4cf63_s016,员工友好友善,1,1,2,
q033,B_grounded_generation,e0eeae8afde3,6d6f23f0f75a0bdd_s003,工作人员表现良好,1,1,2,
q036,B_grounded_generation,4ba7bdc9b246,be90326d3c9cf0f5_s004,房间干净舒适，设施更新。,1,1,2,
q036,B_grounded_generation,4ba7bdc9b246,daff2592f3c3b6f3_s003,酒店和房间整洁且现代化。,1,1,2,
q036,B_grounded_generation,b115571efdc5,84c91d5b7c0b5139_s014,提供干净舒适的住宿。,1,1,2,
q036,B_grounded_generation,b115571efdc5,590b538e701e0032_s003,房间非常干净。,1,1,2,
q037,B_grounded_generation,4ba7bdc9b246,daff2592f3c3b6f3_s003,客房及酒店整体非常干净且更新及时。,1,1,2,
q037,B_grounded_generation,4ba7bdc9b246,7689e874d3a835fd_s000,员工非常友好、乐于助人且响应迅速。,1,1,2,
q037,B_grounded_generation,7213d9173df3,e8ac16238c6cb44a_s000,房间干净，入住体验良好。,1,1,2,
q037,B_grounded_generation,7213d9173df3,627cc84e2e9930bd_s024,酒店员工非常友好且乐于助人。,1,1,2,
q038,B_grounded_generation,62fa571ddd54,a8bd10563da4a4ba_s006,房间安静，交通噪音无碍睡眠。,1,1,1,
q038,B_grounded_generation,62fa571ddd54,ee65b5c457d6a3a3_s002,可安静休息，15 分钟可达交流中心。,1,1,2,
q038,B_grounded_generation,4ba7bdc9b246,1b1fece8ca00ba29_s009,房间非常安静且舒适。,1,1,2,
q038,B_grounded_generation,4ba7bdc9b246,5d5c08b0a60f6481_s004,房间安静，休息体验良好。,1,1,2,
q041,B_grounded_generation,f6c6d40a783b,c1f6b51094ab59be_s001,员工非常友好且乐于助人。,1,1,2,
q041,B_grounded_generation,f6c6d40a783b,70ada2e11e49e689_s003,礼宾部服务周到。,1,1,2,
q041,B_grounded_generation,84953c35a9d0,bad29eb8b187257d_s002,员工友好且乐于助人。,1,1,2,
q041,B_grounded_generation,84953c35a9d0,5ff0bbaaea322822_s002,入住退房流程顺畅。,1,1,2,
q042,B_grounded_generation,f6c6d40a783b,c1f6b51094ab59be_s001,员工超级友好且乐于助人。,1,1,2,
q042,B_grounded_generation,f6c6d40a783b,9a95226c17686e1d_s001,房间舒适且装修精美。,1,1,2,
q042,B_grounded_generation,ad12fec3ad85,a3510910ff868c47_s002,员工非常友好，像住朋友家一样。,1,1,2,
q042,B_grounded_generation,ad12fec3ad85,881d7c3b47d0ceaf_s001,房间非常舒适且温馨。,1,1,2,
q043,B_grounded_generation,f6c6d40a783b,d2ed7777de95ab72_s005,酒店相对安静，地面层房间位置隐蔽，睡眠体验愉快。,1,1,2,
q043,B_grounded_generation,f6c6d40a783b,f06c47210d20df2f_s002,部分房间因位置隐蔽，睡眠环境较为舒适。,1,1,2,
q046,B_grounded_generation,75fef46b9663,70104a60ccc20263_s002,房间舒适且宽敞，配备舒适的双人床。,1,1,2,
q046,B_grounded_generation,75fef46b9663,c9e7e8769ff06792_s002,房间空间大，床品舒适，适合多人入住。,1,1,2,
q046,B_grounded_generation,5ac72eb101c1,773410cb8381abf1_s029,房间宽敞舒适，套房体验极佳。,1,1,2,
q046,B_grounded_generation,5ac72eb101c1,c1fc69092404fcd5_s004,床品舒适，包括客厅的转换沙发床。,1,1,2,
q047,B_grounded_generation,75fef46b9663,ec1e4396484d5f98_s017,空调运行安静，街道噪音无干扰。,1,1,2,
q047,B_grounded_generation,75fef46b9663,c9e7e8769ff06792_s002,房间宽敞舒适，配备舒适的双人床。,1,1,2,
q047,B_grounded_generation,5ac72eb101c1,773410cb8381abf1_s029,房间宽敞舒适，床铺体验良好。,1,1,2,
q047,B_grounded_generation,5ac72eb101c1,6b20403891a74789_s004,提供耳塞，但部分住客反馈难以入睡。,1,1,2,
q048,B_grounded_generation,75fef46b9663,ec1e4396484d5f98_s017,空调不吵且无街道噪音。,1,1,2,
q048,B_grounded_generation,75fef46b9663,b28ce0d152c11807_s006,用户认为性价比极佳。,1,1,2,
q048,B_grounded_generation,5ac72eb101c1,3d6107babb5d5335_s006,新装修且价格低廉。,1,1,2,
q048,B_grounded_generation,5ac72eb101c1,6b20403891a74789_s004,需使用耳塞才能入睡。,1,1,2,
q077,B_grounded_generation,bfb10d66f821,68d99b391b76ab76_s000,位置便利，靠近Honda Center和Anaheim体育场。,1,1,2,
q077,B_grounded_generation,bfb10d66f821,35782c67018ebb5c_s006,服务优秀，员工友好且乐于助人。,1,1,2,
