query_id,group_id,hotel_id,sentence_id,reason_text,citation_exists,in_current_evidence_pack,support_score,notes
q017,B_grounded_generation,85a18ed72b1c,75cd712953cb206b_s004,房间设施良好，床舒适且装饰精美。,1,1,2,
q017,B_grounded_generation,85a18ed72b1c,96c7685ef9d1998d_s004,房间设施丰富，包括泳池、热水浴缸及更新后的房间。,1,1,2,
q018,B_grounded_generation,d30be52b2a2a,f5b07d7fd5826db0_s008,价格合理，是过夜的好选择。,1,1,2,
q018,B_grounded_generation,d30be52b2a2a,e2c6fdca4d0b4650_s003,虽然酒店后街有些嘈杂，但整体住宿体验令人愉快。,1,1,2,
q018,B_grounded_generation,85a18ed72b1c,7aa75482fc9d5628_s012,这是一个不错的交易。,1,1,2,
q018,B_grounded_generation,85a18ed72b1c,74253f6620c5c202_s005,尽管酒店位于高速公路旁，但房间很安静。,1,1,2,
q022,B_grounded_generation,9e8bc983cff4,63e33c9ade80d177_s000,该酒店价格合理，符合威基基标准，且价格对于该区域来说很好。,1,1,2,
q022,B_grounded_generation,9e8bc983cff4,06ebb7d7792a3c37_s005,该酒店提供的价值和定价具有高度竞争力。,1,1,2,
q023,B_grounded_generation,9e8bc983cff4,06ebb7d7792a3c37_s000,酒店位于Waikiki，靠近咖啡馆、租车公司和Ala Moana购物中心，距离机场约15分钟车程。,1,1,2,
q028,B_grounded_generation,445d9279fa58,32028f96838e6cc4_s013,酒店位置适中，既能靠近景点又能保证睡眠安静。,1,1,2,
q028,B_grounded_generation,445d9279fa58,4acc930bd656557d_s002,酒店非常干净且舒适。,1,1,2,
q028,B_grounded_generation,75334fbbe64c,f398f50221cad6cd_s000,酒店非常安静、舒适且宽敞。,1,1,2,
q028,B_grounded_generation,75334fbbe64c,40aafea769bc74aa_s001,房间干净且温馨。,1,1,2,
q033,B_grounded_generation,98bd44439ff5,cf4ada240eb9f3eb_s000,用户明确表示住宿经历平静且安静，非常适合商务旅行。,1,1,2,
q033,B_grounded_generation,98bd44439ff5,b9f6fb40bf0b1aaf_s007,员工友好且乐于助人。,1,1,2,
q033,B_grounded_generation,cabad4abd2ba,76a8765f4e44d95a_s001,部分员工非常友好，并主动帮忙提行李。,1,1,2,
q038,B_grounded_generation,62fa571ddd54,a8bd10563da4a4ba_s006,房间安静，交通噪音不是问题。,1,1,1,
q038,B_grounded_generation,62fa571ddd54,7ae65bffdd44f228_s017,衣柜空间虽小但足以满足入住时长。,1,1,2,
q038,B_grounded_generation,4ba7bdc9b246,1b1fece8ca00ba29_s009,酒店房间非常安静。,1,1,2,
q038,B_grounded_generation,4ba7bdc9b246,16bf95563c918e98_s027,房间非常舒适。,1,1,2,
q047,B_grounded_generation,75fef46b9663,8c7ad2a04e00d08b_s016,客人表示街道噪音不是问题，且空调运行正常不吵闹。,1,1,2,
q047,B_grounded_generation,75fef46b9663,70104a60ccc20263_s002,房间非常舒适，床铺宽敞且舒适。,1,1,2,
q047,B_grounded_generation,5ac72eb101c1,773410cb8381abf1_s029,房间宽敞舒适，套房非常舒适。,1,1,2,
q047,B_grounded_generation,5ac72eb101c1,6b20403891a74789_s004,客人提到需要耳塞才能入睡，暗示环境噪音较大。,1,1,2,
q077,B_grounded_generation,bfb10d66f821,68d99b391b76ab76_s000,酒店位置非常便利，靠近 Honda Center、Anaheim 体育场、餐厅和 Starbucks。,1,1,2,
q077,B_grounded_generation,bfb10d66f821,58a03e970d581959_s012,服务与同属万豪的其他物业一致，员工非常友好且乐于助人。,1,1,2,
q081,B_grounded_generation,9e8bc983cff4,06ebb7d7792a3c37_s006,"The hotel is conveniently located near cafes, a rental car company, and Ala Moana Shopping Center.",1,1,2,
q081,B_grounded_generation,9e8bc983cff4,e957686295e19004_s001,The staff were helpful and courteous.,1,1,2,
q083,B_grounded_generation,98bd44439ff5,0389b211be86be67_s000,酒店位置极佳，靠近奥兰多桑福德国际机场，且方便前往UCF及市区各处。,1,1,2,
q083,B_grounded_generation,98bd44439ff5,89f59606eb0a8ad7_s004,员工友好且乐于助人，是酒店的一大亮点。,1,1,2,
q086,B_grounded_generation,5ac72eb101c1,78371cf68e74a5b6_s000,房间干净且舒适，浴室也很干净。,1,1,2,
q086,B_grounded_generation,5ac72eb101c1,3d6107babb5d5335_s006,以低价入住新装修的物业，性价比极高。,1,1,2,
q086,B_grounded_generation,75fef46b9663,69e432ef3aff803e_s003,房间干净、宽敞且舒适。,1,1,2,
q086,B_grounded_generation,75fef46b9663,b28ce0d152c11807_s006,认为该酒店物超所值。,1,1,2,
q001,C_grounded_generation_with_verifier,bfb10d66f821,68d99b391b76ab76_s000,酒店位置非常便利，靠近 Honda Center、Anaheim 体育场、餐厅和 Starbucks。,1,1,2,
q001,C_grounded_generation_with_verifier,bfb10d66f821,58a03e970d581959_s000,酒店位置非常便利，靠近 Angels Stadium 和 Honda Center。,1,1,2,
q002,C_grounded_generation_with_verifier,bfb10d66f821,68d99b391b76ab76_s000,酒店位置非常便利，靠近 Honda Center、Anaheim 体育场、餐厅和 Starbucks。,1,1,2,
q002,C_grounded_generation_with_verifier,bfb10d66f821,748a79568a9e9fa0_s002,房间干净舒适，酒店环境安静。,1,1,2,
q003,C_grounded_generation_with_verifier,bfb10d66f821,a50fcbdf6353e969_s010,部分住客反馈在特定楼层或位置（如庭院侧）可保持安静,1,1,2,
q003,C_grounded_generation_with_verifier,bfb10d66f821,2243716f0809f255_s002,住客评价服务友好且有帮助,1,1,2,
q008,C_grounded_generation_with_verifier,e73773333429,9eb6d3fc17f2c35f_s004,Very quiet and comfortable.,1,1,2,
q008,C_grounded_generation_with_verifier,e73773333429,9eb6d3fc17f2c35f_s003,"Large, modern rooms that are well appointed and modern.",1,1,2,
q008,C_grounded_generation_with_verifier,72a9d2fbc96c,4f7e030a6132d7b7_s003,Comfortable beds and furniture.,1,1,2,
q008,C_grounded_generation_with_verifier,72a9d2fbc96c,2452c71c77d57902_s000,Wonderful holiday decorations and background Christmas music.,1,1,2,
q011,C_grounded_generation_with_verifier,79c2d98fa1cb,e224d56c2c415107_s005,员工友好且乐于助人，入住体验良好。,1,1,2,
q011,C_grounded_generation_with_verifier,79c2d98fa1cb,a9b31551cfbd228d_s000,前台接待友好，并提供短途班车方便购物。,1,1,2,
q011,C_grounded_generation_with_verifier,7669c6fc99e7,26297e902507438d_s002,员工非常乐于助人，提供河流游览推荐及美食建议。,1,1,2,
q011,C_grounded_generation_with_verifier,7669c6fc99e7,70f5d5d92e74cd50_s002,前台员工非常友好且乐于助人。,1,1,2,
q012,C_grounded_generation_with_verifier,79c2d98fa1cb,e224d56c2c415107_s005,员工友好且乐于助人，入住体验良好。,1,1,2,
q012,C_grounded_generation_with_verifier,79c2d98fa1cb,c406dcc729c5503f_s002,房间大小适中，浴室舒适。,1,1,2,
q012,C_grounded_generation_with_verifier,7669c6fc99e7,26297e902507438d_s002,员工非常友好且乐于助人，提供出色的房间和早餐服务。,1,1,2,
q012,C_grounded_generation_with_verifier,7669c6fc99e7,60c4e5df8c859e75_s000,房间不错，拥有河景。,1,1,2,
q016,C_grounded_generation_with_verifier,85a18ed72b1c,9a164e5741f44370_s000,房间装饰精美且清洁，床铺非常舒适。,1,1,2,
q016,C_grounded_generation_with_verifier,85a18ed72b1c,baf2829d2a8301fa_s005,房间看起来最近有过更新。,1,1,2,
q016,C_grounded_generation_with_verifier,d30be52b2a2a,e2c6fdca4d0b4650_s002,套房布局不错，房间尺寸很大。,1,1,2,
q016,C_grounded_generation_with_verifier,d30be52b2a2a,923ad2587b7f310c_s000,房间尺寸很大。,1,1,2,
q017,C_grounded_generation_with_verifier,85a18ed72b1c,75cd712953cb206b_s004,房间设施良好，床舒适且装饰精美。,1,1,2,
q017,C_grounded_generation_with_verifier,85a18ed72b1c,96c7685ef9d1998d_s004,房间设施丰富，包括泳池、热水浴缸及更新后的房间。,1,1,2,
q018,C_grounded_generation_with_verifier,d30be52b2a2a,f5b07d7fd5826db0_s008,价格合理，是过夜的好选择。,1,1,2,
q018,C_grounded_generation_with_verifier,d30be52b2a2a,e2c6fdca4d0b4650_s003,虽然酒店后街有些嘈杂，但整体住宿体验令人愉快。,1,1,2,
q018,C_grounded_generation_with_verifier,85a18ed72b1c,7aa75482fc9d5628_s012,这是一个不错的交易。,1,1,2,
q018,C_grounded_generation_with_verifier,85a18ed72b1c,74253f6620c5c202_s005,尽管酒店位于高速公路旁，但房间很安静。,1,1,2,
q022,C_grounded_generation_with_verifier,9e8bc983cff4,63e33c9ade80d177_s000,该酒店价格合理，符合威基基标准，且价格对于该区域来说很好。,1,1,2,
q022,C_grounded_generation_with_verifier,9e8bc983cff4,06ebb7d7792a3c37_s005,该酒店提供的价值和定价具有高度竞争力。,1,1,2,
q023,C_grounded_generation_with_verifier,9e8bc983cff4,06ebb7d7792a3c37_s000,酒店位于Waikiki，靠近咖啡馆、租车公司和Ala Moana购物中心，距离机场约15分钟车程。,1,1,2,
q027,C_grounded_generation_with_verifier,75334fbbe64c,e0eb47498dba499b_s006,酒店位于新奥尔良景点的步行范围内，位置极佳。,1,1,2,
q027,C_grounded_generation_with_verifier,75334fbbe64c,bfadf45508eb134c_s000,酒店价格非常合理，性价比很高。,1,1,2,
q027,C_grounded_generation_with_verifier,445d9279fa58,667beb34e7d7221a_s000,酒店位于法国区边缘，但步行即可到达市中心所有景点。,1,1,2,
q027,C_grounded_generation_with_verifier,445d9279fa58,74fb427c464da0e5_s005,在法国区提供合理价格的所有设施，是最佳交易之一。,1,1,2,
q028,C_grounded_generation_with_verifier,445d9279fa58,32028f96838e6cc4_s013,酒店位置适中，既能靠近景点又能保证睡眠安静。,1,1,2,
q028,C_grounded_generation_with_verifier,445d9279fa58,4acc930bd656557d_s002,酒店非常干净且舒适。,1,1,2,
q028,C_grounded_generation_with_verifier,75334fbbe64c,f398f50221cad6cd_s000,酒店非常安静、舒适且宽敞。,1,1,2,
q028,C_grounded_generation_with_verifier,75334fbbe64c,40aafea769bc74aa_s001,房间干净且温馨。,1,1,2,
q033,C_grounded_generation_with_verifier,98bd44439ff5,cf4ada240eb9f3eb_s000,用户明确表示住宿经历平静且安静，非常适合商务旅行。,1,1,2,
q033,C_grounded_generation_with_verifier,98bd44439ff5,b9f6fb40bf0b1aaf_s007,员工友好且乐于助人。,1,1,2,
q033,C_grounded_generation_with_verifier,cabad4abd2ba,76a8765f4e44d95a_s001,部分员工非常友好，并主动帮忙提行李。,1,1,2,
q038,C_grounded_generation_with_verifier,62fa571ddd54,a8bd10563da4a4ba_s006,房间安静，交通噪音不是问题。,1,1,1,
q038,C_grounded_generation_with_verifier,62fa571ddd54,7ae65bffdd44f228_s017,衣柜空间虽小但足以满足入住时长。,1,1,2,
q038,C_grounded_generation_with_verifier,4ba7bdc9b246,1b1fece8ca00ba29_s009,酒店房间非常安静。,1,1,2,
q038,C_grounded_generation_with_verifier,4ba7bdc9b246,16bf95563c918e98_s027,房间非常舒适。,1,1,2,
q046,C_grounded_generation_with_verifier,75fef46b9663,2b6adb981b20c299_s001,房间非常舒适，床品也很舒适。,1,1,2,
q046,C_grounded_generation_with_verifier,75fef46b9663,c9e7e8769ff06792_s002,房间宽敞，配有舒适的皇后床。,1,1,2,
q046,C_grounded_generation_with_verifier,5ac72eb101c1,773410cb8381abf1_s029,房间宽敞且舒适，套房非常舒适。,1,1,2,
q046,C_grounded_generation_with_verifier,5ac72eb101c1,c1fc69092404fcd5_s002,套房宽敞，配有咖啡机、微波炉和冰箱，感觉像在家一样。,1,1,2,
q047,C_grounded_generation_with_verifier,75fef46b9663,8c7ad2a04e00d08b_s016,客人表示街道噪音不是问题，且空调运行正常不吵闹。,1,1,2,
q047,C_grounded_generation_with_verifier,75fef46b9663,70104a60ccc20263_s002,房间非常舒适，床铺宽敞且舒适。,1,1,2,
q047,C_grounded_generation_with_verifier,5ac72eb101c1,773410cb8381abf1_s029,房间宽敞舒适，套房非常舒适。,1,1,2,
q047,C_grounded_generation_with_verifier,5ac72eb101c1,6b20403891a74789_s004,客人提到需要耳塞才能入睡，暗示环境噪音较大。,1,1,2,
q077,C_grounded_generation_with_verifier,bfb10d66f821,68d99b391b76ab76_s000,酒店位置非常便利，靠近 Honda Center、Anaheim 体育场、餐厅和 Starbucks。,1,1,2,
q077,C_grounded_generation_with_verifier,bfb10d66f821,58a03e970d581959_s012,服务与同属万豪的其他物业一致，员工非常友好且乐于助人。,1,1,2,
q078,C_grounded_generation_with_verifier,72a9d2fbc96c,4f7e030a6132d7b7_s000,用户评价房间非常干净且舒适。,1,1,2,
q078,C_grounded_generation_with_verifier,72a9d2fbc96c,e22a5ff4dbceef13_s006,用户表示该酒店满足了所有需求且价格非常实惠。,1,1,2,
q081,C_grounded_generation_with_verifier,9e8bc983cff4,06ebb7d7792a3c37_s006,"The hotel is conveniently located near cafes, a rental car company, and Ala Moana Shopping Center.",1,1,2,
q081,C_grounded_generation_with_verifier,9e8bc983cff4,e957686295e19004_s001,The staff were helpful and courteous.,1,1,2,
q083,C_grounded_generation_with_verifier,98bd44439ff5,0389b211be86be67_s000,酒店位置极佳，靠近奥兰多桑福德国际机场，且方便前往UCF及市区各处。,1,1,2,
q083,C_grounded_generation_with_verifier,98bd44439ff5,89f59606eb0a8ad7_s004,员工友好且乐于助人，是酒店的一大亮点。,1,1,2,
q086,C_grounded_generation_with_verifier,5ac72eb101c1,78371cf68e74a5b6_s000,房间干净且舒适，浴室也很干净。,1,1,2,
q086,C_grounded_generation_with_verifier,5ac72eb101c1,3d6107babb5d5335_s006,以低价入住新装修的物业，性价比极高。,1,1,2,
q086,C_grounded_generation_with_verifier,75fef46b9663,69e432ef3aff803e_s003,房间干净、宽敞且舒适。,1,1,2,
q086,C_grounded_generation_with_verifier,75fef46b9663,b28ce0d152c11807_s006,认为该酒店物超所值。,1,1,2,
